"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0035556","GO:0035556","intracellular signal transduction",157,0.34452781778396,1.48566584568147,0.00457784306773498,0.0261003807128361,0.0188823412098091,291,"tags=72%, list=56%, signal=45%","S100a8/Ecel1/Atf3/Saa3/Cyth4/S100a9/Ccr5/Socs3/Trem2/Bcl2a1b/Arhgap30/Ptprc/Ccr2/Fcgr2b/C3ar1/Lcp1/Cybb/Ptpn6/Cd74/Vav1/Ifi204/Aif1/Laptm5/Ifi27l2a/Nckap1l/Unc93b1/Il1b/Dock8/Arhgap15/Abca1/Irf7/Cdkn1a/Sox11/Csf1r/Pik3ap1/Apoe/C3/Tcf7l2/Dock2/Inpp5d/Arhgap45/Prex1/Mt2/Lyn/Cx3cr1/Rassf2/Pros1/Dock10/Jun/Plek/Samsn1/Mertk/Pim1/Edem1/Mdfic/Adam17/Ctsh/Igfbp3/Trf/Stat3/Tnfrsf1a/Cebpb/Hmox1/Stat1/S100a4/Axl/Litaf/Dusp16/Cyfip1/Dab2/Notch2/Zfp36/Pnp/Kdr/Zfp36l1/Rap1b/Mcl1/Myh9/P2rx4/Pdpn/Arhgdib/Trim56/Spata13/Tgfbr2/Camk1/Nras/Arhgap17/Adcyap1/Clu/Nfkbia/Tgm2/Fgf2/Iqgap1/Trim25/Shisa5/Arhgef2/Mt1/Timp2/Gpnmb/Igfbp5/Fn1/Myo9b/Tpt1/Cflar/Ddit3/Gadd45a/Sdcbp/Map4k4/Serp1/Rab13/Gadd45g/Mapkapk2/Zfp36l2"
"GO:0071216","GO:0071216","cellular response to biotic stimulus",29,0.505117289904915,1.79904929734692,0.00471669164785016,0.0265129134507361,0.0191807883475328,211,"tags=79%, list=41%, signal=50%","Ccr5/Trem2/Fcgr2b/Cd68/Ly86/Il1b/Abca1/B2m/Gbp3/Lyn/Cx3cr1/Sbno2/Vim/Cebpb/Stat1/Mrc1/Axl/Arid5a/Litaf/Tspo/Txnip/Notch2/Zfp36"
"GO:0023056","GO:0023056","positive regulation of signaling",119,0.356971608779549,1.5155985331017,0.004805953634037,0.0269379162498722,0.0194882569609874,220,"tags=56%, list=42%, signal=42%","S100a8/Atf3/Il10ra/S100a9/Pirb/Trem2/Ptprc/Ccr2/Fcgr2b/Ptpn6/Mmp12/Cd74/Vav1/Tnfrsf12a/Ly86/Vsir/Tyrobp/Laptm5/Ctss/Nckap1l/Il1b/Irf7/Ctsc/Runx1/Sox11/Csf1r/Pik3ap1/Apoe/Bmp2k/C3/Tcf7l2/Dock2/Cyba/Gfap/Trps1/Lyn/Cx3cr1/Rassf2/Pros1/Sulf1/Ctsd/Jun/Mertk/Pim1/Parp14/Adam17/Ctsh/Igfbp3/Pbxip1/Spp1/Stat3/Slc1a3/Tnfrsf1a/Lgmn/S100a4/Axl/Litaf/Cd38/Il10rb/Cyfip1/Dab2/Notch2/Kdr/Rap1b/Mcl1/Myh9/P2rx4"
"GO:0002861","GO:0002861","regulation of inflammatory response to antigenic stimulus",8,0.689935384607303,1.78195790603522,0.00491563627386568,0.0274746469357989,0.0198765552031068,96,"tags=75%, list=18%, signal=62%","Trem2/Fcgr2b/Fcer1g/Fcgr3/Fcgr1/C3"
"GO:0035725","GO:0035725","sodium ion transmembrane transport",14,-0.46946889841177,-2.15465952444962,0.00513778382069932,0.0286351623679089,0.0207161310165575,165,"tags=79%, list=32%, signal=55%","Kcnq2/Fgf14/Atp1b1/Scn8a/Slc6a17/Scn2a/Grin2a/Fgf12/Scn2b/Scn1a/Fgf11"
"GO:0002687","GO:0002687","positive regulation of leukocyte migration",19,0.550844759089266,1.79361509940202,0.00537041127561853,0.02984738435717,0.0215931139799517,186,"tags=79%, list=36%, signal=53%","Trem2/Ccr2/C3ar1/Myo1f/Cd74/Aif1/Nckap1l/Il1b/Dock8/Csf1r/Cx3cr1/Adam17/Mmp14/Lgmn/Coro1a"
"GO:0070887","GO:0070887","cellular response to chemical stimulus",122,0.355252916459375,1.51580726802031,0.00547653920624106,0.0303517186907686,0.021957975055183,220,"tags=57%, list=42%, signal=43%","S100a8/Lcn2/Saa3/S100a9/Ccr5/Socs3/Trem2/Ccr2/Fcgr2b/C3ar1/Fcer1g/Cybb/Hp/Csf3r/Cd74/Vav1/Cd68/Aif1/Ly86/Fcgr3/Itgam/Nckap1l/Ccl6/Il1b/Abca1/Csf1r/Apoe/Tcf7l2/B2m/Cp/Prex1/Gbp3/Mt2/Lyn/Cx3cr1/Ctsd/Jun/Msn/Sbno2/Pim1/Vim/Adam17/Ctsh/Trf/Spp1/Stat3/Slc1a3/Ctsb/Lgmn/Cebpb/Coro1a/Hmox1/Stat1/Ucp2/Mrc1/Axl/Arid5a/Litaf/Tspo/Lgals3/Rab31/Cyfip1/Dab2/Zfp36/Kdr/Zfp36l1/Rap1b/Myh9/P2rx4"
"GO:0098869","GO:0098869","cellular oxidant detoxification",7,0.719633769194515,1.78506428058105,0.0060911247228009,0.0335692432348776,0.0242856957486563,106,"tags=71%, list=20%, signal=58%","S100a8/S100a9/Hp/Apoe/Cp"
"GO:0048514","GO:0048514","blood vessel morphogenesis",43,0.453188732820864,1.7479139453277,0.00607564003964552,0.0335692432348776,0.0242856957486563,267,"tags=88%, list=51%, signal=47%","Ccr2/C3ar1/Cybb/Ptpn6/Tnfrsf12a/Il1b/Stab1/Runx1/Apoe/Tgfbi/Grn/C3/Cx3cr1/Sulf1/Anxa3/Cd93/Rnf213/Jun/Ctsh/Stat3/Mmp14/Tnfrsf1a/Adamts1/Hmox1/Stat1/Lgals3/Notch2/Kdr/Zfp36l1/Myh9/Ecm1/Tgfbr2/Nras/Tgm2/Fgf2/Mfge8/Fn1/Cfh"
"GO:0000226","GO:0000226","microtubule cytoskeleton organization",20,-0.363184628458713,-1.88814223070345,0.00612812523390645,0.0336790838063995,0.0243651599975873,266,"tags=90%, list=51%, signal=46%","Arhgef2/Tuba1c/Gadd45a/Stmn4/Mapt/Nefm/Tubb2a/Stmn3/Map1a/Tubb4a/Ttll7/Nefl/Trim37/Spc25/Nefh/Nme7/Tppp/Tppp3"
"GO:0032760","GO:0032760","positive regulation of tumor necrosis factor production",19,0.542202539302997,1.76547501883444,0.00620301762119426,0.0339018109878567,0.0245262921543648,196,"tags=79%, list=38%, signal=51%","Ccr5/Ptprc/Ccr2/Fcgr2b/Fcer1g/Cybb/Tyrobp/Fcgr3/Csf1r/Cyba/H2-T23/Adam17/Stat3/Tnfrsf1a/Arid5a"
"GO:1903557","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production",19,0.542202539302997,1.76547501883444,0.00620301762119426,0.0339018109878567,0.0245262921543648,196,"tags=79%, list=38%, signal=51%","Ccr5/Ptprc/Ccr2/Fcgr2b/Fcer1g/Cybb/Tyrobp/Fcgr3/Csf1r/Cyba/H2-T23/Adam17/Stat3/Tnfrsf1a/Arid5a"
"GO:0010647","GO:0010647","positive regulation of cell communication",118,0.362221785918747,1.53753148499924,0.00636428457710209,0.0346871090348686,0.0250944166517896,220,"tags=57%, list=42%, signal=42%","S100a8/Atf3/Il10ra/S100a9/Pirb/Trem2/Ptprc/Ccr2/Fcgr2b/Ptpn6/Mmp12/Cd74/Vav1/Tnfrsf12a/Ly86/Vsir/Tyrobp/Laptm5/Ctss/Nckap1l/Il1b/Irf7/Ctsc/Runx1/Sox11/Csf1r/Pik3ap1/Apoe/Bmp2k/C3/Tcf7l2/Dock2/Cyba/Gfap/Trps1/Lyn/Cx3cr1/Rassf2/Pros1/Sulf1/Ctsd/Jun/Mertk/Pim1/Parp14/Adam17/Ctsh/Igfbp3/Pbxip1/Spp1/Stat3/Slc1a3/Tnfrsf1a/Lgmn/S100a4/Axl/Litaf/Cd38/Il10rb/Cyfip1/Dab2/Notch2/Kdr/Rap1b/Mcl1/Myh9/P2rx4"
"GO:0010001","GO:0010001","glial cell differentiation",23,0.517837611998398,1.77306541709216,0.00648496598126896,0.0351506535193507,0.0254297682781975,120,"tags=52%, list=23%, signal=42%","S100a8/S100a9/Trem2/C1qa/Itgam/Il1b/Sox11/Csf1r/Grn/Tcf7l2/Gfap/Lyn"
"GO:0045935","GO:0045935","positive regulation of nucleobase-containing compound metabolic process",68,0.394725702150024,1.61485952773281,0.00647758532237082,0.0351506535193507,0.0254297682781975,256,"tags=75%, list=49%, signal=44%","Atf3/Trem2/Ptprc/C3ar1/Mmp12/Cd74/Creb5/Il1b/Irf5/Irf7/Runx1/Sox11/Apoe/Tcf7l2/Cebpd/Apobec1/Fli1/Anxa3/Jun/Sbno2/Pim1/Mdfic/Igfbp3/Pbxip1/Trf/Spp1/Stat3/Tnfrsf1a/Irf9/Cebpb/Stat1/Arid5a/Litaf/Cd38/Dab2/Notch2/Zfp36/Pnp/Zfp36l1/Camk1/Arap1/Maf/Patl2/Adcyap1/Vsx2/Nfkbia/Pou2f2/Mafb/Fgf2/Trim25/Arhgef2"
"GO:2001244","GO:2001244","positive regulation of intrinsic apoptotic signaling pathway",5,0.764765934820421,1.684450252577,0.00679997573086369,0.0366566997732078,0.026519318639779,13,"tags=40%, list=2%, signal=39%","S100a8/S100a9"
"GO:0044093","GO:0044093","positive regulation of molecular function",67,0.397614499118388,1.62227690735995,0.00679078713350785,0.0366566997732078,0.026519318639779,161,"tags=46%, list=31%, signal=37%","S100a8/Apoc2/S100a9/Trem2/Ptprc/Ccr2/Fcgr2b/Cd74/Vav1/Vsir/Laptm5/Ctss/Itgam/Il1b/Dock8/Cdkn1a/Csf1r/Apoe/Grn/Tcf7l2/B2m/Prex1/Lyn/Rassf2/Dock10/Anxa3/Ctsd/Plek/Pim1/Adam17/Ctsh"
"GO:0097193","GO:0097193","intrinsic apoptotic signaling pathway",24,0.50729263449446,1.74952005861229,0.00696831148315649,0.0373599960768146,0.0270281189106413,85,"tags=38%, list=16%, signal=33%","S100a8/S100a9/Trem2/Bcl2a1b/Fcgr2b/Cd74/Ifi204/Ifi27l2a/Cdkn1a"
"GO:0002685","GO:0002685","regulation of leukocyte migration",24,0.507194149930814,1.7491804110246,0.00696831148315649,0.0373599960768146,0.0270281189106413,224,"tags=83%, list=43%, signal=50%","Trem2/Ccr2/C3ar1/Myo1f/Cd74/Aif1/Nckap1l/Il1b/Dock8/Csf1r/Lyn/Cx3cr1/Msn/Adam17/Mmp14/Lgmn/Coro1a/Lgals3/P2rx4/Ecm1"
"GO:0042592","GO:0042592","homeostatic process",95,0.381098447253643,1.60092182430534,0.00711575305866848,0.0380471023977044,0.0275252065256154,200,"tags=56%, list=38%, signal=42%","Apoc2/Lcn2/Il10ra/Pirb/Ccr5/Trem2/Ptprc/Ccr2/Fcgr2b/Fcer1g/Ptpn6/Cd74/Ctss/Itgam/Nckap1l/Il1b/Abca1/Tbxas1/Csf1r/Apoe/Grn/Tcf7l2/Inpp5d/Cyba/B2m/Il4ra/Cp/Mt2/Lyn/Cx3cr1/Rassf2/Dock10/Mertk/Adam17/Ctsh/Marcksl1/Trf/Spp1/Stat3/Npc2/Adamts5/Slc1a3/Rbp1/Cebpb/Coro1a/Ftl1/Hmox1/Stat1/Ucp2/Axl/Tspo/Ptbp3/Cd38"
"GO:0098742","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules",12,-0.446850393700787,-1.87473957196022,0.00714826831765625,0.0381176578127994,0.0275762498968474,294,"tags=100%, list=57%, signal=44%","Vcam1/Pcdh15/Kifap3/Fat3/Clstn2/Adgrl1/Robo2/Cdh18/Tenm2/Il1rapl1/Pcdh10"
"GO:0002709","GO:0002709","regulation of T cell mediated immunity",12,0.604330708661417,1.7484484482156,0.00723684609503927,0.0383825197460013,0.0277678644733256,213,"tags=100%, list=41%, signal=60%","Ptprc/Ccr2/Vsir/Nckap1l/Arg1/Il1b/H2-K1/B2m/H2-T23/H2-D1/Arid5a/Pnp"
"GO:0034341","GO:0034341","response to type II interferon",12,0.603194207206092,1.74516032438294,0.00723684609503927,0.0383825197460013,0.0277678644733256,194,"tags=92%, list=37%, signal=59%","Cd74/Aif1/Arg1/Gbp3/Bst2/Pim1/Vim/Parp14/Ifitm3/Stat1/Mrc1"
"GO:0002573","GO:0002573","myeloid leukocyte differentiation",26,0.497203745895241,1.73353528155905,0.0073631309346896,0.0389088060711786,0.0281486067343443,228,"tags=85%, list=44%, signal=50%","Pirb/Trem2/Fcer1g/Cd74/C1qc/Tyrobp/Itgam/Runx1/Csf1r/Inpp5d/Lyn/Rassf2/Jun/Sbno2/Trf/Rbp1/Cebpb/Ucp2/Notch2/Zfp36l1/Myh9/Tgfbr2"
"GO:0043085","GO:0043085","positive regulation of catalytic activity",51,0.416534548754831,1.64983820947127,0.00737551620406528,0.0389088060711786,0.0281486067343443,161,"tags=49%, list=31%, signal=38%","S100a8/Apoc2/S100a9/Trem2/Ptprc/Cd74/Vav1/Vsir/Laptm5/Itgam/Il1b/Dock8/Cdkn1a/Csf1r/Apoe/Grn/Prex1/Lyn/Rassf2/Dock10/Ctsd/Plek/Pim1/Adam17/Ctsh"
"GO:0002690","GO:0002690","positive regulation of leukocyte chemotaxis",11,0.628989950496092,1.78179327622083,0.00748899870498611,0.0394021185198336,0.0285054940181366,121,"tags=73%, list=23%, signal=57%","Ccr2/C3ar1/Cd74/Aif1/Nckap1l/Il1b/Csf1r/Cx3cr1"
"GO:0030100","GO:0030100","regulation of endocytosis",31,0.470620208362117,1.70524916784061,0.00760113504947477,0.0398857432250365,0.0288553726962144,103,"tags=45%, list=20%, signal=39%","Apoc2/Trem2/Ptprc/Fcgr2b/Fcer1g/Fcgr3/Nckap1l/Fcgr1/Apoe/Bmp2k/C3/Dock2/Cyba/B2m"
"GO:0035295","GO:0035295","tube development",57,0.418761825742158,1.68912576926354,0.00762386407864151,0.0398988960932618,0.0288648881492053,267,"tags=82%, list=51%, signal=45%","Lcn2/Ccr2/C3ar1/Cybb/Ptpn6/Mmp12/Tnfrsf12a/Il1b/Stab1/Runx1/Sox11/Apoe/Tgfbi/Grn/C3/Tcf7l2/Ctsz/Cx3cr1/Sulf1/Anxa3/Cd93/Rnf213/Jun/Ctsh/Spp1/Stat3/Sdc4/Mmp14/Tnfrsf1a/Adamts1/Hmox1/Stat1/Lgals3/Notch2/Kdr/Zfp36l1/Myh9/Pdpn/Ecm1/Tgfbr2/Nras/Tgm2/Fgf2/Mfge8/Igfbp5/Fn1/Cfh"
"GO:0045765","GO:0045765","regulation of angiogenesis",29,0.488281652959779,1.73908670762398,0.00788751715736866,0.040952819346022,0.0296273497656285,249,"tags=90%, list=48%, signal=49%","Ccr2/C3ar1/Cybb/Ptpn6/Tnfrsf12a/Il1b/Stab1/Runx1/Grn/C3/Cx3cr1/Sulf1/Anxa3/Ctsh/Stat3/Tnfrsf1a/Adamts1/Hmox1/Stat1/Lgals3/Kdr/Ecm1/Tgfbr2/Nras/Tgm2/Fgf2"
"GO:1901342","GO:1901342","regulation of vasculature development",29,0.488281652959779,1.73908670762398,0.00788751715736866,0.040952819346022,0.0296273497656285,249,"tags=90%, list=48%, signal=49%","Ccr2/C3ar1/Cybb/Ptpn6/Tnfrsf12a/Il1b/Stab1/Runx1/Grn/C3/Cx3cr1/Sulf1/Anxa3/Ctsh/Stat3/Tnfrsf1a/Adamts1/Hmox1/Stat1/Lgals3/Kdr/Ecm1/Tgfbr2/Nras/Tgm2/Fgf2"
"GO:0009056","GO:0009056","catabolic process",84,0.367654517815359,1.53397723966151,0.00787019790198177,0.040952819346022,0.0296273497656285,218,"tags=58%, list=42%, signal=40%","S100a8/Apoc2/Il10ra/S100a9/Trem2/Mmp12/Vsir/Ncf1/Laptm5/Ctss/Aoah/Arg1/Il1b/Slfn2/Ctsc/Apoe/Grn/Apobec1/Gfap/Ctsz/Lyn/Rnf213/Ctsd/Msn/Gda/Pnpla7/Vim/Edem1/Ctsh/Igfbp3/Trf/Spp1/Stat3/Hexa/Psmb8/Mmp14/Ctsb/Lgmn/Hmox1/Ucp2/Arid5a/Tspo/Dab2/Zfp36/Pnp/Kdr/Sat1/Zfp36l1/Mcl1"
"GO:0040017","GO:0040017","positive regulation of locomotion",53,0.413003421818518,1.64906094401429,0.0079418174986631,0.04101886367765,0.0296751295899343,228,"tags=68%, list=44%, signal=42%","Lcn2/Trem2/Ptprc/Ccr2/C3ar1/Myo1f/Cd74/Aif1/Vsir/Nckap1l/Ccl6/Il1b/Dock8/Csf1r/Grn/Prex1/Lyn/Cx3cr1/Anxa3/Jun/Vim/Adam17/Ctsh/Trf/Stat3/Mmp14/Adamts1/Lgmn/Coro1a/Hmox1/Lgals3/Dab2/Kdr/P2rx4/Pdpn/Tgfbr2"
"GO:2000147","GO:2000147","positive regulation of cell motility",53,0.413003421818518,1.64906094401429,0.0079418174986631,0.04101886367765,0.0296751295899343,228,"tags=68%, list=44%, signal=42%","Lcn2/Trem2/Ptprc/Ccr2/C3ar1/Myo1f/Cd74/Aif1/Vsir/Nckap1l/Ccl6/Il1b/Dock8/Csf1r/Grn/Prex1/Lyn/Cx3cr1/Anxa3/Jun/Vim/Adam17/Ctsh/Trf/Stat3/Mmp14/Adamts1/Lgmn/Coro1a/Hmox1/Lgals3/Dab2/Kdr/P2rx4/Pdpn/Tgfbr2"
"GO:0002283","GO:0002283","neutrophil activation involved in immune response",5,0.759223300970874,1.67224221536885,0.00804575048810751,0.0413392336276982,0.0299069014853996,129,"tags=100%, list=25%, signal=76%","Fcer1g/Myo1f/Tyrobp/Itgam/Anxa3"
"GO:0002446","GO:0002446","neutrophil mediated immunity",5,0.759223300970874,1.67224221536885,0.00804575048810751,0.0413392336276982,0.0299069014853996,129,"tags=100%, list=25%, signal=76%","Myo1f/Ncf1/Itgam/Arg1/Anxa3"
"GO:0050864","GO:0050864","regulation of B cell activation",17,0.550029780272841,1.73684406104839,0.00819050469983314,0.0419736773318722,0.0303658902883766,216,"tags=88%, list=42%, signal=53%","Ptprc/Fcgr2b/Ptpn6/Cd74/Tyrobp/Laptm5/Nckap1l/Cdkn1a/Inpp5d/Lyn/Samsn1/Mmp14/Cd38/Pnp/Zfp36l1"
"GO:0071677","GO:0071677","positive regulation of mononuclear cell migration",13,0.591715976331361,1.72764718245182,0.00823566640216189,0.0420418602811412,0.0304152172973177,220,"tags=100%, list=42%, signal=59%","Trem2/Ccr2/C3ar1/Aif1/Dock8/Csf1r/Cx3cr1/Adam17/Mmp14/Lgmn/Coro1a/Lgals3/P2rx4"
"GO:0050728","GO:0050728","negative regulation of inflammatory response",14,0.575259147165588,1.71920921904094,0.00824642672519089,0.0420418602811412,0.0304152172973177,121,"tags=64%, list=23%, signal=51%","Il10ra/Socs3/Trem2/Fcgr2b/Ptpn6/Aoah/Apoe/Grn/Cx3cr1"
"GO:0006638","GO:0006638","neutral lipid metabolic process",6,0.736071003498535,1.71629458415787,0.00835305359056045,0.0421515090375774,0.0304945427774722,108,"tags=83%, list=21%, signal=67%","Apoc2/Apoe/C3/Tcf7l2/Apobec1"
"GO:0006639","GO:0006639","acylglycerol metabolic process",6,0.736071003498535,1.71629458415787,0.00835305359056045,0.0421515090375774,0.0304945427774722,108,"tags=83%, list=21%, signal=67%","Apoc2/Apoe/C3/Tcf7l2/Apobec1"
"GO:0006641","GO:0006641","triglyceride metabolic process",6,0.736071003498535,1.71629458415787,0.00835305359056045,0.0421515090375774,0.0304945427774722,108,"tags=83%, list=21%, signal=67%","Apoc2/Apoe/C3/Tcf7l2/Apobec1"
"GO:1902533","GO:1902533","positive regulation of intracellular signal transduction",68,0.39061517531041,1.59804298045758,0.00835339079254575,0.0421515090375774,0.0304945427774722,280,"tags=81%, list=54%, signal=43%","S100a8/S100a9/Trem2/Ptprc/Ccr2/Fcgr2b/Ptpn6/Cd74/Vav1/Laptm5/Nckap1l/Il1b/Sox11/Csf1r/Pik3ap1/Apoe/C3/Tcf7l2/Dock2/Lyn/Cx3cr1/Rassf2/Pros1/Jun/Mertk/Pim1/Adam17/Igfbp3/Tnfrsf1a/S100a4/Axl/Litaf/Dab2/Notch2/Kdr/Rap1b/Mcl1/Myh9/P2rx4/Trim56/Tgfbr2/Adcyap1/Clu/Tgm2/Fgf2/Iqgap1/Trim25/Timp2/Gpnmb/Igfbp5/Fn1/Cflar/Ddit3/Gadd45a/Map4k4"
"GO:0001912","GO:0001912","positive regulation of leukocyte mediated cytotoxicity",10,0.635687610719136,1.76107350024449,0.00841727555114093,0.04225772178728,0.0305713824758192,166,"tags=90%, list=32%, signal=62%","Ptprc/Vav1/Tyrobp/Itgam/Arg1/H2-K1/B2m/H2-T23/H2-D1"
"GO:0050673","GO:0050673","epithelial cell proliferation",32,0.458999201365961,1.6691153180522,0.00841646870672726,0.04225772178728,0.0305713824758192,233,"tags=81%, list=45%, signal=48%","Mmp12/Ncf1/Arg1/Cdkn1a/Sox11/Apoe/Grn/Tcf7l2/Cyba/B2m/Sulf1/Jun/Adam17/Igfbp3/Stat3/Mmp14/Cebpb/Hmox1/Stat1/Dab2/Notch2/Zfp36/Kdr/Zfp36l1/Ecm1/Nras"
"GO:0045637","GO:0045637","regulation of myeloid cell differentiation",26,0.494220773062573,1.72313494026627,0.00849130541208411,0.0425211816701573,0.0307619827378735,216,"tags=81%, list=42%, signal=50%","Trem2/Csf3r/Cd74/C1qc/Tyrobp/Itgam/Nckap1l/Runx1/Csf1r/Inpp5d/B2m/Lyn/Rassf2/Jun/Stat3/Rbp1/Cebpb/Stat1/Notch2/Zfp36/Zfp36l1"
"GO:0033032","GO:0033032","regulation of myeloid cell apoptotic process",5,0.756167836018882,1.66551234093827,0.0085648241814346,0.042780754708786,0.0309497710593613,29,"tags=60%, list=6%, signal=57%","Ccr5/Fcgr2b/Fcer1g"
"GO:0099072","GO:0099072","regulation of postsynaptic membrane neurotransmitter receptor levels",8,-0.59375,-2.00885705871592,0.00881462667471137,0.0439173192656705,0.0317720195930585,217,"tags=100%, list=42%, signal=59%","Pacsin1/Frrs1l/Snap47/Nptx1/Nsg2/Cplx1/Hpca"
"GO:0044238","GO:0044238","primary metabolic process",249,0.322234999701651,1.40942276998716,0.00889279591382428,0.044195179692633,0.0319730379401981,252,"tags=57%, list=48%, signal=56%","S100a8/Ecel1/Apoc2/Sprr1a/Atf3/Saa3/S100a9/Pirb/Socs3/Trem2/Ptprc/Fcgr2b/C3ar1/Ptpn18/Ptpn6/Mmp12/Cd74/Ifi204/Pld4/Aif1/Vsir/Ncf1/Creb5/Laptm5/Ctss/Aoah/Itgam/Arg1/Il1b/Oasl2/Crym/Abca1/Tbxas1/Irf5/Irf7/Slfn2/Ctsc/Cdkn1a/Runx1/Sox11/Csf1r/Apoe/Bmp2k/Grn/C3/Tcf7l2/Inpp5d/F13a1/B2m/Cebpd/Apobec1/Fli1/Lpcat2/Gfap/Ctsz/Trps1/Serpina3n/Lyn/Cx3cr1/Rassf2/Sulf1/Anxa3/Rnf213/Ctsd/Jun/Cfb/Msn/Gda/Plek/Zfp710/Sbno2/Samsn1/Mertk/Pnpla7/Pim1/Vim/Edem1/Parp14/Mdfic/Srgn/Adam17/Ctsh/Igfbp3/Pbxip1/Trf/Spp1/Stat3/Npc2/Adamts5/Slc1a3/Hexa/Psmb8/Mmp14/Tnfrsf1a/Rbp1/Irf9/Adamts1/Ctsb/Lgmn/Cebpb/Hmox1/Stat1/Ucp2/Axl/Arid5a/Litaf/Tspo/Ptbp3/Cd38/Txnip/Lgals3/Ctla2a/Cyfip1/Dab2/Notch2/Zfp36/Pnp/Kdr/Zfp36l1/Myh9/Pdpn/Ecm1/Trim56/Tgfbr2/Camk1/Gusb/Arap1/Nras/Maf/Patl2/Adcyap1/Vsx2/Clu/Ccnd3/Nfkbia/Pou2f2/Tgm2/Mafb/Tsc22d4/Fgf2/Iqgap1/Trim25"
"GO:0050793","GO:0050793","regulation of developmental process",161,0.33887758551176,1.4651789661342,0.00905129343118961,0.0448698541199424,0.0324611316918622,251,"tags=61%, list=48%, signal=46%","Lcn2/Lst1/Ccr5/Socs3/Trem2/Ptprc/Ccr2/Cd53/C3ar1/H2-Aa/Cybb/Ptpn6/Csf3r/Cd74/Tnfrsf12a/Ifi204/C1qc/Vsir/Tyrobp/Laptm5/Itgam/Nckap1l/Il1b/Stab1/Arhgap15/Ctsc/Cdkn1a/Runx1/Sox11/Csf1r/Apoe/Bmp2k/Grn/C3/Tcf7l2/Inpp5d/B2m/Il4ra/Cebpd/Prex1/Gfap/Trps1/Lyn/Cx3cr1/Rassf2/Sulf1/Anxa3/Jun/Msn/Tmem176a/Pim1/Vim/Srgn/Adam17/Ctsh/Igfbp3/Zcchc24/Trf/Stat3/Mmp14/Tnfrsf1a/Rbp1/Adamts1/Lgmn/Cebpb/Coro1a/Hmox1/Stat1/Axl/Tspo/Ptbp3/Lgals3/Ctla2a/Cyfip1/Dab2/Notch2/Zfp36/Metrn/Pnp/Kdr/Zfp36l1/Myh9/Pdpn/Ecm1/Tmem176b/Tgfbr2/Camk1/Arap1/Nras/Maf/Adcyap1/Clic1/Vsx2/Clu/Nfkbia/Tgm2/Mafb/Fgf2/Iqgap1"
"GO:0071675","GO:0071675","regulation of mononuclear cell migration",18,0.530873790870626,1.71232857088769,0.00914088122806637,0.0452003976515663,0.0327002636730194,239,"tags=94%, list=46%, signal=53%","Trem2/Ccr2/C3ar1/Aif1/Dock8/Csf1r/Lyn/Cx3cr1/Msn/Adam17/Mmp14/Lgmn/Coro1a/Lgals3/P2rx4/Ecm1/Cd9"
"GO:0006814","GO:0006814","sodium ion transport",15,-0.412904805231503,-1.91140920418034,0.00921332883293212,0.0454447444684377,0.0328770365722525,136,"tags=67%, list=26%, signal=51%","Fgf14/Atp1b1/Scn8a/Slc6a17/Scn2a/Grin2a/Fgf12/Scn2b/Scn1a/Fgf11"
"GO:0010950","GO:0010950","positive regulation of endopeptidase activity",9,0.647749510763209,1.7334426947914,0.00930449496678608,0.0456121881420111,0.0329981738312306,189,"tags=100%, list=36%, signal=65%","S100a8/S100a9/Vsir/Laptm5/Lyn/Ctsd/Stat3/Lgmn/Stat1"
"GO:0050868","GO:0050868","negative regulation of T cell activation",13,0.586698023654763,1.71299614690408,0.00931663042130283,0.0456121881420111,0.0329981738312306,204,"tags=92%, list=39%, signal=58%","H2-Aa/Ptpn6/Cd74/Vsir/Laptm5/Arg1/Runx1/Il4ra/H2-T23/Sdc4/Cebpb/Lgals3"
"GO:1903038","GO:1903038","negative regulation of leukocyte cell-cell adhesion",13,0.586698023654763,1.71299614690408,0.00931663042130283,0.0456121881420111,0.0329981738312306,204,"tags=92%, list=39%, signal=58%","H2-Aa/Ptpn6/Cd74/Vsir/Laptm5/Arg1/Runx1/Il4ra/H2-T23/Sdc4/Cebpb/Lgals3"
"GO:0045807","GO:0045807","positive regulation of endocytosis",23,0.508411949806029,1.74079214207456,0.0096338622399763,0.047048540097706,0.0340373037973107,219,"tags=83%, list=42%, signal=50%","Trem2/Ptprc/Fcgr2b/Fcer1g/Fcgr3/Nckap1l/Fcgr1/Apoe/C3/Dock2/Cyba/B2m/Pros1/Mertk/Trf/Axl/Rab31/Dab2/Myh9"
"GO:0061025","GO:0061025","membrane fusion",10,-0.536443038273874,-2.03380915241267,0.00971129486045603,0.0470771124316456,0.0340579744750508,132,"tags=80%, list=25%, signal=61%","Snap47/Cplx2/Rims1/Rab3a/Snap25/Rph3a/Vamp1/Cplx1"
"GO:0002832","GO:0002832","negative regulation of response to biotic stimulus",8,0.659364313411174,1.70299926261832,0.00969163944455024,0.0470771124316456,0.0340579744750508,155,"tags=88%, list=30%, signal=62%","Ptpn6/Mmp12/Arg1/Grn/Pim1/Parp14/H2-T23"
