"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0045582","GO:0045582","positive regulation of T cell differentiation",10,0.710408422753824,1.96807587023275,0.000913440058997249,0.00774166927539593,0.00560071680179096,105,"tags=80%, list=20%, signal=65%","Ptprc/Ccr2/H2-Aa/Cd74/Vsir/Nckap1l/Runx1/Il4ra"
"GO:0030155","GO:0030155","regulation of cell adhesion",52,0.467086475826495,1.85564859076517,0.000906572682962827,0.00774166927539593,0.00560071680179096,110,"tags=44%, list=21%, signal=39%","Ccr5/Ptprc/Ccr2/H2-Eb1/H2-Ab1/H2-Aa/Ptpn6/Myo1f/Mmp12/Cd74/Vav1/Aif1/Vsir/Laptm5/Nckap1l/Arg1/Il1b/Dock8/Apbb1ip/Runx1/B2m/Il4ra/Prex1"
"GO:0006958","GO:0006958","complement activation, classical pathway",5,0.823300970873786,1.81337774761226,0.000914246802416245,0.00774166927539593,0.00560071680179096,96,"tags=100%, list=18%, signal=82%","Trem2/C1qb/C1qa/C1qc/C3"
"GO:0060284","GO:0060284","regulation of cell development",74,0.431609475137192,1.78234879033819,0.000906675293442386,0.00774166927539593,0.00560071680179096,249,"tags=76%, list=48%, signal=46%","Ccr5/Trem2/Ptprc/Ccr2/H2-Aa/Ptpn6/Csf3r/Cd74/Tnfrsf12a/C1qc/Vsir/Tyrobp/Itgam/Nckap1l/Il1b/Runx1/Sox11/Csf1r/Apoe/Grn/Inpp5d/B2m/Il4ra/Gfap/Lyn/Cx3cr1/Rassf2/Jun/Tmem176a/Vim/Zcchc24/Trf/Stat3/Mmp14/Tnfrsf1a/Rbp1/Cebpb/Stat1/Axl/Tspo/Ctla2a/Cyfip1/Notch2/Zfp36/Metrn/Pnp/Kdr/Zfp36l1/Tmem176b/Tgfbr2/Adcyap1/Vsx2/Nfkbia/Tgm2/Mafb/Fgf2"
"GO:0009967","GO:0009967","positive regulation of signal transduction",98,0.400584497810884,1.68537250743941,0.00090395254481343,0.00774166927539593,0.00560071680179096,280,"tags=79%, list=54%, signal=45%","S100a8/Atf3/Il10ra/S100a9/Trem2/Ptprc/Ccr2/Fcgr2b/Ptpn6/Mmp12/Cd74/Vav1/Tnfrsf12a/Ly86/Vsir/Laptm5/Ctss/Nckap1l/Il1b/Irf7/Ctsc/Sox11/Csf1r/Pik3ap1/Apoe/Bmp2k/C3/Tcf7l2/Dock2/Cyba/Trps1/Lyn/Cx3cr1/Rassf2/Pros1/Sulf1/Ctsd/Jun/Mertk/Pim1/Parp14/Adam17/Ctsh/Igfbp3/Pbxip1/Stat3/Tnfrsf1a/S100a4/Axl/Litaf/Il10rb/Cyfip1/Dab2/Notch2/Kdr/Rap1b/Mcl1/Myh9/P2rx4/Trim56/Tgfbr2/Adcyap1/Clu/Tgm2/Fgf2/Iqgap1/Trim25/Cd63/Timp2/Gpnmb/Igfbp5/Fn1/Cflar/Ddit3/Gadd45a/Sdcbp/Map4k4"
"GO:0048523","GO:0048523","negative regulation of cellular process",207,0.360419141058887,1.56369431251086,0.000929622754817741,0.00783822946690343,0.00567057334922563,266,"tags=65%, list=51%, signal=53%","Apoc2/Atf3/Lcn2/Lst1/Il10ra/Pirb/Ccr5/Socs3/Trem2/Ptprc/Ccr2/Fcgr2b/Fcer1g/H2-Aa/Ptpn6/Myo1f/Mmp12/Cd74/C1qc/Aif1/Vsir/Tyrobp/Laptm5/Nckap1l/Arg1/Il1b/Dock8/Crym/Slfn2/Ctsc/Cdkn1a/Runx1/Sox11/Csf1r/Pik3ap1/Apoe/Skap2/Grn/Tcf7l2/Inpp5d/H2-K1/Cyba/B2m/Arhgap45/Il4ra/Cebpd/Apobec1/Gfap/Ctsz/Trps1/Lyn/Cx3cr1/Bst2/Rassf2/Sulf1/Rnf213/Jun/Svil/Plek/Sbno2/Samsn1/Mertk/Tmem176a/Pim1/Vim/Parp14/H2-T23/Mdfic/Srgn/Adam17/Ctsh/Igfbp3/Ifitm3/Pbxip1/H2-D1/Spp1/Stat3/Sdc4/Mmp14/Tnfrsf1a/Lgmn/Cebpb/Coro1a/Hmox1/Stat1/Ucp2/Axl/Arid5a/Litaf/Tspo/Ptbp3/Cd38/Txnip/Lgals3/Dusp16/Ctla2a/Cyfip1/Dab2/Notch2/Zfp36/Pnp/Kdr/Zfp36l1/Rap1b/Mcl1/Myh9/Pdpn/Arhgdib/Ecm1/Tmem176b/Tgfbr2/Arap1/Maf/Arhgap17/Patl2/Adcyap1/Cd9/Vsx2/Clu/Ccnd3/Nfkbia/Mafb/Tsc22d4/Fgf2/Iqgap1/Arhgef2/Cd63/Mt1/Timp2/Ctsa/Efemp1/Gpnmb/Igfbp5/Fn1"
"GO:0045785","GO:0045785","positive regulation of cell adhesion",41,0.488085746780119,1.8773683200195,0.00095051315380241,0.00798026575511555,0.00577332961503278,110,"tags=46%, list=21%, signal=40%","Ccr5/Ptprc/Ccr2/H2-Eb1/H2-Ab1/H2-Aa/Ptpn6/Cd74/Vav1/Aif1/Vsir/Nckap1l/Il1b/Dock8/Apbb1ip/Runx1/B2m/Il4ra/Prex1"
"GO:0002920","GO:0002920","regulation of humoral immune response",7,0.773739103802283,1.91927351912931,0.000962878825076997,0.00804983017744456,0.00582365605175918,96,"tags=86%, list=18%, signal=71%","Trem2/Ptprc/Fcgr2b/Ptpn6/Il1b/C3"
"GO:0002820","GO:0002820","negative regulation of adaptive immune response",8,0.732753231296202,1.89254739329585,0.00099752645352657,0.00830430250129925,0.00600775425708208,105,"tags=88%, list=20%, signal=71%","Ptprc/Fcgr2b/Ptpn6/Vsir/Nckap1l/Arg1/Il4ra"
"GO:0010558","GO:0010558","negative regulation of macromolecule biosynthetic process",84,0.407028890801754,1.69826025281737,0.00100626971621095,0.0083418913869084,0.00603494796630714,216,"tags=63%, list=42%, signal=44%","Atf3/Trem2/Ptprc/Fcgr2b/Ptpn6/Mmp12/Aif1/Vsir/Tyrobp/Laptm5/Nckap1l/Arg1/Il1b/Crym/Cdkn1a/Runx1/Sox11/Apoe/Tcf7l2/Inpp5d/Cebpd/Apobec1/Ctsz/Trps1/Cx3cr1/Bst2/Jun/Sbno2/Mertk/Vim/Parp14/Mdfic/Srgn/Pbxip1/Stat3/Tnfrsf1a/Lgmn/Cebpb/Hmox1/Stat1/Axl/Arid5a/Tspo/Ptbp3/Cd38/Txnip/Ctla2a/Cyfip1/Dab2/Notch2/Zfp36/Kdr/Zfp36l1"
"GO:0002698","GO:0002698","negative regulation of immune effector process",15,0.625742574257426,1.92473091019999,0.00101574367320135,0.00838519777082115,0.00606627800423265,204,"tags=100%, list=39%, signal=63%","Ptprc/Ccr2/Fcgr2b/Ptpn6/Vsir/Nckap1l/Arg1/Grn/Il4ra/Cx3cr1/Bst2/H2-T23/Hmox1/Axl/Lgals3"
"GO:2001235","GO:2001235","positive regulation of apoptotic signaling pathway",12,0.655445924479705,1.89633489266859,0.00102420415937685,0.00841981169354385,0.00609131947418863,84,"tags=58%, list=16%, signal=50%","S100a8/Atf3/S100a9/Ptprc/Tnfrsf12a/Ctss/Ctsc"
"GO:0019226","GO:0019226","transmission of nerve impulse",12,-0.528122934816989,-2.21571465241708,0.00103694355568894,0.00845599989707724,0.00611749985885066,203,"tags=92%, list=39%, signal=57%","Atp1a3/Ntrk3/Kcnq2/Scn8a/Scn2a/Cartpt/Cacnb4/Fgf12/Kcnd2/Scn1a/Kcna2"
"GO:0002824","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",14,0.644130427299652,1.92503669752091,0.0010371778890485,0.00845599989707724,0.00611749985885066,103,"tags=71%, list=20%, signal=59%","Trem2/Ptprc/Ccr2/Fcer1g/Fcgr3/Fcgr1/Il1b/C3/H2-K1/B2m"
"GO:0150146","GO:0150146","cell junction disassembly",8,0.731841077402379,1.89019149174495,0.00104365434206381,0.00847378607774441,0.00613036728541704,121,"tags=88%, list=23%, signal=68%","Trem2/C1qb/C1qa/C1qc/Itgam/C3/Cx3cr1"
"GO:0002285","GO:0002285","lymphocyte activation involved in immune response",17,0.610032145073281,1.92631516732342,0.00106106314432447,0.0085448064642946,0.0061817470406186,127,"tags=71%, list=24%, signal=55%","Trem2/Ptprc/Ccr2/Fcer1g/Lcp1/Cd74/Tyrobp/Nckap1l/Apbb1ip/Slfn2/Il4ra/Dock10"
"GO:0040011","GO:0040011","locomotion",96,0.403488921599854,1.69367032109271,0.00106059647450654,0.0085448064642946,0.0061817470406186,287,"tags=80%, list=55%, signal=44%","S100a8/Lcn2/Saa3/S100a9/Ccr5/Trem2/Ptprc/Ccr2/C3ar1/Fcer1g/Csf3r/Myo1f/Mmp12/Cd74/Vav1/Aif1/Vsir/Fcgr3/Itgam/Nckap1l/Ccl6/Il1b/Dock8/Csf1r/Apoe/Grn/Dock2/Prex1/Lyn/Cx3cr1/Bst2/Dock10/Sulf1/Anxa3/Jun/Msn/Vim/Adam17/Ctsh/Igfbp3/Trf/Spp1/Stat3/Sdc4/Mmp14/Adamts1/Lgmn/Coro1a/Hmox1/S100a4/Lgals3/Dab2/Kdr/Myh9/P2rx4/Pdpn/Arhgdib/Ecm1/Spata13/Tgfbr2/Vcam1/Cd9/Fgf2/Iqgap1/Arhgef2/Cd63/Efemp1/Gpnmb/Igfbp5/Fn1/Myo9b/Gadd45a/Sdcbp/Map4k4/Sdc3/Rab13/Podxl"
"GO:0002708","GO:0002708","positive regulation of lymphocyte mediated immunity",14,0.64179784309333,1.91806557799773,0.00109091720700183,0.00874951076997807,0.00632984053356645,103,"tags=71%, list=20%, signal=59%","Trem2/Ptprc/Fcer1g/Vav1/Fcgr3/Fcgr1/Il1b/C3/H2-K1/B2m"
"GO:0002440","GO:0002440","production of molecular mediator of immune response",21,0.57616122084489,1.92419636903745,0.001098749646366,0.00877665203352276,0.00634947590228978,197,"tags=86%, list=38%, signal=55%","Ptprc/Ccr2/Fcgr2b/Fcer1g/Cd74/Vsir/Laptm5/Arg1/Il1b/Irf5/B2m/Il4ra/Bst2/H2-T23/Hmox1/Axl/Arid5a/Litaf"
"GO:0007155","GO:0007155","cell adhesion",90,0.399479109883359,1.66737330335044,0.00115397515385268,0.00918061684899733,0.00664172456971237,221,"tags=61%, list=42%, signal=42%","S100a8/S100a9/Ccr5/Ptprc/Ccr2/H2-Eb1/H2-Ab1/H2-Aa/Ptpn6/Csf3r/Myo1f/Mmp12/Cd74/Vav1/Tnfrsf12a/Aif1/Vsir/Laptm5/Itgam/Nckap1l/Arg1/Il1b/Stab1/Dock8/Apbb1ip/Runx1/Tgfbi/Lgals3bp/B2m/Il4ra/Prex1/Lyn/Cx3cr1/Sulf1/Cd93/Msn/Plek/Mertk/H2-T23/Itgb5/Adam17/Pbxip1/Spp1/Sdc4/Mmp14/Cebpb/Coro1a/Axl/Lgals3/Dab2/Pnp/Kdr/Zfp36l1/Myh9/Pdpn"
"GO:0002532","GO:0002532","production of molecular mediator involved in inflammatory response",12,0.652182090551402,1.88689197460173,0.00116836323179774,0.00925775363990739,0.00669752924251844,170,"tags=92%, list=33%, signal=63%","S100a9/Trem2/Fcer1g/Pld4/Ncf1/Grn/Il4ra/Lyn/Adam17/Pbxip1/Stat3"
"GO:0031630","GO:0031630","regulation of synaptic vesicle fusion to presynaptic active zone membrane",6,-0.784046692607004,-2.29245394555711,0.00119991330659875,0.00933860421895025,0.00675602065830637,118,"tags=100%, list=23%, signal=78%","Rims1/Rab3a/Rph3a/Vamp1/Cplx1"
"GO:1901632","GO:1901632","regulation of synaptic vesicle membrane organization",6,-0.784046692607004,-2.29245394555711,0.00119991330659875,0.00933860421895025,0.00675602065830637,118,"tags=100%, list=23%, signal=78%","Rims1/Rab3a/Rph3a/Vamp1/Cplx1"
"GO:0002437","GO:0002437","inflammatory response to antigenic stimulus",11,0.682623457960925,1.93372546989993,0.00120223287968239,0.00933860421895025,0.00675602065830637,96,"tags=73%, list=18%, signal=61%","Trem2/Ccr2/Fcgr2b/Fcer1g/Cd68/Fcgr3/Fcgr1/C3"
"GO:0032613","GO:0032613","interleukin-10 production",7,0.768871143043655,1.90719845644955,0.00119916543501618,0.00933860421895025,0.00675602065830637,57,"tags=71%, list=11%, signal=64%","Trem2/Fcgr2b/Fcer1g/Vsir/Tyrobp"
"GO:0032653","GO:0032653","regulation of interleukin-10 production",7,0.768871143043655,1.90719845644955,0.00119916543501618,0.00933860421895025,0.00675602065830637,57,"tags=71%, list=11%, signal=64%","Trem2/Fcgr2b/Fcer1g/Vsir/Tyrobp"
"GO:0048585","GO:0048585","negative regulation of response to stimulus",79,0.408483036476707,1.7005524675626,0.0012475413112058,0.00965254512552569,0.00698314145715199,244,"tags=71%, list=47%, signal=44%","Atf3/Il10ra/Socs3/Trem2/Ptprc/Ccr2/Fcgr2b/Ptpn6/Mmp12/Cd74/Aif1/Vsir/Laptm5/Aoah/Nckap1l/Arg1/Il1b/Pik3ap1/Apoe/Grn/Tcf7l2/Inpp5d/Arhgap45/Il4ra/Lyn/Cx3cr1/Rassf2/Pros1/Sulf1/Rnf213/Plek/Samsn1/Pim1/Parp14/H2-T23/Adam17/Stat3/Mmp14/Tnfrsf1a/Lgmn/Hmox1/Stat1/Ucp2/Litaf/Lgals3/Dusp16/Ctla2a/Dab2/Zfp36/Mcl1/Ecm1/Arhgap17/Adcyap1/Cd9/Clu/Nfkbia"
"GO:0045862","GO:0045862","positive regulation of proteolysis",20,0.576322570584517,1.90645556108776,0.00129006999870897,0.00994260979473752,0.00719298897306484,189,"tags=85%, list=36%, signal=56%","S100a8/S100a9/Trem2/Vsir/Laptm5/Il1b/Ctsc/Apoe/Grn/Lyn/Ctsd/Ctsh/Trf/Stat3/Mmp14/Lgmn/Stat1"
"GO:0002221","GO:0002221","pattern recognition receptor signaling pathway",12,0.649885336428379,1.88024700997429,0.0013018866286601,0.00999463937099759,0.00723062981144009,120,"tags=67%, list=23%, signal=52%","S100a8/S100a9/Trem2/Unc93b1/Irf7/Pik3ap1/Cyba/Lyn"
"GO:0007416","GO:0007416","synapse assembly",20,-0.409793385099778,-2.13045414271374,0.00132589650471381,0.0101336477607748,0.00733119554171345,271,"tags=90%, list=52%, signal=45%","Sdcbp/Podxl/Mapt/Elavl2/Ntrk3/Cux2/Lingo2/Arhgef9/Clstn2/Gabrg2/Adgrl1/Crtac1/Sptbn2/Caskin1/Nptx1/Snap25/Il1rapl1/Gabra2"
"GO:2001233","GO:2001233","regulation of apoptotic signaling pathway",27,0.541354896747523,1.91277328498055,0.00133026597569218,0.0101336477607748,0.00733119554171345,121,"tags=52%, list=23%, signal=42%","S100a8/Atf3/S100a9/Trem2/Ptprc/Fcgr2b/Cd74/Tnfrsf12a/Ctss/Il1b/Ctsc/Tcf7l2/Trps1/Cx3cr1"
"GO:0050766","GO:0050766","positive regulation of phagocytosis",16,0.605155390167689,1.89467930827722,0.00137779232547273,0.0103862914366877,0.00751397081022678,147,"tags=75%, list=28%, signal=56%","Trem2/Ptprc/Fcgr2b/Fcer1g/Fcgr3/Nckap1l/Fcgr1/C3/Dock2/Cyba/Pros1/Mertk"
"GO:0042098","GO:0042098","T cell proliferation",26,0.54271559404217,1.89221549091589,0.00138448791071915,0.0103862914366877,0.00751397081022678,98,"tags=54%, list=19%, signal=46%","Ptprc/Ccr2/H2-Aa/Ptpn6/Aif1/Vsir/Laptm5/Itgam/Nckap1l/Arg1/Il1b/Dock8/Slfn2/Dock2"
"GO:0030099","GO:0030099","myeloid cell differentiation",41,0.478779957393963,1.84157462126555,0.00138340820340264,0.0103862914366877,0.00751397081022678,247,"tags=85%, list=48%, signal=49%","Pirb/Trem2/Fcer1g/Ptpn6/Csf3r/Cd74/C1qc/Tyrobp/Itgam/Nckap1l/Runx1/Csf1r/Inpp5d/B2m/Fli1/Lyn/Rassf2/Jun/Sbno2/Trf/Stat3/Rbp1/Cebpb/Stat1/Ucp2/Ptbp3/Dab2/Notch2/Zfp36/Zfp36l1/Myh9/Tgfbr2/Maf/Nfkbia/Mafb"
"GO:0080090","GO:0080090","regulation of primary metabolic process",165,0.358957430992647,1.55274591509855,0.00137278296964565,0.0103862914366877,0.00751397081022678,279,"tags=70%, list=54%, signal=48%","S100a8/Apoc2/Atf3/S100a9/Pirb/Socs3/Trem2/Ptprc/Fcgr2b/C3ar1/Ptpn6/Mmp12/Cd74/Ifi204/Aif1/Vsir/Creb5/Laptm5/Itgam/Il1b/Crym/Irf5/Irf7/Slfn2/Ctsc/Cdkn1a/Runx1/Sox11/Csf1r/Apoe/Grn/C3/Tcf7l2/Cebpd/Apobec1/Fli1/Gfap/Ctsz/Trps1/Serpina3n/Lyn/Cx3cr1/Rassf2/Anxa3/Rnf213/Ctsd/Jun/Msn/Plek/Zfp710/Sbno2/Samsn1/Pim1/Vim/Parp14/Mdfic/Adam17/Ctsh/Igfbp3/Pbxip1/Trf/Spp1/Stat3/Psmb8/Mmp14/Tnfrsf1a/Irf9/Lgmn/Cebpb/Hmox1/Stat1/Arid5a/Litaf/Tspo/Ptbp3/Cd38/Txnip/Ctla2a/Cyfip1/Dab2/Notch2/Zfp36/Pnp/Kdr/Zfp36l1/Myh9/Ecm1/Camk1/Arap1/Nras/Maf/Patl2/Adcyap1/Vsx2/Clu/Ccnd3/Nfkbia/Pou2f2/Mafb/Tsc22d4/Fgf2/Iqgap1/Trim25/Arhgef2/Timp2/Ctsa/Efemp1/Gpnmb/Igfbp5/Fn1/Pabpc1/Cflar/Ddit3/Gadd45a/Sdcbp/Prdx6"
"GO:0001910","GO:0001910","regulation of leukocyte mediated cytotoxicity",12,0.647494880843973,1.87333094845833,0.00143541036245205,0.0107275175951435,0.00776083114627185,166,"tags=92%, list=32%, signal=64%","Ptprc/Vav1/Tyrobp/Itgam/Nckap1l/Arg1/H2-K1/B2m/Cx3cr1/H2-T23/H2-D1"
"GO:0002526","GO:0002526","acute inflammatory response",14,0.633885107625681,1.89441771801872,0.0014581461749967,0.0108563109557302,0.00785400680554331,119,"tags=71%, list=23%, signal=57%","Saa3/Ccr5/Fcgr2b/Fcer1g/Hp/Fcgr3/Fcgr1/Il1b/C3/Serpina3n"
"GO:0042129","GO:0042129","regulation of T cell proliferation",20,0.572081677157924,1.89242682914185,0.00147291102148181,0.01092501295257,0.00790370931986281,72,"tags=50%, list=14%, signal=45%","Ptprc/Ccr2/H2-Aa/Ptpn6/Aif1/Vsir/Laptm5/Nckap1l/Arg1/Il1b"
"GO:0006906","GO:0006906","vesicle fusion",9,-0.623476362779244,-2.23976551210734,0.00150139906202557,0.0110432094671901,0.0079892186824818,132,"tags=89%, list=25%, signal=67%","Snap47/Cplx2/Rims1/Rab3a/Snap25/Rph3a/Vamp1/Cplx1"
"GO:0090174","GO:0090174","organelle membrane fusion",9,-0.623476362779244,-2.23976551210734,0.00150139906202557,0.0110432094671901,0.0079892186824818,132,"tags=89%, list=25%, signal=67%","Snap47/Cplx2/Rims1/Rab3a/Snap25/Rph3a/Vamp1/Cplx1"
"GO:0042113","GO:0042113","B cell activation",24,0.545524118080871,1.88137047956625,0.00150563778341314,0.0110432094671901,0.0079892186824818,216,"tags=88%, list=42%, signal=54%","Ptprc/Fcgr2b/Ptpn6/Cd74/Tyrobp/Laptm5/Nckap1l/Cdkn1a/Skap2/C3/Inpp5d/Lyn/Dock10/Cfb/Samsn1/Adam17/Mmp14/Cd38/Notch2/Pnp/Zfp36l1"
"GO:0036230","GO:0036230","granulocyte activation",7,0.762183235867446,1.8906089845221,0.00157908811801849,0.0115390402105573,0.00834792782858897,129,"tags=100%, list=25%, signal=76%","Ccr2/Fcer1g/Myo1f/Tyrobp/Itgam/Grn/Anxa3"
"GO:0010629","GO:0010629","negative regulation of gene expression",53,0.446017068352569,1.78087950105937,0.00164888982963201,0.012004648095439,0.008684772223659,216,"tags=70%, list=42%, signal=45%","Trem2/Ptprc/Fcgr2b/Ptpn6/Aif1/Vsir/Tyrobp/Laptm5/Nckap1l/Arg1/Il1b/Cdkn1a/Sox11/Apoe/Inpp5d/Apobec1/Ctsz/Cx3cr1/Bst2/Mertk/Vim/Parp14/Srgn/Stat3/Tnfrsf1a/Lgmn/Hmox1/Axl/Arid5a/Tspo/Ptbp3/Ctla2a/Cyfip1/Notch2/Zfp36/Kdr/Zfp36l1"
"GO:0097190","GO:0097190","apoptotic signaling pathway",43,0.480376634771654,1.85277558358642,0.00165536515598749,0.0120074832822181,0.00868682334179195,97,"tags=40%, list=19%, signal=35%","S100a8/Atf3/Lcn2/S100a9/Trem2/Bcl2a1b/Ptprc/Fcgr2b/Cd74/Tnfrsf12a/Ifi204/Ctss/Ifi27l2a/Il1b/Ctsc/Cdkn1a/Tcf7l2"
"GO:0031348","GO:0031348","negative regulation of defense response",20,0.569531314223573,1.88399031485775,0.00171669960009638,0.0124067703699273,0.00897568790333791,179,"tags=80%, list=34%, signal=55%","Il10ra/Socs3/Trem2/Fcgr2b/Ptpn6/Mmp12/Aoah/Arg1/Apoe/Grn/Cx3cr1/Pim1/Parp14/H2-T23/Stat3/Tnfrsf1a"
"GO:0051937","GO:0051937","catecholamine transport",10,-0.617741323877379,-2.34203423045247,0.0017876126517323,0.0128721159192256,0.00931234251152131,75,"tags=70%, list=14%, signal=61%","Cartpt/Rab3a/Pcp4/Nat8l/Sncg/Kcna2/Chrna6"
"GO:0030334","GO:0030334","regulation of cell migration",72,0.426507003301604,1.75350372400306,0.00186117462339696,0.013353081934408,0.00966029775818669,281,"tags=85%, list=54%, signal=45%","Lcn2/Ccr5/Trem2/Ptprc/Ccr2/C3ar1/Myo1f/Mmp12/Cd74/Aif1/Vsir/Nckap1l/Ccl6/Il1b/Dock8/Csf1r/Apoe/Grn/Prex1/Lyn/Cx3cr1/Bst2/Dock10/Sulf1/Anxa3/Jun/Msn/Vim/Adam17/Ctsh/Igfbp3/Stat3/Sdc4/Mmp14/Adamts1/Lgmn/Coro1a/Hmox1/Lgals3/Dab2/Kdr/Myh9/P2rx4/Pdpn/Arhgdib/Ecm1/Spata13/Tgfbr2/Cd9/Fgf2/Iqgap1/Arhgef2/Cd63/Efemp1/Gpnmb/Igfbp5/Fn1/Gadd45a/Sdcbp/Map4k4/Sdc3"
"GO:0002704","GO:0002704","negative regulation of leukocyte mediated immunity",11,0.671053816765083,1.90095116424564,0.00187636605778012,0.0133622124610409,0.00966690324494969,122,"tags=82%, list=23%, signal=64%","Ptprc/Ccr2/Fcgr2b/Ptpn6/Vsir/Nckap1l/Arg1/Cx3cr1/Bst2"
"GO:0045621","GO:0045621","positive regulation of lymphocyte differentiation",13,0.633221587609217,1.84883210097424,0.00188276485766314,0.0133622124610409,0.00966690324494969,105,"tags=69%, list=20%, signal=57%","Ptprc/Ccr2/H2-Aa/Cd74/Vsir/Nckap1l/Runx1/Inpp5d/Il4ra"
"GO:0098609","GO:0098609","cell-cell adhesion",58,0.437648764964449,1.76634940711067,0.00187626013199592,0.0133622124610409,0.00966690324494969,142,"tags=47%, list=27%, signal=38%","S100a8/S100a9/Ccr5/Ptprc/Ccr2/H2-Eb1/H2-Ab1/H2-Aa/Ptpn6/Cd74/Vav1/Aif1/Vsir/Laptm5/Itgam/Nckap1l/Arg1/Il1b/Dock8/Runx1/B2m/Il4ra/Lyn/Cx3cr1/Cd93/Msn/Plek"
"GO:0007017","GO:0007017","microtubule-based process",23,-0.382419739898099,-2.15254197031869,0.00190583495672738,0.0134774636904054,0.00975028183860526,266,"tags=91%, list=51%, signal=47%","Arhgef2/Tuba1c/Gadd45a/Stmn4/Mapt/Kifap3/Dync1i1/Nefm/Tubb2a/Stmn3/Map1a/Tubb4a/Ttll7/Nefl/Trim37/Spc25/Tub/Nefh/Nme7/Tppp/Tppp3"
"GO:0002673","GO:0002673","regulation of acute inflammatory response",9,0.706607968438291,1.89095383418747,0.00195954342007484,0.0136634271130563,0.00988481722480024,96,"tags=78%, list=18%, signal=65%","Ccr5/Fcgr2b/Fcer1g/Fcgr3/Fcgr1/Il1b/C3"
"GO:0032640","GO:0032640","tumor necrosis factor production",27,0.532429193519257,1.88123603134663,0.00198060828906949,0.0136634271130563,0.00988481722480024,198,"tags=78%, list=38%, signal=51%","Ccr5/Trem2/Ptprc/Ccr2/Fcgr2b/Fcer1g/Cybb/Ptpn6/Vsir/Tyrobp/Fcgr3/Csf1r/Cyba/Cx3cr1/H2-T23/Adam17/Stat3/Tnfrsf1a/Axl/Arid5a/Tspo"
"GO:0032680","GO:0032680","regulation of tumor necrosis factor production",27,0.532429193519257,1.88123603134663,0.00198060828906949,0.0136634271130563,0.00988481722480024,198,"tags=78%, list=38%, signal=51%","Ccr5/Trem2/Ptprc/Ccr2/Fcgr2b/Fcer1g/Cybb/Ptpn6/Vsir/Tyrobp/Fcgr3/Csf1r/Cyba/Cx3cr1/H2-T23/Adam17/Stat3/Tnfrsf1a/Axl/Arid5a/Tspo"
"GO:0071706","GO:0071706","tumor necrosis factor superfamily cytokine production",27,0.532429193519257,1.88123603134663,0.00198060828906949,0.0136634271130563,0.00988481722480024,198,"tags=78%, list=38%, signal=51%","Ccr5/Trem2/Ptprc/Ccr2/Fcgr2b/Fcer1g/Cybb/Ptpn6/Vsir/Tyrobp/Fcgr3/Csf1r/Cyba/Cx3cr1/H2-T23/Adam17/Stat3/Tnfrsf1a/Axl/Arid5a/Tspo"
"GO:1903555","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production",27,0.532429193519257,1.88123603134663,0.00198060828906949,0.0136634271130563,0.00988481722480024,198,"tags=78%, list=38%, signal=51%","Ccr5/Trem2/Ptprc/Ccr2/Fcgr2b/Fcer1g/Cybb/Ptpn6/Vsir/Tyrobp/Fcgr3/Csf1r/Cyba/Cx3cr1/H2-T23/Adam17/Stat3/Tnfrsf1a/Axl/Arid5a/Tspo"
"GO:0031341","GO:0031341","regulation of cell killing",14,0.624553719207395,1.86653009715391,0.0019765899100002,0.0136634271130563,0.00988481722480024,166,"tags=86%, list=32%, signal=60%","Ccr5/Ptprc/Vav1/Tyrobp/Itgam/Nckap1l/Arg1/H2-K1/B2m/Cx3cr1/H2-T23/H2-D1"
"GO:0009890","GO:0009890","negative regulation of biosynthetic process",87,0.399044322984235,1.6680452451088,0.00194436387496096,0.0136634271130563,0.00988481722480024,216,"tags=62%, list=42%, signal=44%","Atf3/Trem2/Ptprc/Fcgr2b/Ptpn6/Mmp12/Aif1/Vsir/Tyrobp/Laptm5/Nckap1l/Arg1/Il1b/Crym/Cdkn1a/Runx1/Sox11/Apoe/Tcf7l2/Inpp5d/Cebpd/Apobec1/Ctsz/Trps1/Cx3cr1/Bst2/Jun/Plek/Sbno2/Mertk/Vim/Parp14/Mdfic/Srgn/Pbxip1/Stat3/Tnfrsf1a/Lgmn/Cebpb/Hmox1/Stat1/Axl/Arid5a/Tspo/Ptbp3/Cd38/Txnip/Ctla2a/Cyfip1/Dab2/Notch2/Zfp36/Kdr/Zfp36l1"
"GO:0032755","GO:0032755","positive regulation of interleukin-6 production",14,0.61956737179327,1.85162798827664,0.00219260862102312,0.0150208916988841,0.0108668760603339,102,"tags=64%, list=20%, signal=53%","Ccr5/Fcer1g/Cd74/Aif1/Tyrobp/Laptm5/Unc93b1/Il1b/Cyba"
"GO:0032623","GO:0032623","interleukin-2 production",8,0.714889261687828,1.84640851915341,0.00219032750064384,0.0150208916988841,0.0108668760603339,86,"tags=75%, list=17%, signal=64%","Ptprc/Ccr2/Fcer1g/Laptm5/Il1b/Runx1"
"GO:0002224","GO:0002224","toll-like receptor signaling pathway",7,0.751332744741911,1.86369414955454,0.00224395665336579,0.0152989877891188,0.0110680648982555,89,"tags=71%, list=17%, signal=60%","S100a8/S100a9/Unc93b1/Irf7/Pik3ap1"
