	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	type
GO:0046636	GO:0046636	negative regulation of alpha-beta T cell activation	4/303	51/28928	0.078431373	7.487995858	4.771114949	0.002002169	0.007712204	0.004213012	Lgals1/Pf4/Runx1/Vsir	4	up
GO:0050819	GO:0050819	negative regulation of coagulation	4/303	51/28928	0.078431373	7.487995858	4.771114949	0.002002169	0.007712204	0.004213012	Serpine1/Thbs1/Pros1/Plat	4	up
GO:0010507	GO:0010507	negative regulation of autophagy	5/303	85/28928	0.058823529	5.615996894	4.384852815	0.00202023	0.007751167	0.004234297	Mcl1/Ctsa/Il10ra/Trem2/Hmox1	5	up
GO:0032414	GO:0032414	positive regulation of ion transmembrane transporter activity	5/303	85/28928	0.058823529	5.615996894	4.384852815	0.00202023	0.007751167	0.004234297	Ctss/Ccl2/Ccr2/Trem2/P2ry6	5	up
GO:0035023	GO:0035023	regulation of Rho protein signal transduction	5/303	85/28928	0.058823529	5.615996894	4.384852815	0.00202023	0.007751167	0.004234297	Col3a1/Abca1/Dock8/Arhgdib/Cdc42se1	5	up
GO:0071277	GO:0071277	cellular response to calcium ion	5/303	85/28928	0.058823529	5.615996894	4.384852815	0.00202023	0.007751167	0.004234297	Lgmn/Alox5ap/Iqgap1/Junb/Wnt5a	5	up
GO:0051348	GO:0051348	negative regulation of transferase activity	8/303	215/28928	0.037209302	3.552444547	3.864884541	0.002028062	0.007769776	0.004244462	Il1b/Ptprc/Lilrb4a/Ptpn6/Ptpn1/Slc8a1/Rgs2/Sfrp2	8	up
GO:0046434	GO:0046434	organophosphate catabolic process	9/303	265/28928	0.033962264	3.24244349	3.772974648	0.002029062	0.007769776	0.004244462	Pla2g7/Samhd1/Gda/Plbd1/Ier3/Ncf1/Apoc2/Ncf2/Pnp	9	up
GO:0032355	GO:0032355	response to estradiol	6/303	125/28928	0.048	4.582653465	4.129915933	0.002080748	0.007959879	0.004348311	Grn/Col1a1/Ccl2/Cd38/Ass1/Fosl2	6	up
GO:0046660	GO:0046660	female sex differentiation	7/303	169/28928	0.041420118	3.954459351	3.963097395	0.002101615	0.008031831	0.004387617	Mmp14/Cebpb/Myh9/Serpine1/Arrb2/Wnt5a/Runx1	7	up
GO:0035850	GO:0035850	epithelial cell differentiation involved in kidney development	4/303	52/28928	0.076923077	7.343995938	4.710817892	0.002151361	0.008189862	0.004473946	Grem1/Iqgap1/Stat1/Mmp9	4	up
GO:0042088	GO:0042088	T-helper 1 type immune response	4/303	52/28928	0.076923077	7.343995938	4.710817892	0.002151361	0.008189862	0.004473946	Il1b/Ccr2/Bcl3/Arid5a	4	up
GO:0042531	GO:0042531	positive regulation of tyrosine phosphorylation of STAT protein	4/303	52/28928	0.076923077	7.343995938	4.710817892	0.002151361	0.008189862	0.004473946	Csf1r/Parp14/Crlf1/Ccl5	4	up
GO:0070849	GO:0070849	response to epidermal growth factor	4/303	52/28928	0.076923077	7.343995938	4.710817892	0.002151361	0.008189862	0.004473946	Col1a1/Cfl1/Iqgap1/Dab2	4	up
GO:0001822	GO:0001822	kidney development	11/303	375/28928	0.029333333	2.800510451	3.61065233	0.002155505	0.008197641	0.004478195	Spp1/Grem1/C3ar1/Iqgap1/Wnt5a/Stat1/Crlf1/Ass1/Plxnd1/Odc1/Mmp9	11	up
GO:0042692	GO:0042692	muscle cell differentiation	13/303	491/28928	0.026476578	2.527770496	3.512830867	0.002187557	0.008311438	0.00454036	C3/Grem1/Mmp14/Myh9/Csf1r/Cd53/Ehd1/Arrb2/Dock2/Slc8a1/Rgs2/Ccl8/Cxcl10	13	up
GO:0048041	GO:0048041	focal adhesion assembly	5/303	87/28928	0.057471264	5.486893517	4.312215898	0.002237553	0.00844384	0.004612689	Grem1/Mmp14/Myh9/Cfl1/Iqgap1	5	up
GO:0046456	GO:0046456	icosanoid biosynthetic process	4/303	53/28928	0.075471698	7.205429977	4.652100433	0.002308047	0.0086763	0.004739677	Fabp5/Il1b/Alox5ap/Syk	4	up
GO:0048873	GO:0048873	homeostasis of number of cells within a tissue	4/303	53/28928	0.075471698	7.205429977	4.652100433	0.002308047	0.0086763	0.004739677	Coro1a/Ccr2/Sash3/Fosl2	4	up
GO:0072538	GO:0072538	T-helper 17 type immune response	4/303	53/28928	0.075471698	7.205429977	4.652100433	0.002308047	0.0086763	0.004739677	Lgals1/Pf4/Arid5a/Clec4n	4	up
GO:0141085	GO:0141085	regulation of inflammasome-mediated signaling pathway	4/303	53/28928	0.075471698	7.205429977	4.652100433	0.002308047	0.0086763	0.004739677	Ifi207/Trem2/Myd88/Ifi209	4	up
GO:0048639	GO:0048639	positive regulation of developmental growth	8/303	220/28928	0.036363636	3.471707171	3.786231406	0.002338447	0.008773673	0.00479287	C3/Fn1/Serpine1/Wnt5a/Sash3/Rbpj/Tnfrsf12a/Ikzf1	8	up
GO:0051048	GO:0051048	negative regulation of secretion	8/303	220/28928	0.036363636	3.471707171	3.786231406	0.002338447	0.008773673	0.00479287	Il1b/Il1rn/Ccr2/Nckap1l/Rsad2/Cd84/Hmox1/Spi1	8	up
GO:0038127	GO:0038127	ERBB signaling pathway	6/303	128/28928	0.046875	4.475247525	4.054102717	0.002344243	0.008778538	0.004795527	Lgmn/Iqgap1/Adam17/Cbl/Mmp9/Rbpj	6	up
GO:0043534	GO:0043534	blood vessel endothelial cell migration	6/303	128/28928	0.046875	4.475247525	4.054102717	0.002344243	0.008778538	0.004795527	Grem1/Myh9/Thbs1/P2rx4/Adam17/Hmox1	6	up
GO:2000242	GO:2000242	negative regulation of reproductive process	5/303	88/28928	0.056818182	5.424542454	4.276734982	0.002352373	0.008800535	0.004807544	Myh9/Timp1/Wnt5a/Arhgdib/Plat	5	up
GO:0051961	GO:0051961	negative regulation of nervous system development	7/303	173/28928	0.040462428	3.863026765	3.885903738	0.002396995	0.008958885	0.004894047	Il1b/Ccr5/Actr3/Ywhah/Wnt5a/Trem2/Tlr2	7	up
GO:0039531	GO:0039531	regulation of cytoplasmic pattern recognition receptor signaling pathway	6/303	129/28928	0.046511628	4.440555683	4.029350127	0.002437421	0.009101261	0.004971824	Ifi207/Rsad2/Trem2/Myd88/Slc15a3/Ifi209	6	up
GO:0002637	GO:0002637	regulation of immunoglobulin production	5/303	89/28928	0.056179775	5.363592539	4.241791912	0.002471417	0.009204909	0.005028445	Ptprc/Fcgr2b/Lilrb4a/Sash3/Il13ra1	5	up
GO:0000302	GO:0000302	response to reactive oxygen species	8/303	223/28928	0.035874439	3.42500259	3.740125085	0.002541827	0.009445915	0.005160101	Lcn2/Col1a1/Cfl1/Sirpa/Mmp3/Slc8a1/Hmox1/Mmp9	8	up
GO:0032411	GO:0032411	positive regulation of transporter activity	5/303	90/28928	0.055555556	5.303997066	4.207372044	0.002594776	0.009633507	0.005262579	Ctss/Ccl2/Ccr2/Trem2/P2ry6	5	up
GO:0001881	GO:0001881	receptor recycling	4/303	55/28928	0.072727273	6.943414341	4.539119972	0.002644649	0.009790721	0.005348461	Ctsd/Ptpn1/Dab2/Arap1	4	up
GO:0032965	GO:0032965	regulation of collagen biosynthetic process	4/303	55/28928	0.072727273	6.943414341	4.539119972	0.002644649	0.009790721	0.005348461	Fn1/Serpine1/Ccl2/Arrb2	4	up
GO:0061383	GO:0061383	trabecula morphogenesis	4/303	55/28928	0.072727273	6.943414341	4.539119972	0.002644649	0.009790721	0.005348461	Grem1/Col1a1/Sbno2/Rbpj	4	up
GO:0048608	GO:0048608	reproductive structure development	11/303	386/28928	0.028497409	2.720703158	3.501528549	0.002691361	0.009954209	0.005437771	C3/Mmp14/Cebpb/Myh9/Serpine1/Arrb2/Wnt5a/Runx1/Tnc/Cbl/Sfrp2	11	up
GO:0030856	GO:0030856	regulation of epithelial cell differentiation	7/303	177/28928	0.039548023	3.775726725	3.810984015	0.002723372	0.010053547	0.005492037	Cebpb/Il1b/Serpine1/Btg1/Csf1r/Stat1/Mmp9	7	up
GO:0051017	GO:0051017	actin filament bundle assembly	7/303	177/28928	0.039548023	3.775726725	3.810984015	0.002723372	0.010053547	0.005492037	Lcp1/Myh9/Aif1/Cfl1/Marcks/Plek/Arap1	7	up
GO:0009308	GO:0009308	amine metabolic process	6/303	133/28928	0.045112782	4.307005137	3.932804996	0.00283822	0.010428185	0.005696694	Itgam/Vcam1/Sat1/Ly6e/Slc7a11/Odc1	6	up
GO:0072001	GO:0072001	renal system development	11/303	390/28928	0.028205128	2.692798511	3.462789319	0.002911015	0.01068559	0.005837309	Spp1/Grem1/C3ar1/Iqgap1/Wnt5a/Stat1/Crlf1/Ass1/Plxnd1/Odc1/Mmp9	11	up
GO:0061458	GO:0061458	reproductive system development	11/303	391/28928	0.028132992	2.685911558	3.45318045	0.002968127	0.010884991	0.005946237	C3/Mmp14/Cebpb/Myh9/Serpine1/Arrb2/Wnt5a/Runx1/Tnc/Cbl/Sfrp2	11	up
GO:0061572	GO:0061572	actin filament bundle organization	7/303	180/28928	0.038888889	3.712797946	3.756212442	0.002989748	0.010950608	0.005982083	Lcp1/Myh9/Aif1/Cfl1/Marcks/Plek/Arap1	7	up
GO:0042267	GO:0042267	natural killer cell mediated cytotoxicity	5/303	93/28928	0.053763441	5.132900387	4.107113442	0.002991632	0.010950608	0.005982083	Coro1a/Ptpn6/Arrb2/Fcgr4/Vav1	5	up
GO:0045581	GO:0045581	negative regulation of T cell differentiation	4/303	57/28928	0.070175439	6.699785768	4.431648549	0.00301345	0.011020132	0.006020062	Lgals1/Pf4/Lilrb4a/Runx1	4	up
GO:0008585	GO:0008585	female gonad development	6/303	135/28928	0.044444444	4.243197653	3.885949094	0.003056188	0.011103046	0.006065356	Mmp14/Cebpb/Myh9/Serpine1/Arrb2/Runx1	6	up
GO:1902904	GO:1902904	negative regulation of supramolecular fiber organization	7/303	181/28928	0.038674033	3.692285251	3.738215719	0.003082828	0.011138144	0.006084529	Coro1a/Cfl1/Gmfg/Capg/Trem2/Arap1/Tlr2	7	up
GO:0014015	GO:0014015	positive regulation of gliogenesis	5/303	94/28928	0.053191489	5.078295064	4.074650729	0.003133143	0.011309457	0.006178114	Il1b/Csf1r/Actr3/Arrb2/Tlr2	5	up
GO:0045687	GO:0045687	positive regulation of glial cell differentiation	4/303	58/28928	0.068965517	6.58427222	4.379831979	0.003210378	0.011556178	0.006312892	Il1b/Csf1r/Actr3/Tlr2	4	up
GO:0070229	GO:0070229	negative regulation of lymphocyte apoptotic process	4/303	58/28928	0.068965517	6.58427222	4.379831979	0.003210378	0.011556178	0.006312892	Bcl3/Pnp/Dock8/Ccl5	4	up
GO:0089718	GO:0089718	amino acid import across plasma membrane	4/303	58/28928	0.068965517	6.58427222	4.379831979	0.003210378	0.011556178	0.006312892	Arg1/Slc7a11/Slc43a2/Rgs2	4	up
GO:0002090	GO:0002090	regulation of receptor internalization	5/303	95/28928	0.052631579	5.024839326	4.042645864	0.003279415	0.011782944	0.00643677	Grem1/Sdcbp/Arrb2/Syk/Dab2	5	up
GO:0033273	GO:0033273	response to vitamin	5/303	95/28928	0.052631579	5.024839326	4.042645864	0.003279415	0.011782944	0.00643677	Spp1/Col1a1/Ccl2/Abca1/Tnc	5	up
GO:0048588	GO:0048588	developmental cell growth	9/303	285/28928	0.031578947	3.014903596	3.516962315	0.003295027	0.011828147	0.006461463	Fn1/Csf1r/Ccr5/Actr3/Iqgap1/Wnt5a/Rgs2/Itga4/Tnfrsf12a	9	up
GO:0006869	GO:0006869	lipid transport	12/303	456/28928	0.026315789	2.512419663	3.349238025	0.003353409	0.012026656	0.006569904	Spp1/Fabp5/Il1b/Msr1/Thbs1/Abca1/Nfkbia/Apoc2/Trem2/Runx1/Syk/Dab2	12	up
GO:0031960	GO:0031960	response to corticosteroid	7/303	184/28928	0.038043478	3.632084948	3.684982887	0.003375405	0.012076402	0.00659708	Cybb/Pf4/Ccl2/Il1rn/Ptafr/Ass1/Fosl2	7	up
GO:0071214	GO:0071214	cellular response to abiotic stimulus	11/303	398/28928	0.027638191	2.638671907	3.386748312	0.00339366	0.012076402	0.00659708	Il1b/Col1a1/Timp1/Mmp3/Ptafr/Ifi207/Myd88/Mmp9/Sfrp2/Ifi209/N4bp1	11	up
GO:0104004	GO:0104004	cellular response to environmental stimulus	11/303	398/28928	0.027638191	2.638671907	3.386748312	0.00339366	0.012076402	0.00659708	Il1b/Col1a1/Timp1/Mmp3/Ptafr/Ifi207/Myd88/Mmp9/Sfrp2/Ifi209/N4bp1	11	up
GO:0046545	GO:0046545	development of primary female sexual characteristics	6/303	138/28928	0.043478261	4.150954226	3.817341989	0.003406267	0.012093954	0.006606668	Mmp14/Cebpb/Myh9/Serpine1/Arrb2/Runx1	6	up
GO:0070169	GO:0070169	positive regulation of biomineral tissue development	4/303	59/28928	0.06779661	6.472674386	4.329223519	0.003415898	0.012117122	0.006619324	Cebpb/Csf1r/Isg15/Slc8a1	4	up
GO:1903035	GO:1903035	negative regulation of response to wounding	5/303	96/28928	0.052083333	4.97249725	4.011087181	0.003430539	0.012158003	0.006641657	Serpine1/Thbs1/Ptpn6/Pros1/Plat	5	up
GO:0072594	GO:0072594	establishment of protein localization to organelle	12/303	459/28928	0.026143791	2.495998619	3.323928657	0.003533127	0.012510219	0.006834064	Laptm5/Cfl1/Cd68/Nfkbia/Bcl3/Hcls1/Il10ra/Syk/Cbl/Mmp12/Rab8b/Spcs3	12	up
GO:0031099	GO:0031099	regeneration	8/303	236/28928	0.033898305	3.236337193	3.549058365	0.003588087	0.012693304	0.00693408	Grn/Lcp1/Cebpb/Serpine1/Ccl2/Adam17/Tnc/Hmox1	8	up
GO:0044060	GO:0044060	regulation of endocrine process	4/303	60/28928	0.066666667	6.36479648	4.27977357	0.003630185	0.012818988	0.007002738	Spp1/Runx1/Dab2/Rab8b	4	up
GO:0141084	GO:0141084	inflammasome-mediated signaling pathway	4/303	60/28928	0.066666667	6.36479648	4.27977357	0.003630185	0.012818988	0.007002738	Ifi207/Trem2/Myd88/Ifi209	4	up
GO:1901655	GO:1901655	cellular response to ketone	7/303	187/28928	0.037433155	3.573816205	3.632851631	0.003688694	0.013013818	0.00710917	Spp1/Msn/Ccl2/Acod1/Ass1/Tnc/P2ry6	7	up
GO:0002228	GO:0002228	natural killer cell mediated immunity	5/303	98/28928	0.051020408	4.871017714	3.949263757	0.003747697	0.013150643	0.007183914	Coro1a/Ptpn6/Arrb2/Fcgr4/Vav1	5	up
GO:0043123	GO:0043123	positive regulation of canonical NF-kappaB signal transduction	7/303	188/28928	0.037234043	3.554806544	3.615711971	0.003797885	0.013314777	0.007273577	Il1b/Clec4d/S100a4/Tgm2/Litaf/Myd88/Clec4n	7	up
GO:0001974	GO:0001974	blood vessel remodeling	4/303	61/28928	0.06557377	6.260455554	4.231435364	0.003853414	0.013461074	0.007353496	Ccr2/Tgm2/Itga4/Rbpj	4	up
GO:0038066	GO:0038066	p38MAPK cascade	4/303	61/28928	0.06557377	6.260455554	4.231435364	0.003853414	0.013461074	0.007353496	Il1b/Ccr2/Trem2/Spi1	4	up
GO:0043536	GO:0043536	positive regulation of blood vessel endothelial cell migration	4/303	61/28928	0.06557377	6.260455554	4.231435364	0.003853414	0.013461074	0.007353496	Thbs1/P2rx4/Adam17/Hmox1	4	up
GO:0045010	GO:0045010	actin nucleation	4/303	61/28928	0.06557377	6.260455554	4.231435364	0.003853414	0.013461074	0.007353496	Arpc1b/Coro1a/Actr3/Gmfg	4	up
GO:0071478	GO:0071478	cellular response to radiation	7/303	189/28928	0.037037037	3.535998044	3.598688488	0.003909514	0.013644834	0.00745388	Timp1/Mmp3/Ifi207/Mmp9/Sfrp2/Ifi209/N4bp1	7	up
GO:0045685	GO:0045685	regulation of glial cell differentiation	5/303	99/28928	0.050505051	4.821815515	3.918977695	0.003913911	0.013647971	0.007455594	Il1b/Csf1r/Actr3/Trem2/Tlr2	5	up
GO:0033209	GO:0033209	tumor necrosis factor-mediated signaling pathway	5/303	100/28928	0.05	4.77359736	3.889095136	0.004085332	0.014209112	0.007762133	Laptm5/Nfkbia/Adam17/Stat1/Syk	5	up
GO:0061005	GO:0061005	cell differentiation involved in kidney development	4/303	62/28928	0.064516129	6.159480464	4.184164764	0.004085757	0.014209112	0.007762133	Grem1/Iqgap1/Stat1/Mmp9	4	up
GO:0140353	GO:0140353	lipid export from cell	4/303	62/28928	0.064516129	6.159480464	4.184164764	0.004085757	0.014209112	0.007762133	Spp1/Il1b/Runx1/Dab2	4	up
GO:0099175	GO:0099175	regulation of postsynapse organization	7/303	191/28928	0.036649215	3.498971887	3.564984159	0.004140225	0.014347387	0.00783767	Cfl1/Marcks/Fcgr2b/Actr3/Iqgap1/Ptpn1/Wnt5a	7	up
GO:0014013	GO:0014013	regulation of gliogenesis	6/303	144/28928	0.041666667	3.9779978	3.685787645	0.004194859	0.014523815	0.007934049	Il1b/Csf1r/Actr3/Arrb2/Trem2/Tlr2	6	up
GO:0008406	GO:0008406	gonad development	9/303	296/28928	0.030405405	2.902863259	3.385539288	0.004217989	0.014590953	0.007970725	Mmp14/Cebpb/Myh9/Serpine1/Arrb2/Wnt5a/Runx1/Cbl/Sfrp2	9	up
GO:0034446	GO:0034446	substrate adhesion-dependent cell spreading	5/303	101/28928	0.04950495	4.72633402	3.859606318	0.00426205	0.01473031	0.008046853	Fn1/Prex1/Dab2/Srgap2/Itga4	5	up
GO:0007163	GO:0007163	establishment or maintenance of cell polarity	8/303	243/28928	0.032921811	3.143109373	3.451598803	0.004274975	0.014761904	0.008064112	Msn/Myh9/Cfl1/Actr3/Nckap1l/Wnt5a/Dock2/Dock8	8	up
GO:0071300	GO:0071300	cellular response to retinoic acid	4/303	63/28928	0.063492063	6.061710933	4.137920074	0.004327385	0.014916482	0.008148554	Col1a1/Ccl2/Abca1/Tnc	4	up
GO:1990090	GO:1990090	cellular response to nerve growth factor stimulus	4/303	63/28928	0.063492063	6.061710933	4.137920074	0.004327385	0.014916482	0.008148554	Coro1a/Ehd1/Ptpn1/Cbl	4	up
GO:0030177	GO:0030177	positive regulation of Wnt signaling pathway	6/303	145/28928	0.04137931	3.950563332	3.664554438	0.004338368	0.014941141	0.008162025	Col1a1/Wnt5a/Dab2/Tlr2/Rbpj/Sfrp2	6	up
GO:1903169	GO:1903169	regulation of calcium ion transmembrane transport	7/303	193/28928	0.03626943	3.462713111	3.531727122	0.004381103	0.015075014	0.008235157	Coro1a/Cyba/P2rx4/Ptpn6/Slc8a1/P2ry6/Cxcl10	7	up
GO:0030516	GO:0030516	regulation of axon extension	5/303	102/28928	0.049019608	4.679997412	3.830501814	0.004444154	0.015251616	0.008331631	Fn1/Ccr5/Actr3/Wnt5a/Tnfrsf12a	5	up
GO:0043954	GO:0043954	cellular component maintenance	5/303	102/28928	0.049019608	4.679997412	3.830501814	0.004444154	0.015251616	0.008331631	Grn/Csf1r/Cfl1/Fcgr2b/Trem2	5	up
GO:0051591	GO:0051591	response to cAMP	5/303	102/28928	0.049019608	4.679997412	3.830501814	0.004444154	0.015251616	0.008331631	Col1a1/Ptafr/Slc8a1/Stat1/Ass1	5	up
GO:0050773	GO:0050773	regulation of dendrite development	6/303	146/28928	0.04109589	3.923504679	3.643510296	0.004485469	0.015320635	0.008369335	Marcks/Actr3/Iqgap1/Ywhah/Prex1/Wnt5a	6	up
GO:0048754	GO:0048754	branching morphogenesis of an epithelial tube	7/303	194/28928	0.036082474	3.444864074	3.51526285	0.004505443	0.015320635	0.008369335	Ctsz/Grem1/Mmp14/Wnt5a/Tnc/Plxnd1/Sfrp2	7	up
GO:2001242	GO:2001242	regulation of intrinsic apoptotic signaling pathway	7/303	194/28928	0.036082474	3.444864074	3.51526285	0.004505443	0.015320635	0.008369335	Mcl1/S100a9/Fcgr2b/S100a8/Ptpn1/Trem2/Mmp9	7	up
GO:0033619	GO:0033619	membrane protein proteolysis	4/303	64/28928	0.0625	5.9669967	4.092661866	0.004578467	0.015548459	0.00849379	Il1b/Myh9/Timp1/Adam17	4	up
GO:0045137	GO:0045137	development of primary sexual characteristics	9/303	300/28928	0.03	2.864158416	3.339244377	0.004599594	0.015604876	0.008524609	Mmp14/Cebpb/Myh9/Serpine1/Arrb2/Wnt5a/Runx1/Cbl/Sfrp2	9	up
GO:0008286	GO:0008286	insulin receptor signaling pathway	6/303	147/28928	0.040816327	3.896814171	3.622652097	0.004636215	0.015604876	0.008524609	Ctsd/Il1b/Pid1/Marcks/Socs3/Ptpn1	6	up
GO:0045058	GO:0045058	T cell selection	4/303	65/28928	0.061538462	5.87519675	4.048352825	0.004839168	0.016138833	0.008816299	Lgals1/Ptprc/Dock2/Syk	4	up
GO:0046173	GO:0046173	polyol biosynthetic process	4/303	65/28928	0.061538462	5.87519675	4.048352825	0.004839168	0.016138833	0.008816299	Myh9/Plek/Ptafr/P2ry6	4	up
GO:0050850	GO:0050850	positive regulation of calcium-mediated signaling	4/303	65/28928	0.061538462	5.87519675	4.048352825	0.004839168	0.016138833	0.008816299	Ptprc/P2rx4/Trem2/Syk	4	up
GO:0050873	GO:0050873	brown fat cell differentiation	4/303	65/28928	0.061538462	5.87519675	4.048352825	0.004839168	0.016138833	0.008816299	Cebpb/Rgs2/Lrg1/Plac8	4	up
GO:1905953	GO:1905953	negative regulation of lipid localization	4/303	65/28928	0.061538462	5.87519675	4.048352825	0.004839168	0.016138833	0.008816299	Thbs1/Nfkbia/Apoc2/Trem2	4	up
GO:1990089	GO:1990089	response to nerve growth factor	4/303	65/28928	0.061538462	5.87519675	4.048352825	0.004839168	0.016138833	0.008816299	Coro1a/Ehd1/Ptpn1/Cbl	4	up
GO:0051592	GO:0051592	response to calcium ion	6/303	149/28928	0.040268456	3.844507941	3.581481395	0.004948852	0.016364763	0.008939719	Lgmn/Thbs1/Alox5ap/Iqgap1/Junb/Wnt5a	6	up
GO:0072089	GO:0072089	stem cell proliferation	6/303	149/28928	0.040268456	3.844507941	3.581481395	0.004948852	0.016364763	0.008939719	Ptprc/Wnt5a/Etv6/Dab2/Rbpj/Sfrp2	6	up
GO:0019233	GO:0019233	sensory perception of pain	5/303	105/28928	0.047619048	4.5462832	3.745404584	0.005023655	0.016589652	0.009062571	Fabp5/Ccl2/Ccr2/P2rx4/Arrb2	5	up
GO:0032412	GO:0032412	regulation of monoatomic ion transmembrane transporter activity	7/303	198/28928	0.035353535	3.37527086	3.450469457	0.005029615	0.016589652	0.009062571	Ctss/Ccl2/Ccr2/Ywhah/Trem2/P2ry6/Mmp9	7	up
GO:0071230	GO:0071230	cellular response to amino acid stimulus	7/303	198/28928	0.035353535	3.37527086	3.450469457	0.005029615	0.016589652	0.009062571	Col3a1/Cybb/Cebpb/Col1a1/Mmp3/Col5a2/Ass1	7	up
GO:0002931	GO:0002931	response to ischemia	4/303	66/28928	0.060606061	5.786178618	4.004957605	0.005109653	0.016782715	0.009168037	Csf1r/Ndnf/P2rx4/Trem2	4	up
GO:0032371	GO:0032371	regulation of sterol transport	4/303	66/28928	0.060606061	5.786178618	4.004957605	0.005109653	0.016782715	0.009168037	Abca1/Nfkbia/Apoc2/Trem2	4	up
GO:0032374	GO:0032374	regulation of cholesterol transport	4/303	66/28928	0.060606061	5.786178618	4.004957605	0.005109653	0.016782715	0.009168037	Abca1/Nfkbia/Apoc2/Trem2	4	up
GO:0043506	GO:0043506	regulation of JUN kinase activity	4/303	66/28928	0.060606061	5.786178618	4.004957605	0.005109653	0.016782715	0.009168037	Ptpn1/Wnt5a/Syk/Sfrp2	4	up
GO:0045620	GO:0045620	negative regulation of lymphocyte differentiation	4/303	66/28928	0.060606061	5.786178618	4.004957605	0.005109653	0.016782715	0.009168037	Lgals1/Pf4/Lilrb4a/Runx1	4	up
GO:0033077	GO:0033077	T cell differentiation in thymus	5/303	106/28928	0.047169811	4.503393736	3.717749203	0.005228178	0.01715757	0.009372813	Il1b/Ptprc/Mafb/Dock2/Adam17	5	up
GO:0048008	GO:0048008	platelet-derived growth factor receptor signaling pathway	4/303	67/28928	0.059701493	5.699817743	3.962442698	0.005390082	0.017614823	0.0096226	Iqgap1/Ptpn1/Cbl/Plat	4	up
GO:0046777	GO:0046777	protein autophosphorylation	7/303	201/28928	0.034825871	3.324893683	3.402955371	0.005451887	0.017801894	0.009724793	Grem1/Ptprc/Csf1r/Iqgap1/Hck/Syk/Fgr	7	up
GO:0043433	GO:0043433	negative regulation of DNA-binding transcription factor activity	6/303	153/28928	0.039215686	3.743997929	3.501241705	0.005620193	0.018161101	0.00992102	Acod1/Nfkbia/Arrb2/Bcl3/Cmklr1/Spi1	6	up
GO:0033344	GO:0033344	cholesterol efflux	4/303	68/28928	0.058823529	5.615996894	3.920776308	0.005680615	0.018213441	0.009949612	Abca1/Nfkbia/Apoc2/Trem2	4	up
GO:0045778	GO:0045778	positive regulation of ossification	4/303	68/28928	0.058823529	5.615996894	3.920776308	0.005680615	0.018213441	0.009949612	Csf1r/Isg15/Wnt5a/Slc8a1	4	up
GO:0060999	GO:0060999	positive regulation of dendritic spine development	4/303	68/28928	0.058823529	5.615996894	3.920776308	0.005680615	0.018213441	0.009949612	Grn/Cfl1/Marcks/Actr3	4	up
GO:0048144	GO:0048144	fibroblast proliferation	6/303	154/28928	0.038961039	3.719686254	3.481603509	0.005797934	0.018559107	0.010138442	Fn1/Col3a1/Serpine1/Wnt5a/Fosl2/Mmp9	6	up
GO:0031329	GO:0031329	regulation of cellular catabolic process	11/303	428/28928	0.025700935	2.453718269	3.117309817	0.005803413	0.018559107	0.010138442	Laptm5/Il1b/Mcl1/Ctsa/Timp1/Ptpn1/Apoc2/Il10ra/Trem2/Hmox1/Tlr2	11	up
GO:0030510	GO:0030510	regulation of BMP signaling pathway	5/303	109/28928	0.04587156	4.379447119	3.636802483	0.00587703	0.01872014	0.010226411	Grem1/Wnt5a/Vsir/Rbpj/Sfrp2	5	up
GO:0050848	GO:0050848	regulation of calcium-mediated signaling	5/303	109/28928	0.04587156	4.379447119	3.636802483	0.00587703	0.01872014	0.010226411	Ptprc/P2rx4/Cmklr1/Trem2/Syk	5	up
GO:0090288	GO:0090288	negative regulation of cellular response to growth factor stimulus	5/303	109/28928	0.04587156	4.379447119	3.636802483	0.00587703	0.01872014	0.010226411	Grem1/Thbs1/Ptpn1/Wnt5a/Sfrp2	5	up
GO:1905039	GO:1905039	carboxylic acid transmembrane transport	6/303	155/28928	0.038709677	3.695688279	3.462128721	0.005979744	0.019021558	0.01039107	Arg1/Thbs1/Slc7a11/Slc43a2/Rgs2/Slc16a3	6	up
GO:0060135	GO:0060135	maternal process involved in female pregnancy	4/303	69/28928	0.057971014	5.534605634	3.879928246	0.005981408	0.019021558	0.01039107	Ctsb/Ccl2/Junb/Rgs2	4	up
GO:0010631	GO:0010631	epithelial cell migration	5/303	110/28928	0.045454545	4.339633963	3.610468477	0.006105362	0.019384151	0.010589146	Coro1a/Serpine1/Wnt5a/Mmp9/Lrg1	5	up
GO:0046425	GO:0046425	regulation of receptor signaling pathway via JAK-STAT	5/303	110/28928	0.045454545	4.339633963	3.610468477	0.006105362	0.019384151	0.010589146	Ptprc/Socs3/Bcl3/Parp14/Il10ra	5	up
GO:0006690	GO:0006690	icosanoid metabolic process	6/303	156/28928	0.038461538	3.671997969	3.442814801	0.006165675	0.019559727	0.010685059	Fabp5/Il1b/Alox5ap/Ncf1/Syk/Tlr2	6	up
GO:0042176	GO:0042176	regulation of protein catabolic process	10/303	372/28928	0.02688172	2.566450193	3.128525062	0.006177387	0.019580963	0.01069666	Msn/Il1b/Ctsa/Timp1/Ier3/Wnt5a/Trem2/Dab2/Odc1/N4bp1	10	up
