	ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	type
GO:0005770	CC	GO:0005770	late endosome	21/361	306/28829	0.068627451	5.480500788	8.873032032	3.80E-10	1.26E-08	8.40E-09	B2m/Ctss/Ctsl/Cd74/H2-Ab1/Lgmn/Grn/H2-Aa/H2-Eb1/Ifitm3/Psap/Bst2/H2-DMb1/Parm1/Litaf/Cd68/Irgm1/Steap3/Slc9a9/Slc39a14/Slc29a3	21	up
GO:0030666	CC	GO:0030666	endocytic vesicle membrane	12/361	85/28829	0.141176471	11.27417305	10.6823085	7.18E-10	2.15E-08	1.43E-08	H2-K1/B2m/H2-D1/Mpeg1/Coro1a/Csf3r/H2-Q7/Tap1/Rab8b/Irgm1/Tlr2/Slc9a9	12	up
GO:0042611	CC	GO:0042611	MHC protein complex	9/361	41/28829	0.219512195	17.52996419	11.92725414	1.69E-09	4.59E-08	3.05E-08	H2-K1/B2m/H2-D1/Cd74/H2-Ab1/H2-Aa/H2-Eb1/H2-Q7/H2-DMb1	9	up
GO:0005774	CC	GO:0005774	vacuolar membrane	22/361	378/28829	0.058201058	4.647862346	8.039294769	3.16E-09	7.87E-08	5.23E-08	H2-K1/B2m/H2-D1/Mpeg1/Laptm5/H2-Ab1/Grn/H2-Aa/H2-Eb1/Ifitm3/Ifitm1/H2-Q7/H2-DMb1/Dtx3l/Litaf/Cd68/Irgm1/P2rx4/Acp2/Mfsd1/Slc39a14/Slc29a3	22	up
GO:0042613	CC	GO:0042613	MHC class II protein complex	6/361	13/28829	0.461538462	36.85787343	14.56202383	5.89E-09	1.36E-07	9.02E-08	B2m/Cd74/H2-Ab1/H2-Aa/H2-Eb1/H2-DMb1	6	up
GO:0005581	CC	GO:0005581	collagen trimer	10/361	83/28829	0.120481928	9.621533224	8.857623591	9.05E-08	1.93E-06	1.29E-06	Lox/C1qb/C1qa/C1qc/Col12a1/Col23a1/Msr1/Col3a1/Lum/Emilin2	10	up
GO:0043235	CC	GO:0043235	receptor complex	20/361	416/28829	0.048076923	3.839361815	6.568878608	3.69E-07	7.35E-06	4.89E-06	B2m/Il31ra/Cd74/Csf1r/Itga6/Itgam/Itgb2/Csf2rb/Cd44/Il4ra/Cd14/Lyn/Il13ra1/Sema4d/Tlr2/Syk/Ptpn6/Apbb1ip/Plxnc1/Jak2	20	up
GO:0042824	CC	GO:0042824	MHC class I peptide loading complex	5/361	15/28829	0.333333333	26.61957525	11.17630276	8.11E-07	1.52E-05	1.01E-05	H2-K1/B2m/H2-D1/H2-Q7/Tap1	5	up
GO:0031902	CC	GO:0031902	late endosome membrane	12/361	164/28829	0.073170732	5.843321397	7.004410967	1.18E-06	2.08E-05	1.38E-05	B2m/H2-Ab1/H2-Aa/H2-Eb1/Ifitm3/H2-DMb1/Litaf/Cd68/Irgm1/Slc9a9/Slc39a14/Slc29a3	12	up
GO:0005604	CC	GO:0005604	basement membrane	10/361	116/28829	0.086206897	6.88437291	7.151090524	2.11E-06	3.50E-05	2.33E-05	Tgfbi/Thbs2/Itga6/Timp1/Col23a1/Runx1/Tnc/Efna5/Smoc2/Frem3	10	up
GO:0030055	CC	GO:0030055	cell-substrate junction	13/361	214/28829	0.060747664	4.851231004	6.367837319	3.42E-06	5.39E-05	3.58E-05	Lcp1/Itga6/Msn/Ptprc/Itgb2/Cyba/Cfl1/Tln1/Hck/Map4k4/Apbb1ip/Actn1/Jak2	13	up
GO:0005769	CC	GO:0005769	early endosome	19/361	444/28829	0.042792793	3.417377904	5.780613902	4.00E-06	5.97E-05	3.98E-05	H2-K1/Ctss/H2-D1/H2-Ab1/Coro1a/Steap4/Ifitm3/Ifitm1/Kcnh1/H2-Q7/Dtx3l/Pmepa1/Parm1/Litaf/Vcam1/Pld4/Slc9a9/Slc39a14/Rin3	19	up
GO:0032587	CC	GO:0032587	ruffle membrane	9/361	102/28829	0.088235294	7.046358155	6.888603639	5.64E-06	8.03E-05	5.34E-05	Lcp1/Plek/Fgr/Aif1/Arhgap45/Cfl1/Tln1/Ptprj/Plekho1	9	up
GO:0098636	CC	GO:0098636	protein complex involved in cell adhesion	7/361	59/28829	0.118644068	9.474764073	7.337803386	8.88E-06	0.00011979	7.97E-05	Itga6/Itgam/Itgb2/Lgals1/Tnc/Lyn/Emilin2	7	up
GO:0005925	CC	GO:0005925	focal adhesion	12/361	200/28829	0.06	4.791523546	6.05909895	9.21E-06	0.00011979	7.97E-05	Lcp1/Msn/Ptprc/Itgb2/Cyba/Cfl1/Tln1/Hck/Map4k4/Apbb1ip/Actn1/Jak2	12	up
GO:0009898	CC	GO:0009898	cytoplasmic side of plasma membrane	11/361	170/28829	0.064705882	5.167329314	6.136689426	1.07E-05	0.000132235	8.80E-05	Gphn/Msn/Ptprc/Socs3/Rgs2/Lyn/Ncf1/Litaf/Hck/Gng2/Jak2	11	up
GO:0098562	CC	GO:0098562	cytoplasmic side of membrane	12/361	215/28829	0.055813953	4.457231205	5.729816939	1.90E-05	0.000218722	0.000145532	Gphn/Msn/Ptprc/Socs3/Cfp/Rgs2/Lyn/Ncf1/Litaf/Hck/Gng2/Jak2	12	up
GO:0098791	CC	GO:0098791	Golgi apparatus subcompartment	16/361	376/28829	0.042553191	3.398243649	5.2711524	2.47E-05	0.000273395	0.00018191	Lyz2/H2-K1/H2-D1/Ms4a6c/Tgfbi/Grn/Ms4a6d/Ms4a7/Iigp1/Ms4a6b/H2-Q7/Sulf1/Pld4/Mgat4a/Man2a1/Lpcat2	16	up
GO:0031901	CC	GO:0031901	early endosome membrane	11/361	191/28829	0.057591623	4.59919363	5.619956213	3.17E-05	0.000337999	0.000224896	H2-K1/H2-D1/Steap4/Ifitm3/Kcnh1/H2-Q7/Dtx3l/Pmepa1/Litaf/Slc9a9/Slc39a14	11	up
GO:0001726	CC	GO:0001726	ruffle	11/361	196/28829	0.056122449	4.481867262	5.507939976	4.01E-05	0.000399639	0.00026591	Lcp1/Plek/Fgr/Aif1/Arhgap45/Cfl1/Tln1/Ptprj/Plekho1/Actn1/Samsn1	11	up
GO:0098802	CC	GO:0098802	plasma membrane signaling receptor complex	11/361	196/28829	0.056122449	4.481867262	5.507939976	4.01E-05	0.000399639	0.00026591	B2m/Itga6/Itgam/Itgb2/Csf2rb/Lyn/Tlr2/Syk/Ptpn6/Apbb1ip/Jak2	11	up
GO:0005884	CC	GO:0005884	actin filament	9/361	134/28829	0.067164179	5.36364576	5.70139527	5.06E-05	0.000488158	0.000324809	Lcp1/Coro1a/Aif1/Hcls1/Inpp5d/Myo1f/Hck/Diaph2/Actn1	9	up
GO:0031256	CC	GO:0031256	leading edge membrane	11/361	205/28829	0.053658537	4.285102358	5.315486922	6.02E-05	0.000562861	0.000374514	Lcp1/Plek/Cd44/Fgr/Aif1/Kcnh1/Arhgap45/Cfl1/Tln1/Ptprj/Plekho1	11	up
GO:0044853	CC	GO:0044853	plasma membrane raft	9/361	144/28829	0.0625	4.99117036	5.406752176	8.84E-05	0.000801247	0.000533131	Ctsb/Itgam/Itgb2/Ptgs2/Trem2/Efna5/Lcp2/Hck/Jak2	9	up
GO:0005795	CC	GO:0005795	Golgi stack	9/361	147/28829	0.06122449	4.889309741	5.323642236	0.000103585	0.000910938	0.000606116	Lyz2/H2-K1/H2-D1/Iigp1/H2-Q7/Sulf1/Mgat4a/Man2a1/Lpcat2	9	up
GO:0030863	CC	GO:0030863	cortical cytoskeleton	8/361	122/28829	0.06557377	5.236637755	5.280678432	0.000155999	0.001331144	0.000885711	Coro1a/Hcls1/Inpp5d/Cfl1/Gmfg/Myo1f/Actn1/Ocm	8	up
GO:0030864	CC	GO:0030864	cortical actin cytoskeleton	7/361	92/28829	0.076086957	6.076207395	5.491549925	0.000160272	0.001331144	0.000885711	Coro1a/Hcls1/Cfl1/Gmfg/Myo1f/Actn1/Ocm	7	up
GO:0034358	CC	GO:0034358	plasma lipoprotein particle	5/361	42/28829	0.119047619	9.506991162	6.212763218	0.000174102	0.001369904	0.000911501	Clu/Saa3/Hp/Msr1/Pla2g7	5	up
GO:1990777	CC	GO:1990777	lipoprotein particle	5/361	42/28829	0.119047619	9.506991162	6.212763218	0.000174102	0.001369904	0.000911501	Clu/Saa3/Hp/Msr1/Pla2g7	5	up
GO:0098858	CC	GO:0098858	actin-based cell projection	12/361	274/28829	0.04379562	3.497462442	4.677518826	0.000194011	0.001487414	0.00098969	Lyz2/Ctsl/Lcp1/Coro1a/Itga6/Msn/Cd44/Cfl1/Myo1f/Vcam1/Cd302/Ocm	12	up
GO:0032994	CC	GO:0032994	protein-lipid complex	5/361	45/28829	0.111111111	8.873191751	5.952013283	0.00024249	0.001768399	0.00117665	Clu/Saa3/Hp/Msr1/Pla2g7	5	up
GO:0031965	CC	GO:0031965	nuclear membrane	13/361	326/28829	0.039877301	3.184550414	4.466917837	0.000265461	0.001889833	0.001257449	Cemip/Ptgs2/Alox5ap/Iigp1/Ifi27l2a/Kcnh1/Cd38/Tor1aip1/Gch1/Nav3/Shisa5/Cmtm3/Smox	13	up
GO:0031252	CC	GO:0031252	cell leading edge	16/361	484/28829	0.033057851	2.639957876	4.097316591	0.000448293	0.002978657	0.001981927	Vim/Lcp1/Coro1a/Plek/Cd44/Fgr/Aif1/Kcnh1/Arhgap45/Cfl1/Tln1/Ptprj/Plekho1/Apbb1ip/Actn1/Samsn1	16	up
GO:0001772	CC	GO:0001772	immunological synapse	5/361	52/28829	0.096153846	7.678723631	5.428186555	0.000480218	0.003121417	0.002076915	Coro1a/H2-Eb1/Cd53/Icam1/Ptprj	5	up
GO:0045178	CC	GO:0045178	basal part of cell	13/361	363/28829	0.035812672	2.859954366	4.015824806	0.00072979	0.004441056	0.002954972	Krt14/Itga6/Msn/Fxyd5/Abca1/Cd44/Arrb2/Cd38/Slc8a1/P2ry6/Prcp/Slc43a2/Slc39a14	13	up
GO:0005902	CC	GO:0005902	microvillus	7/361	121/28829	0.05785124	4.619926284	4.493381802	0.000848619	0.004698837	0.003126493	Lyz2/Ctsl/Msn/Cd44/Myo1f/Vcam1/Cd302	7	up
GO:0005771	CC	GO:0005771	multivesicular body	5/361	66/28829	0.075757576	6.049903467	4.625091537	0.001431824	0.007510797	0.004997503	Ctsl/Cd74/H2-Ab1/Bst2/Steap3	5	up
GO:0016323	CC	GO:0016323	basolateral plasma membrane	11/361	309/28829	0.035598706	2.84286726	3.667591122	0.001918663	0.009723392	0.00646971	Itga6/Msn/Fxyd5/Abca1/Cd44/Arrb2/Cd38/Slc8a1/P2ry6/Slc43a2/Slc39a14	11	up
GO:0031985	CC	GO:0031985	Golgi cisterna	6/361	113/28829	0.053097345	4.240286324	3.886359899	0.00304087	0.014432065	0.009602747	Lyz2/H2-K1/H2-D1/Iigp1/H2-Q7/Man2a1	6	up
GO:0019898	CC	GO:0019898	extrinsic component of membrane	8/361	193/28829	0.041450777	3.310206249	3.626232208	0.003115972	0.014557433	0.009686164	Gphn/C1qb/C1qa/C1qc/Pik3cd/Pik3r5/Gng2/Jak2	8	up
GO:0030175	CC	GO:0030175	filopodium	6/361	119/28829	0.050420168	4.026490375	3.725448469	0.003924857	0.017218656	0.011456877	Lcp1/Itga6/Msn/Cfl1/Vcam1/Cd302	6	up
GO:0009925	CC	GO:0009925	basal plasma membrane	11/361	341/28829	0.032258065	2.576087928	3.296924719	0.004065142	0.017218656	0.011456877	Itga6/Msn/Fxyd5/Abca1/Cd44/Arrb2/Cd38/Slc8a1/P2ry6/Slc43a2/Slc39a14	11	up
GO:0031253	CC	GO:0031253	cell projection membrane	12/361	396/28829	0.03030303	2.419961387	3.2040196	0.004521896	0.01877843	0.012494713	Lcp1/Msn/Plek/Cd44/Fgr/Aif1/Kcnh1/Arhgap45/Cfl1/Tln1/Ptprj/Plekho1	12	up
GO:0140534	CC	GO:0140534	endoplasmic reticulum protein-containing complex	6/361	127/28829	0.047244094	3.772853186	3.526590515	0.005382718	0.02174909	0.014471318	H2-K1/B2m/H2-D1/H2-Q7/Tap1/Trex1	6	up
GO:0019897	CC	GO:0019897	extrinsic component of plasma membrane	6/361	129/28829	0.046511628	3.714359338	3.479394131	0.00580188	0.023130162	0.01539025	Gphn/C1qb/C1qa/C1qc/Gng2/Jak2	6	up
GO:0005938	CC	GO:0005938	cell cortex	11/361	366/28829	0.030054645	2.400125638	3.035635293	0.006815424	0.026813314	0.017840931	Coro1a/Ctsz/Hcls1/Inpp5d/Cfl1/Gmfg/Tnfaip2/Myo1f/Cd302/Actn1/Ocm	11	up
GO:0005901	CC	GO:0005901	caveola	5/361	105/28829	0.047619048	3.802796465	3.240008359	0.0104336	0.036936096	0.024576385	Ctsb/Ptgs2/Efna5/Hck/Jak2	5	up
GO:0140375	MF	GO:0140375	immune receptor activity	22/355	141/28409	0.156028369	12.48622515	15.38071234	5.52E-18	3.49E-15	2.53E-15	Il31ra/Fcer1g/Cd74/Ccr2/Fcgr3/H2-Eb1/Csf3r/Pirb/Csf2rb/Ccr5/Fcgr2b/Fcgr1/Ifngr1/Cd44/Lilrb4a/C3ar1/Il4ra/Ccr1/Il13ra1/Il10ra/Cmklr1/Il1r2	22	up
GO:0050839	MF	GO:0050839	cell adhesion molecule binding	27/355	310/28409	0.087096774	6.969950023	11.88894232	3.31E-15	1.05E-12	7.58E-13	Il1b/Isg15/Tgfbi/Lcp1/Spp1/Itga6/Msn/Itgam/Fxyd5/Pirb/Itgb2/Thbs1/Mmp14/Col3a1/Lilrb4a/Tnc/Dab2/Lyn/Sirpa/Icam1/Vcam1/P2rx4/Tln1/Syk/Ptprj/Ptpn6/Actn1	27	up
GO:0005178	MF	GO:0005178	integrin binding	19/355	155/28409	0.122580645	9.809559291	12.37135221	9.82E-14	2.07E-11	1.50E-11	Il1b/Isg15/Lcp1/Spp1/Itga6/Itgam/Itgb2/Thbs1/Mmp14/Col3a1/Lilrb4a/Tnc/Dab2/Lyn/Icam1/Vcam1/Tln1/Syk/Actn1	19	up
GO:0019955	MF	GO:0019955	cytokine binding	17/355	146/28409	0.116438356	9.318020451	11.33507485	4.65E-12	7.35E-10	5.32E-10	Il31ra/Cd74/Ccr2/Csf1r/Csf3r/Thbs1/Ccr5/Bgn/Ifngr1/Tnfrsf1b/Cd44/Gbp2/Ccr1/Il13ra1/Il10ra/Nrros/Il1r2	17	up
GO:0005126	MF	GO:0005126	cytokine receptor binding	22/355	332/28409	0.06626506	5.302884779	8.871366419	2.68E-10	2.75E-08	1.99E-08	Il1b/Ccl6/Ccr2/Socs3/Ccl2/Pf4/Ccl9/Cxcl5/Cxcl10/Cd44/Cxcl14/Cd300lf/Ccl8/Stat1/Ccl7/Lyn/Efna5/Ecm1/Syk/Ptpn6/Ntf3/Jak2	22	up
GO:0004896	MF	GO:0004896	cytokine receptor activity	13/355	98/28409	0.132653061	10.61560793	10.72628396	3.01E-10	2.75E-08	1.99E-08	Il31ra/Cd74/Ccr2/Csf3r/Csf2rb/Ccr5/Ifngr1/Cd44/Il4ra/Ccr1/Il13ra1/Il10ra/Il1r2	13	up
GO:0042277	MF	GO:0042277	peptide binding	21/355	303/28409	0.069306931	5.546311533	8.949898195	3.04E-10	2.75E-08	1.99E-08	Clu/H2-K1/B2m/Ctsb/Ctsl/Cemip/H2-D1/Cd74/H2-Ab1/H2-Aa/H2-Eb1/Pirb/Itgb2/Fcgr2b/Msr1/H2-Q7/H2-DMb1/Tap1/Trem2/Tlr2/Itm2a	21	up
GO:0005539	MF	GO:0005539	glycosaminoglycan binding	18/355	250/28409	0.072	5.761825352	8.506912449	3.15E-09	2.50E-07	1.81E-07	Cemip/Thbs2/Ptprc/Itgam/Ccl2/Pf4/Thbs1/Bgn/Stab1/Cxcl10/Cd44/Col23a1/Ccl8/Ccl7/Trem2/Sulf1/Tlr2/Smoc2	18	up
GO:0008009	MF	GO:0008009	chemokine activity	9/355	49/28409	0.183673469	14.69853406	10.79583232	8.88E-09	5.69E-07	4.12E-07	Ccl6/Ccl2/Pf4/Ccl9/Cxcl5/Cxcl10/Cxcl14/Ccl8/Ccl7	9	up
GO:0023023	MF	GO:0023023	MHC protein complex binding	7/355	23/28409	0.304347826	24.35554195	12.60488471	9.26E-09	5.69E-07	4.12E-07	B2m/Cd74/H2-Ab1/H2-Aa/H2-Eb1/Pirb/H2-DMb1	7	up
GO:0023026	MF	GO:0023026	MHC class II protein complex binding	6/355	14/28409	0.428571429	34.29657948	14.01779848	1.01E-08	5.69E-07	4.12E-07	B2m/Cd74/H2-Ab1/H2-Aa/H2-Eb1/H2-DMb1	6	up
GO:0038024	MF	GO:0038024	cargo receptor activity	10/355	67/28409	0.149253731	11.9440824	10.08877924	1.08E-08	5.69E-07	4.12E-07	Itgam/Itgb2/Abca1/Stab1/Mrc1/Cd44/Msr1/Lgals3bp/Dab2/Prg4	10	up
GO:0042379	MF	GO:0042379	chemokine receptor binding	11/355	89/28409	0.123595506	9.890773857	9.449852993	1.52E-08	7.41E-07	5.36E-07	Ccl6/Ccr2/Ccl2/Pf4/Ccl9/Cxcl5/Cxcl10/Cxcl14/Ccl8/Stat1/Ccl7	11	up
GO:0045309	MF	GO:0045309	protein phosphorylated amino acid binding	9/355	64/28409	0.140625	11.25356514	9.237698019	1.01E-07	4.57E-06	3.30E-06	Socs3/Fgr/Vav1/Sirpa/Acp2/Syk/Hck/Ptpn6/Samsn1	9	up
GO:0001784	MF	GO:0001784	phosphotyrosine residue binding	8/355	48/28409	0.166666667	13.33755869	9.623347978	1.34E-07	5.66E-06	4.09E-06	Socs3/Fgr/Vav1/Acp2/Syk/Hck/Ptpn6/Samsn1	8	up
GO:0051219	MF	GO:0051219	phosphoprotein binding	11/355	111/28409	0.099099099	7.930440299	8.22965359	1.54E-07	6.11E-06	4.42E-06	Socs3/Cd44/Fgr/Vav1/Lyn/Sirpa/Acp2/Syk/Hck/Ptpn6/Samsn1	11	up
GO:0001540	MF	GO:0001540	amyloid-beta binding	9/355	70/28409	0.128571429	10.28897384	8.753094338	2.23E-07	8.31E-06	6.01E-06	Clu/Cd74/Pirb/Itgb2/Fcgr2b/Msr1/Trem2/Tlr2/Itm2a	9	up
GO:0001664	MF	GO:0001664	G protein-coupled receptor binding	18/355	338/28409	0.053254438	4.261705142	6.785958763	3.14E-07	1.07E-05	7.77E-06	Ccl6/Ccr2/Gpha2/Ccl2/Pf4/Psap/Ccl9/Cxcl5/Cxcl10/Fcgr1/Rtp4/C3/Cxcl14/Ccl8/Stat1/Ccl7/Arrb2/Jak2	18	up
GO:0005518	MF	GO:0005518	collagen binding	9/355	73/28409	0.123287671	9.866139302	8.532254841	3.23E-07	1.07E-05	7.77E-06	Ctss/Ctsb/Ctsl/Tgfbi/Mmp12/Lox/Srgn/Thbs1/Lum	9	up
GO:0042605	MF	GO:0042605	peptide antigen binding	9/355	79/28409	0.113924051	9.116812266	8.126674581	6.40E-07	2.03E-05	1.47E-05	H2-K1/B2m/H2-D1/H2-Ab1/H2-Aa/H2-Eb1/H2-Q7/H2-DMb1/Tap1	9	up
GO:0038187	MF	GO:0038187	pattern recognition receptor activity	8/355	63/28409	0.126984127	10.16194947	8.189349115	1.17E-06	3.53E-05	2.55E-05	Clec4d/Clec4a2/Cd14/Clec4a1/Ptafr/Clec4a3/Clec4n/Tlr2	8	up
GO:0003779	MF	GO:0003779	actin binding	20/355	451/28409	0.044345898	3.548796103	6.137724984	1.25E-06	3.59E-05	2.60E-05	Lcp1/Coro1a/Msn/Arpc1b/Fxyd5/Ccr5/Aif1/Gbp2/Hcls1/S100a4/Cfl1/Gmfg/Marcksl1/Myo1f/Tln1/Limd2/Diaph2/Actn1/Ppp1r18/Lsp1	20	up
GO:0050840	MF	GO:0050840	extracellular matrix binding	8/355	68/28409	0.117647059	9.414747307	7.814929417	2.11E-06	5.68E-05	4.11E-05	Ctss/Tgfbi/Spp1/Itga6/Thbs1/Bgn/Lgals1/Smoc2	8	up
GO:0005125	MF	GO:0005125	cytokine activity	14/355	239/28409	0.058577406	4.68767753	6.440143935	2.16E-06	5.68E-05	4.11E-05	Il1b/Ccl6/Spp1/Grn/Ccl2/Pf4/Ccl9/Timp1/Cxcl5/Cxcl10/Cxcl14/Ccl8/Ccl7/Cmtm3	14	up
GO:0061134	MF	GO:0061134	peptidase regulator activity	15/355	279/28409	0.053763441	4.302438286	6.235755176	2.71E-06	6.86E-05	4.96E-05	Ctss/Serpina3n/Ctsl/Lgmn/Ctsc/Wfdc2/Thbs1/Timp1/Bst2/Wfdc17/C3/Gbp2/Vsir/Gbp5/Slpi	15	up
GO:0005537	MF	GO:0005537	D-mannose binding	6/355	33/28409	0.181818182	14.55006402	8.761124243	3.04E-06	7.40E-05	5.35E-05	Clec4d/Mrc1/Clec4a2/Clec4a1/Clec4a3/Clec4n	6	up
GO:0030246	MF	GO:0030246	carbohydrate binding	15/355	293/28409	0.051194539	4.09686103	5.993988008	4.91E-06	0.000111109	8.04E-05	Cemip/H2-Eb1/Clec4d/Cd93/Lgals1/Mrc1/Gusb/Clec4a2/Clec4a1/Clec4a3/Clec2d/Clec4n/Cd302/Prg4/Man2a1	15	up
GO:0044389	MF	GO:0044389	ubiquitin-like protein ligase binding	16/355	350/28409	0.045714286	3.658301811	5.629104675	9.97E-06	0.000217641	0.000157435	Clu/Isg15/Laptm5/Cebpb/Ifi204/Tnfrsf1b/Dtx3l/Stat1/Arrb2/Lyn/Dio2/Ifi211/Jun/Syk/Nek6/Stat2	16	up
GO:0005201	MF	GO:0005201	extracellular matrix structural constituent	10/355	142/28409	0.070422535	5.635588177	6.229400726	1.26E-05	0.000257895	0.000186554	Tgfbi/Thbs1/Bgn/Col12a1/Col23a1/Col3a1/Tnc/Lum/Emilin2/Ecm1	10	up
GO:0042056	MF	GO:0042056	chemoattractant activity	6/355	43/28409	0.139534884	11.1663282	7.504753195	1.51E-05	0.000298001	0.000215566	Saa3/Ccl6/Ccl9/Cxcl10/S100a4/Ntf3	6	up
GO:0048020	MF	GO:0048020	CCR chemokine receptor binding	7/355	65/28409	0.107692308	8.618114843	6.916887846	1.68E-05	0.000303508	0.000219549	Ccl6/Ccr2/Ccl2/Ccl9/Ccl8/Stat1/Ccl7	7	up
GO:0008201	MF	GO:0008201	heparin binding	11/355	179/28409	0.061452514	4.917759068	5.914879627	1.70E-05	0.000303508	0.000219549	Thbs2/Ptprc/Itgam/Ccl2/Pf4/Thbs1/Cxcl10/Col23a1/Ccl8/Ccl7/Smoc2	11	up
GO:0019838	MF	GO:0019838	growth factor binding	10/355	147/28409	0.068027211	5.443901504	6.076573506	1.71E-05	0.000303508	0.000219549	Csf1r/Itga6/Thbs1/Igfbp4/Col3a1/Il10ra/Nrros/Htra1/Ntf3/Il1r2	10	up
GO:0043394	MF	GO:0043394	proteoglycan binding	6/355	44/28409	0.136363636	10.91254802	7.402141079	1.73E-05	0.000303508	0.000219549	Ctss/Ctsb/Ctsl/Ptprc/Itgam/Tnc	6	up
GO:0004175	MF	GO:0004175	endopeptidase activity	18/355	452/28409	0.039823009	3.186850305	5.272057032	1.83E-05	0.000312473	0.000226035	Mmp3/Ctss/Ctsb/Ctsl/Lgmn/Mmp12/Psmb8/Cfb/Ctsc/Hp/Mmp14/Ctsz/C1s1/Masp1/Psmb10/C1ra/Psmb9/Htra1	18	up
GO:0061135	MF	GO:0061135	endopeptidase regulator activity	12/355	224/28409	0.053571429	4.287072435	5.555988956	2.79E-05	0.000464545	0.000336039	Serpina3n/Lgmn/Wfdc2/Thbs1/Timp1/Bst2/Wfdc17/C3/Gbp2/Vsir/Gbp5/Slpi	12	up
GO:0030695	MF	GO:0030695	GTPase regulator activity	17/355	433/28409	0.03926097	3.141872947	5.052216511	3.72E-05	0.000570374	0.000412593	Cyth4/Arhgap30/Gbp2/Dock2/Vav1/Rgs2/Arhgap45/Sirpa/Nckap1l/Jun/Arhgap15/Gbp5/Prex1/Dock10/Fam13b/Rin3/Tbc1d9	17	up
GO:0060589	MF	GO:0060589	nucleoside-triphosphatase regulator activity	17/355	433/28409	0.03926097	3.141872947	5.052216511	3.72E-05	0.000570374	0.000412593	Cyth4/Arhgap30/Gbp2/Dock2/Vav1/Rgs2/Arhgap45/Sirpa/Nckap1l/Jun/Arhgap15/Gbp5/Prex1/Dock10/Fam13b/Rin3/Tbc1d9	17	up
GO:0071813	MF	GO:0071813	lipoprotein particle binding	5/355	31/28409	0.161290323	12.90731486	7.461753571	3.85E-05	0.000570374	0.000412593	Thbs1/Abca1/Stab1/Msr1/Trem2	5	up
GO:0071814	MF	GO:0071814	protein-lipid complex binding	5/355	31/28409	0.161290323	12.90731486	7.461753571	3.85E-05	0.000570374	0.000412593	Thbs1/Abca1/Stab1/Msr1/Trem2	5	up
GO:0033218	MF	GO:0033218	amide binding	12/355	236/28409	0.050847458	4.069085701	5.325808905	4.64E-05	0.000667159	0.000482605	Clu/Cd74/Pirb/Itgb2/Psap/Fcgr2b/Msr1/Cd300lf/Trem2/Tlr2/Cmklr1/Itm2a	12	up
GO:0042608	MF	GO:0042608	T cell receptor binding	5/355	35/28409	0.142857143	11.43219316	6.946826775	7.07E-05	0.000931835	0.000674064	H2-K1/H2-D1/H2-Eb1/H2-Q7/Dock2	5	up
GO:0001968	MF	GO:0001968	fibronectin binding	5/355	36/28409	0.138888889	11.11463224	6.831024263	8.12E-05	0.001049251	0.000759	Ctss/Ctsl/Thbs1/Lilrb4a/Tnc	5	up
GO:0042287	MF	GO:0042287	MHC protein binding	6/355	61/28409	0.098360656	7.871346109	6.043418084	0.000113599	0.00143816	0.001040325	H2-K1/H2-D1/Cd74/Pirb/H2-Q7/Tap1	6	up
GO:0051015	MF	GO:0051015	actin filament binding	11/355	222/28409	0.04954955	3.96522015	4.989374602	0.00012011	0.001490779	0.001078389	Lcp1/Coro1a/Arpc1b/Aif1/Hcls1/Cfl1/Marcksl1/Myo1f/Tln1/Limd2/Actn1	11	up
GO:0048029	MF	GO:0048029	monosaccharide binding	7/355	91/28409	0.076923077	6.155796316	5.541435329	0.000147669	0.001797584	0.001300323	Clec4d/Lgals1/Mrc1/Clec4a2/Clec4a1/Clec4a3/Clec4n	7	up
GO:0042288	MF	GO:0042288	MHC class I protein binding	5/355	42/28409	0.119047619	9.526827632	6.22074694	0.000172367	0.002058653	0.001489173	H2-K1/H2-D1/Pirb/H2-Q7/Tap1	5	up
GO:0003823	MF	GO:0003823	antigen binding	11/355	234/28409	0.047008547	3.761875527	4.772183974	0.000190263	0.002222005	0.001607337	H2-K1/B2m/H2-D1/H2-Ab1/H2-Aa/H2-Eb1/Psap/H2-Q7/H2-DMb1/Tap1/Sirpa	11	up
GO:0046703	MF	GO:0046703	natural killer cell lectin-like receptor binding	5/355	43/28409	0.11627907	9.305273501	6.130928159	0.000193065	0.002222005	0.001607337	H2-K1/H2-D1/H2-Q7/Clec2d/Ptpn6	5	up
GO:0004715	MF	GO:0004715	non-membrane spanning protein tyrosine kinase activity	5/355	44/28409	0.113636364	9.093790013	6.043993476	0.000215604	0.002344499	0.001695946	Fgr/Lyn/Syk/Hck/Jak2	5	up
GO:0005096	MF	GO:0005096	GTPase activator activity	11/355	238/28409	0.046218487	3.698650728	4.70295839	0.000220278	0.002344499	0.001695946	Arhgap30/Dock2/Rgs2/Arhgap45/Nckap1l/Jun/Arhgap15/Prex1/Fam13b/Rin3/Tbc1d9	11	up
GO:0017124	MF	GO:0017124	SH3 domain binding	8/355	129/28409	0.062015504	4.962812534	5.074529603	0.000225615	0.002344499	0.001695946	Cyba/Hcls1/Inpp5d/Lyn/Ncf1/Sirpa/Ptpn6/Errfi1	8	up
