	ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	type
GO:0071248	BP	GO:0071248	cellular response to metal ion	8/364	203/28928	0.039408867	3.131922265	3.440980749	0.004350436	0.015782976	0.009444226	B2m/Cybb/Lgmn/Ptgs2/Alox5ap/Kcnh1/Jun/P2rx4	8	up
GO:0032414	BP	GO:0032414	positive regulation of ion transmembrane transporter activity	5/364	85/28928	0.058823529	4.674854557	3.830207308	0.00442437	0.016036287	0.009595802	Ctss/Ccr2/Ccl2/Trem2/P2ry6	5	up
GO:0046474	BP	GO:0046474	glycerophospholipid biosynthetic process	7/364	162/28928	0.043209877	3.433998101	3.506960559	0.004558669	0.0164924	0.009868732	Fabp5/Pik3cd/Pgs1/Pip4k2a/Cwh43/Inpp1/Lpcat2	7	up
GO:0051258	BP	GO:0051258	protein polymerization	10/364	297/28928	0.033670034	2.675842676	3.2770728	0.004642532	0.016699054	0.009992389	Coro1a/Aif1/Hcls1/Cfl1/Nckap1l/Icam1/Nav3/Tlr2/Prex1/Diaph2	10	up
GO:0034103	BP	GO:0034103	regulation of tissue remodeling	5/364	86/28928	0.058139535	4.620495783	3.795748795	0.004650044	0.016699054	0.009992389	Spp1/Csf1r/Inpp5d/Cd38/Syk	5	up
GO:0070373	BP	GO:0070373	negative regulation of ERK1 and ERK2 cascade	5/364	86/28928	0.058139535	4.620495783	3.795748795	0.004650044	0.016699054	0.009992389	Ptprc/Dab2/Lyn/Sirpa/Errfi1	5	up
GO:1903510	BP	GO:1903510	mucopolysaccharide metabolic process	5/364	86/28928	0.058139535	4.620495783	3.795748795	0.004650044	0.016699054	0.009992389	Il1b/Cemip/Cd44/Gusb/Hexa	5	up
GO:0006195	BP	GO:0006195	purine nucleotide catabolic process	7/364	163/28928	0.042944785	3.412930628	3.487380433	0.004713154	0.016894577	0.010109387	Samhd1/Xdh/Pde7b/Ncf1/Ncf2/Pfkfb3/Trex1	7	up
GO:1904064	BP	GO:1904064	positive regulation of cation transmembrane transport	7/364	163/28928	0.042944785	3.412930628	3.487380433	0.004713154	0.016894577	0.010109387	Ctss/Cemip/Fxyd5/Cxcl10/Trem2/P2ry6/P2rx4	7	up
GO:0062197	BP	GO:0062197	cellular response to chemical stress	11/364	347/28928	0.031700288	2.519302024	3.214126912	0.004794719	0.017155416	0.010265468	Mmp3/Sod3/Psap/Ptgs2/Aif1/Cfl1/Sirpa/Jun/Gch1/Slc8a1/Trex1	11	up
GO:0106027	BP	GO:0106027	neuron projection organization	6/364	124/28928	0.048387097	3.845444878	3.584491012	0.004909295	0.017549267	0.010501141	Lgmn/Fcgr2b/Cfl1/Trem2/Dock10/Diaph2	6	up
GO:1900180	BP	GO:1900180	regulation of protein localization to nucleus	7/364	165/28928	0.042424242	3.371561772	3.448674454	0.005033926	0.017978306	0.010757869	Apod/Ptgs2/Lilrb4a/Hcls1/Dtx3l/Cwh43/Jak2	7	up
GO:0098754	BP	GO:0098754	detoxification	6/364	125/28928	0.048	3.814681319	3.560067664	0.005103552	0.018125337	0.010845849	Sod3/S100a8/Hp/Ptgs2/S100a9/Gch1	6	up
GO:0045661	BP	GO:0045661	regulation of myoblast differentiation	5/364	88/28928	0.056818182	4.515484515	3.72839378	0.005125732	0.018125337	0.010845849	Ccl9/Cxcl10/Btg1/Cxcl14/Ccl8	5	up
GO:0043588	BP	GO:0043588	skin development	11/364	351/28928	0.031339031	2.490592029	3.171735132	0.0052151	0.018422906	0.011023909	Krt14/Krt16/Ctsl/Itga6/Ugcg/Psap/Ptgs2/Col3a1/Runx1/Mafb/Errfi1	11	up
GO:0032271	BP	GO:0032271	regulation of protein polymerization	8/364	211/28928	0.037914692	3.013176397	3.313190451	0.005469815	0.019270349	0.011531003	Coro1a/Hcls1/Cfl1/Nckap1l/Icam1/Nav3/Tlr2/Prex1	8	up
GO:2001234	BP	GO:2001234	negative regulation of apoptotic signaling pathway	9/364	257/28928	0.035019455	2.78308462	3.241230916	0.005518107	0.019422938	0.011622309	Clu/Il1b/Cd74/Itga6/Ptgs2/Cd44/Dab2/Arrb2/Icam1	9	up
GO:0045471	BP	GO:0045471	response to ethanol	7/364	168/28928	0.041666667	3.311355311	3.391718417	0.005545507	0.019501782	0.011669488	Cybb/Ccl2/Cd14/Ccl7/Tnc/Rgs2/Apobec1	7	up
GO:0032411	BP	GO:0032411	positive regulation of transporter activity	5/364	90/28928	0.055555556	4.415140415	3.663027069	0.005634883	0.019708784	0.011793353	Ctss/Ccr2/Ccl2/Trem2/P2ry6	5	up
GO:0045445	BP	GO:0045445	myoblast differentiation	6/364	128/28928	0.046875	3.725274725	3.48828457	0.005720164	0.019862218	0.011885165	Ccl9/Lgals1/Cxcl10/Btg1/Cxcl14/Ccl8	6	up
GO:0007034	BP	GO:0007034	vacuolar transport	7/364	169/28928	0.041420118	3.291761493	3.373018765	0.005724393	0.019862218	0.011885165	Clu/Laptm5/Grn/Psap/Dtx3l/Irgm1/Mfsd1	7	up
GO:0030216	BP	GO:0030216	keratinocyte differentiation	7/364	169/28928	0.041420118	3.291761493	3.373018765	0.005724393	0.019862218	0.011885165	Krt14/Krt16/Ugcg/Psap/Ptgs2/Mafb/Errfi1	7	up
GO:0050680	BP	GO:0050680	negative regulation of epithelial cell proliferation	7/364	170/28928	0.041176471	3.27239819	3.354458576	0.005907562	0.020443203	0.012232815	B2m/Ctsl/Thbs1/Xdh/Stat1/Dab2/Sulf1	7	up
GO:0045017	BP	GO:0045017	glycerolipid biosynthetic process	8/364	215/28928	0.037209302	2.957117301	3.251544321	0.006105891	0.021110794	0.012632289	Fabp5/C3/Pik3cd/Pgs1/Pip4k2a/Cwh43/Inpp1/Lpcat2	8	up
GO:0070588	BP	GO:0070588	calcium ion transmembrane transport	11/364	361/28928	0.030470914	2.42160056	3.068257093	0.0063942	0.021971259	0.013147174	Cemip/Coro1a/Ptprc/Ccr5/Cyba/Cxcl10/Lyn/Slc8a1/P2ry6/P2rx4/Ptpn6	11	up
GO:0051091	BP	GO:0051091	positive regulation of DNA-binding transcription factor activity	8/364	218/28928	0.036697248	2.916423027	3.206239118	0.006618685	0.022638861	0.013546655	Clu/Camk1d/Il1b/Fcgr2b/Sp100/Cd84/Tlr2/Adgrf1	8	up
GO:0046434	BP	GO:0046434	organophosphate catabolic process	9/364	265/28928	0.033962264	2.699066971	3.136645875	0.006698477	0.022795864	0.013640602	Samhd1/Xdh/Plbd1/Pde7b/Ncf1/Ncf2/Pla2g7/Pfkfb3/Trex1	9	up
GO:0007041	BP	GO:0007041	lysosomal transport	6/364	133/28928	0.045112782	3.585226803	3.373329828	0.006866179	0.023224716	0.013897219	Clu/Laptm5/Grn/Psap/Dtx3l/Mfsd1	6	up
GO:1901890	BP	GO:1901890	positive regulation of cell junction assembly	6/364	133/28928	0.045112782	3.585226803	3.373329828	0.006866179	0.023224716	0.013897219	Thbs2/Cfl1/Efna5/Sema4d/Map4k4/Ptprj	6	up
GO:0071897	BP	GO:0071897	DNA biosynthetic process	7/364	175/28928	0.04	3.178901099	3.263682009	0.006889806	0.023253267	0.013914303	Lox/C3ar1/Arrb2/Gch1/Trex1/Smoc2/Lig1	7	up
GO:0051146	BP	GO:0051146	striated muscle cell differentiation	11/364	365/28928	0.030136986	2.395062472	3.027826988	0.006920587	0.023267492	0.013922815	Csf1r/Mmp14/Cxcl10/Cd53/Il4ra/Ccl8/Dock2/Arrb2/Rgs2/Slc8a1/Plekho1	11	up
GO:0043087	BP	GO:0043087	regulation of GTPase activity	8/364	220/28928	0.036363636	2.88991009	3.176463671	0.006978233	0.023420919	0.014014623	Itga6/Vav1/Efna5/Sema4d/Prex1/Dock10/Map4k4/Ntf3	8	up
GO:0051048	BP	GO:0051048	negative regulation of secretion	8/364	220/28928	0.036363636	2.88991009	3.176463671	0.006978233	0.023420919	0.014014623	Il1b/Cd74/Ccr2/Tnfrsf1b/Rsad2/Nckap1l/Cd84/Map4k4	8	up
GO:0002090	BP	GO:0002090	regulation of receptor internalization	5/364	95/28928	0.052631579	4.182764604	3.507634101	0.007062017	0.023661398	0.014158521	Dab2/Arrb2/Syk/Ntf3/Rin3	5	up
GO:1903509	BP	GO:1903509	liposaccharide metabolic process	5/364	95/28928	0.052631579	4.182764604	3.507634101	0.007062017	0.023661398	0.014158521	Ugcg/Psap/Hexa/Aoah/Cwh43	5	up
GO:0031346	BP	GO:0031346	positive regulation of cell projection organization	13/364	471/28928	0.027600849	2.193509251	2.94804809	0.007142032	0.023908948	0.01430665	Camk1d/Itga6/Grn/Zeb2/Cxcl5/S100a9/Rgs2/Lyn/Cfl1/Efna5/Rab8b/Sema4d/Plxnc1	13	up
GO:1903034	BP	GO:1903034	regulation of response to wounding	7/364	177/28928	0.039548023	3.142981312	3.228281647	0.007314848	0.024445509	0.014627717	Grn/Ccl2/Thbs1/S100a9/Emilin2/Ptpn6/Smoc2	7	up
GO:2001236	BP	GO:2001236	regulation of extrinsic apoptotic signaling pathway	7/364	177/28928	0.039548023	3.142981312	3.228281647	0.007314848	0.024445509	0.014627717	Il1b/Itga6/Ptprc/Thbs1/Dab2/Sp100/Icam1	7	up
GO:0009314	BP	GO:0009314	response to radiation	13/364	474/28928	0.02742616	2.179626281	2.923175057	0.007511407	0.025016642	0.014969473	Mmp3/Krt14/Ptprc/Ccl2/Timp1/Ifi207/Col3a1/Bcl3/Ccl7/Mndal/Trex1/Apobec1/Ifi203	13	up
GO:0007584	BP	GO:0007584	response to nutrient	7/364	179/28928	0.039106145	3.107864203	3.19338036	0.007759002	0.025797192	0.015436538	Cybb/Spp1/Ccl2/Ptgs2/Abca1/Tnc/Rbp1	7	up
GO:0033157	BP	GO:0033157	regulation of intracellular protein transport	7/364	179/28928	0.039106145	3.107864203	3.19338036	0.007759002	0.025797192	0.015436538	Apod/Lcp1/Ptgs2/Hcls1/Sp100/Cwh43/Jak2	7	up
GO:0009166	BP	GO:0009166	nucleotide catabolic process	7/364	181/28928	0.038674033	3.073523162	3.158964834	0.008222761	0.026768588	0.016017803	Samhd1/Xdh/Pde7b/Ncf1/Ncf2/Pfkfb3/Trex1	7	up
GO:0015695	BP	GO:0015695	organic cation transport	6/364	139/28928	0.043165468	3.430468812	3.242478016	0.008450698	0.02746477	0.016434384	Arg1/Ly6e/Rgs2/Slc43a2/Slc29a3/Pou2f2	6	up
GO:0046822	BP	GO:0046822	regulation of nucleocytoplasmic transport	6/364	139/28928	0.043165468	3.430468812	3.242478016	0.008450698	0.02746477	0.016434384	Apod/Ptgs2/Hcls1/Sp100/Cwh43/Jak2	6	up
GO:0072523	BP	GO:0072523	purine-containing compound catabolic process	7/364	182/28928	0.038461538	3.056635672	3.141935209	0.008462148	0.02747908	0.016442948	Samhd1/Xdh/Pde7b/Ncf1/Ncf2/Pfkfb3/Trex1	7	up
GO:0031329	BP	GO:0031329	regulation of cellular catabolic process	12/364	428/28928	0.028037383	2.228201705	2.88976168	0.008497308	0.027570301	0.016497532	Il1b/Laptm5/Timp1/Iigp1/Tnfrsf1b/Ctsa/Dtx3l/Trem2/Irgm1/Il10ra/Pip4k2a/Tlr2	12	up
GO:0033209	BP	GO:0033209	tumor necrosis factor-mediated signaling pathway	5/364	100/28928	0.05	3.973626374	3.362575317	0.008724094	0.028188869	0.016867671	Laptm5/Tnfrsf1b/Stat1/Syk/Jak2	5	up
GO:0042157	BP	GO:0042157	lipoprotein metabolic process	5/364	100/28928	0.05	3.973626374	3.362575317	0.008724094	0.028188869	0.016867671	Apod/Ugcg/Abca1/Irgm1/Apobec1	5	up
GO:0043583	BP	GO:0043583	ear development	9/364	277/28928	0.032490975	2.582139882	2.986811039	0.008821038	0.028478517	0.017040991	H2-K1/C1qb/Cebpd/Psap/Ifi204/Cxcl14/Mafb/Maf/Ocm	9	up
GO:0031960	BP	GO:0031960	response to corticosteroid	7/364	184/28928	0.038043478	3.023411371	3.108224456	0.008956242	0.028819589	0.017245082	Ctsl/Cybb/Ccl2/Pf4/Ptgs2/Ptafr/Jak2	7	up
GO:0051928	BP	GO:0051928	positive regulation of calcium ion transport	6/364	142/28928	0.042253521	3.357994119	3.17972167	0.009334261	0.029888029	0.017884416	Cemip/Cxcl10/Ccr1/Arrb2/P2ry6/P2rx4	6	up
GO:0046942	BP	GO:0046942	carboxylic acid transport	11/364	381/28928	0.028871391	2.29448242	2.871251828	0.009373165	0.029987977	0.017944223	Il1b/Fabp5/Arg1/Psap/Thbs1/Ptgs2/Rgs2/Lyn/Rbp1/Slc43a2/Syk	11	up
GO:0002791	BP	GO:0002791	regulation of peptide secretion	9/364	281/28928	0.03202847	2.545383442	2.938615183	0.009631157	0.030222736	0.018084698	Il1b/Cd74/S100a8/S100a9/Cd38/Efna5/Rab8b/Map4k4/Jak2	9	up
GO:0090087	BP	GO:0090087	regulation of peptide transport	9/364	281/28928	0.03202847	2.545383442	2.938615183	0.009631157	0.030222736	0.018084698	Il1b/Cd74/S100a8/S100a9/Cd38/Efna5/Rab8b/Map4k4/Jak2	9	up
GO:0015849	BP	GO:0015849	organic acid transport	11/364	383/28928	0.028720627	2.282500789	2.852232221	0.009721659	0.030477868	0.018237364	Il1b/Fabp5/Arg1/Psap/Thbs1/Ptgs2/Rgs2/Lyn/Rbp1/Slc43a2/Syk	11	up
GO:0042593	BP	GO:0042593	glucose homeostasis	10/364	332/28928	0.030120482	2.393750827	2.883330416	0.009825101	0.030777426	0.018416614	Fabp5/Ccl2/Trem2/Icam1/Efna5/Prcp/Vcam1/Map4k4/Ptprj/Slc39a14	10	up
GO:0009636	BP	GO:0009636	response to toxic substance	8/364	234/28928	0.034188034	2.717009486	2.976993961	0.009923058	0.031059329	0.018585299	Sod3/S100a8/Hp/Ptgs2/S100a9/Lyn/Gch1/Abtb2	8	up
GO:0033500	BP	GO:0033500	carbohydrate homeostasis	10/364	333/28928	0.03003003	2.386562387	2.872826238	0.010019982	0.031337555	0.018751784	Fabp5/Ccl2/Trem2/Icam1/Efna5/Prcp/Vcam1/Map4k4/Ptprj/Slc39a14	10	up
GO:0030203	BP	GO:0030203	glycosaminoglycan metabolic process	5/364	104/28928	0.048076923	3.82079459	3.253148471	0.010234731	0.031957928	0.019123003	Il1b/Cemip/Cd44/Gusb/Hexa	5	up
GO:0043500	BP	GO:0043500	muscle adaptation	6/364	145/28928	0.04137931	3.288518378	3.118625704	0.01028188	0.032079467	0.01919573	Cyba/Tnfrsf1b/Aif1/Rgs2/P2rx4/Errfi1	6	up
GO:0019233	BP	GO:0019233	sensory perception of pain	5/364	105/28928	0.047619048	3.78440607	3.22663996	0.010638653	0.033060357	0.019782675	Fabp5/Ccr2/Ccl2/Arrb2/P2rx4	5	up
GO:0009306	BP	GO:0009306	protein secretion	12/364	443/28928	0.027088036	2.152754695	2.760091808	0.010952671	0.034009091	0.020350379	Il1b/Psap/Abca1/Plek/Rsad2/Cd38/Trem2/Efna5/Tlr2/Steap3/Map4k4/Jak2	12	up
GO:0007264	BP	GO:0007264	small GTPase-mediated signal transduction	12/364	444/28928	0.027027027	2.147906148	2.751631394	0.011133988	0.034212061	0.020471833	Abca1/Cyth4/Col3a1/Aif1/Arhgap30/Dock2/Vav1/Arhgap45/Arhgap15/Sema4d/Dock10/Map4k4	12	up
GO:0043393	BP	GO:0043393	regulation of protein binding	7/364	192/28928	0.036458333	2.897435897	2.977813174	0.011145869	0.034212061	0.020471833	B2m/Lox/Dtx3l/Dab2/Plcl2/Slpi/Errfi1	7	up
GO:0071333	BP	GO:0071333	cellular response to glucose stimulus	7/364	192/28928	0.036458333	2.897435897	2.977813174	0.011145869	0.034212061	0.020471833	Ccl2/Trem2/Icam1/Efna5/Vcam1/Map4k4/Slc39a14	7	up
GO:0043200	BP	GO:0043200	response to amino acid	8/364	240/28928	0.033333333	2.649084249	2.895950977	0.011434181	0.03478417	0.020814171	Mmp3/Cybb/Cebpb/Ccl2/Ptgs2/Col3a1/Lyn/Cfl1	8	up
GO:0015844	BP	GO:0015844	monoamine transport	5/364	107/28928	0.046728972	3.713669508	3.174586743	0.011478925	0.03489307	0.020879335	Fcer1g/Fcgr3/Ly6e/Syk/Slc29a3	5	up
GO:0035592	BP	GO:0035592	establishment of protein localization to extracellular region	12/364	446/28928	0.02690583	2.138274282	2.734777444	0.011503566	0.034940737	0.020907858	Il1b/Psap/Abca1/Plek/Rsad2/Cd38/Trem2/Efna5/Tlr2/Steap3/Map4k4/Jak2	12	up
GO:0051592	BP	GO:0051592	response to calcium ion	6/364	149/28928	0.040268456	3.200236006	3.039606954	0.011649056	0.035355111	0.021155812	Lgmn/Thbs1/Alox5ap/Kcnh1/Jun/Apobec1	6	up
GO:0015718	BP	GO:0015718	monocarboxylic acid transport	7/364	194/28928	0.036082474	2.867565424	2.94626308	0.011749013	0.035630755	0.021320751	Il1b/Fabp5/Thbs1/Ptgs2/Lyn/Rbp1/Syk	7	up
GO:0019751	BP	GO:0019751	polyol metabolic process	5/364	108/28928	0.046296296	3.679283679	3.149027589	0.011915529	0.03605164	0.021572601	Plek/Ptafr/Gch1/P2ry6/Akr1b8	5	up
GO:0021675	BP	GO:0021675	nerve development	5/364	108/28928	0.046296296	3.679283679	3.149027589	0.011915529	0.03605164	0.021572601	Ctsl/Mafb/Sulf1/Vcam1/Ntf3	5	up
GO:0003158	BP	GO:0003158	endothelium development	6/364	150/28928	0.04	3.178901099	3.020269665	0.012009931	0.036309095	0.021726657	Il1b/Msn/Cxcl10/Btg1/Xdh/Icam1	6	up
GO:0030308	BP	GO:0030308	negative regulation of cell growth	7/364	195/28928	0.035897436	2.852859961	2.930638787	0.012059275	0.036345574	0.021748485	Ccr5/Bst2/Dab2/Rgs2/Cfl1/Mndal/Ptprj	7	up
GO:0071331	BP	GO:0071331	cellular response to hexose stimulus	7/364	195/28928	0.035897436	2.852859961	2.930638787	0.012059275	0.036345574	0.021748485	Ccl2/Trem2/Icam1/Efna5/Vcam1/Map4k4/Slc39a14	7	up
GO:0000041	BP	GO:0000041	transition metal ion transport	5/364	109/28928	0.04587156	3.645528783	3.123770821	0.012363278	0.037183433	0.022249844	B2m/Steap4/Ftl1/Steap3/Slc39a14	5	up
GO:0042770	BP	GO:0042770	signal transduction in response to DNA damage	7/364	196/28928	0.035714286	2.838304553	2.915113354	0.012375409	0.037183433	0.022249844	Cd74/Cd44/Bcl3/Dtx3l/Lyn/Sp100/Trex1	7	up
GO:0051056	BP	GO:0051056	regulation of small GTPase mediated signal transduction	8/364	244/28928	0.032786885	2.605656638	2.843286434	0.012531772	0.037624257	0.022513624	Abca1/Cyth4/Col3a1/Dock2/Arhgap45/Sema4d/Dock10/Map4k4	8	up
GO:0071214	BP	GO:0071214	cellular response to abiotic stimulus	11/364	398/28928	0.027638191	2.19647689	2.713237696	0.01266342	0.037961059	0.02271516	Mmp3/Il1b/Timp1/Ptgs2/Irf1/Ifi207/Ptafr/Mndal/Trex1/Map3k14/Ifi203	11	up
GO:0104004	BP	GO:0104004	cellular response to environmental stimulus	11/364	398/28928	0.027638191	2.19647689	2.713237696	0.01266342	0.037961059	0.02271516	Mmp3/Il1b/Timp1/Ptgs2/Irf1/Ifi207/Ptafr/Mndal/Trex1/Map3k14/Ifi203	11	up
GO:0071326	BP	GO:0071326	cellular response to monosaccharide stimulus	7/364	197/28928	0.035532995	2.823896915	2.899685576	0.012697474	0.03803391	0.022758752	Ccl2/Trem2/Icam1/Efna5/Vcam1/Map4k4/Slc39a14	7	up
GO:1903531	BP	GO:1903531	negative regulation of secretion by cell	7/364	198/28928	0.035353535	2.80963481	2.884354268	0.013025529	0.038368251	0.022958816	Il1b/Ccr2/Tnfrsf1b/Rsad2/Nckap1l/Cd84/Map4k4	7	up
GO:0042552	BP	GO:0042552	myelination	7/364	200/28928	0.035	2.781538462	2.853976429	0.013699841	0.04029365	0.024110937	Clu/Ctsc/Psap/Tnfrsf1b/Hexa/Tlr2/Ntf3	7	up
GO:0097061	BP	GO:0097061	dendritic spine organization	5/364	112/28928	0.044642857	3.547880691	3.049749217	0.013774604	0.040483012	0.024224248	Lgmn/Fcgr2b/Cfl1/Trem2/Dock10	5	up
GO:0062012	BP	GO:0062012	regulation of small molecule metabolic process	11/364	405/28928	0.027160494	2.158513092	2.650475133	0.014248162	0.041650993	0.024923145	Il1b/Fabp5/Cd74/Igfbp4/Ptgs2/Plek/Dab2/Ptafr/Trem2/P2ry6/Trex1	11	up
GO:0019217	BP	GO:0019217	regulation of fatty acid metabolic process	5/364	113/28928	0.044247788	3.516483516	3.025637382	0.014268135	0.041650993	0.024923145	Il1b/Fabp5/Cd74/Ptgs2/Trex1	5	up
GO:0033135	BP	GO:0033135	regulation of peptidyl-serine phosphorylation	5/364	113/28928	0.044247788	3.516483516	3.025637382	0.014268135	0.041650993	0.024923145	Ptgs2/Cd44/Arrb2/Irgm1/Ntf3	5	up
GO:0062013	BP	GO:0062013	positive regulation of small molecule metabolic process	7/364	202/28928	0.034653465	2.753998477	2.823970762	0.014398806	0.041969613	0.025113801	Il1b/Cd74/Ptgs2/Dab2/Ptafr/Trem2/P2ry6	7	up
GO:1901292	BP	GO:1901292	nucleoside phosphate catabolic process	7/364	202/28928	0.034653465	2.753998477	2.823970762	0.014398806	0.041969613	0.025113801	Samhd1/Xdh/Pde7b/Ncf1/Ncf2/Pfkfb3/Trex1	7	up
GO:0032386	BP	GO:0032386	regulation of intracellular transport	9/364	301/28928	0.029900332	2.376254974	2.709487226	0.014550275	0.042379442	0.025359035	Apod/Lcp1/Msn/Ptgs2/Hcls1/Dab2/Sp100/Cwh43/Jak2	9	up
GO:0007272	BP	GO:0007272	ensheathment of neurons	7/364	203/28928	0.034482759	2.740431982	2.809104742	0.014757676	0.042542066	0.025456346	Clu/Ctsc/Psap/Tnfrsf1b/Hexa/Tlr2/Ntf3	7	up
GO:0008366	BP	GO:0008366	axon ensheathment	7/364	203/28928	0.034482759	2.740431982	2.809104742	0.014757676	0.042542066	0.025456346	Clu/Ctsc/Psap/Tnfrsf1b/Hexa/Tlr2/Ntf3	7	up
GO:0008277	BP	GO:0008277	regulation of G protein-coupled receptor signaling pathway	6/364	157/28928	0.038216561	3.037166655	2.889294321	0.014759022	0.042542066	0.025456346	Plek/C3/Arrb2/Rgs2/Trem2/Slc39a14	6	up
GO:0045926	BP	GO:0045926	negative regulation of growth	8/364	253/28928	0.031620553	2.512965296	2.728540416	0.015281422	0.043655217	0.026122434	Lgmn/Ccr5/Bst2/Dab2/Rgs2/Cfl1/Mndal/Ptprj	8	up
GO:0043502	BP	GO:0043502	regulation of muscle adaptation	5/364	115/28928	0.043478261	3.455327281	2.978221176	0.01529052	0.043655217	0.026122434	Tnfrsf1b/Aif1/Rgs2/P2rx4/Errfi1	5	up
GO:0046879	BP	GO:0046879	hormone secretion	11/364	415/28928	0.026506024	2.106500728	2.562991541	0.016766324	0.046912391	0.028071463	Il1b/Spp1/Runx1/Dab2/Lyn/Cd38/Dio2/Efna5/Rab8b/Map4k4/Jak2	11	up
GO:0071774	BP	GO:0071774	response to fibroblast growth factor	5/364	118/28928	0.042372881	3.367479978	2.909032456	0.016914059	0.047016984	0.02813405	Thbs1/Cd44/Tnc/Sulf1/Smoc2	5	up
GO:0071322	BP	GO:0071322	cellular response to carbohydrate stimulus	7/364	209/28928	0.033492823	2.661759293	2.721757823	0.017045866	0.047315928	0.028312932	Ccl2/Trem2/Icam1/Efna5/Vcam1/Map4k4/Slc39a14	7	up
GO:0030324	BP	GO:0030324	lung development	8/364	259/28928	0.030888031	2.454749883	2.654757266	0.017342247	0.048104384	0.028784728	Mmp12/Lox/Mmp14/Ctsz/Col3a1/Tnc/Man2a1/Errfi1	8	up
GO:0022612	BP	GO:0022612	gland morphogenesis	6/364	163/28928	0.036809816	2.925369109	2.782713469	0.017440355	0.048342134	0.028926994	Cebpb/Msn/Ccl2/Cd44/Tnc/Sulf1	6	up
GO:0001678	BP	GO:0001678	intracellular glucose homeostasis	7/364	211/28928	0.033175355	2.636529347	2.693322559	0.017861334	0.049395393	0.029557243	Ccl2/Trem2/Icam1/Efna5/Vcam1/Map4k4/Slc39a14	7	up
GO:0006022	BP	GO:0006022	aminoglycan metabolic process	5/364	120/28928	0.041666667	3.311355311	2.864136148	0.01805763	0.049840593	0.029823643	Il1b/Cemip/Cd44/Gusb/Hexa	5	up
GO:0030139	CC	GO:0030139	endocytic vesicle	24/361	232/28829	0.103448276	8.261247493	12.50481795	2.70E-15	8.07E-13	5.37E-13	H2-K1/B2m/Ctss/Cemip/Vim/H2-D1/Cybb/Mpeg1/Coro1a/Csf3r/Ccl2/Abca1/H2-Q7/Unc93b1/Tap1/Arrb2/Rab8b/Irgm1/Ftl1/Tlr2/Pld4/Syk/Slc9a9/Rin3	24	up
GO:0062023	CC	GO:0062023	collagen-containing extracellular matrix	29/361	390/28829	0.074358974	5.938212941	11.05674606	2.02E-14	3.01E-12	2.01E-12	Clu/Ctsb/Ctsl/Tgfbi/Lox/Sod3/Thbs2/Itga6/Ctsc/Pf4/Thbs1/Timp1/Bgn/Col12a1/Lgals1/Ctsz/Col23a1/Col3a1/Runx1/Tnc/Lum/Emilin2/Efna5/Ecm1/F13a1/Prg4/Htra1/Smoc2/Frem3	29	up
GO:0045335	CC	GO:0045335	phagocytic vesicle	18/361	131/28829	0.13740458	10.97295468	12.88297182	6.16E-14	6.14E-12	4.09E-12	H2-K1/B2m/Ctss/Vim/H2-D1/Cybb/Mpeg1/Coro1a/Abca1/H2-Q7/Unc93b1/Tap1/Rab8b/Irgm1/Tlr2/Pld4/Syk/Slc9a9	18	up
GO:0045121	CC	GO:0045121	membrane raft	23/361	344/28829	0.066860465	5.339391548	9.11763762	9.16E-11	4.96E-09	3.30E-09	Ctsb/H2-D1/Fcer1g/Ptprc/Itgam/Stom/Itgb2/Ptgs2/Abca1/Tnfrsf1b/Cd44/Bst2/Cd14/Inpp5d/Lyn/Trem2/Icam1/Sulf1/Efna5/Lcp2/Tlr2/Hck/Jak2	23	up
GO:0098857	CC	GO:0098857	membrane microdomain	23/361	346/28829	0.066473988	5.308528013	9.079386093	1.03E-10	4.96E-09	3.30E-09	Ctsb/H2-D1/Fcer1g/Ptprc/Itgam/Stom/Itgb2/Ptgs2/Abca1/Tnfrsf1b/Cd44/Bst2/Cd14/Inpp5d/Lyn/Trem2/Icam1/Sulf1/Efna5/Lcp2/Tlr2/Hck/Jak2	23	up
GO:0005765	CC	GO:0005765	lysosomal membrane	22/361	317/28829	0.069400631	5.542245952	9.157328957	1.16E-10	4.96E-09	3.30E-09	H2-K1/B2m/H2-D1/Mpeg1/Laptm5/H2-Ab1/Grn/H2-Aa/H2-Eb1/Ifitm3/Ifitm1/H2-Q7/H2-DMb1/Dtx3l/Litaf/Cd68/Irgm1/P2rx4/Acp2/Mfsd1/Slc39a14/Slc29a3	22	up
GO:0098852	CC	GO:0098852	lytic vacuole membrane	22/361	317/28829	0.069400631	5.542245952	9.157328957	1.16E-10	4.96E-09	3.30E-09	H2-K1/B2m/H2-D1/Mpeg1/Laptm5/H2-Ab1/Grn/H2-Aa/H2-Eb1/Ifitm3/Ifitm1/H2-Q7/H2-DMb1/Dtx3l/Litaf/Cd68/Irgm1/P2rx4/Acp2/Mfsd1/Slc39a14/Slc29a3	22	up
GO:0030670	CC	GO:0030670	phagocytic vesicle membrane	11/361	62/28829	0.177419355	14.1684836	11.68871325	2.93E-10	1.10E-08	7.29E-09	H2-K1/B2m/H2-D1/Mpeg1/Coro1a/H2-Q7/Tap1/Rab8b/Irgm1/Tlr2/Slc9a9	11	up
