	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
Gm42418	1.05E-304	0.469318766	0.995	0.994	2.56E-300	RIR	Gm42418
Clu	1.93E-202	1.703119307	0.358	0.177	4.69E-198	RIR	Clu
Lypd2	5.27E-165	-1.391511694	0.318	0.463	1.29E-160	RIR	Lypd2
Lyz2	3.05E-161	2.292408663	0.222	0.088	7.44E-157	RIR	Lyz2
Dapl1	1.64E-152	-1.921070496	0.15	0.28	4.01E-148	RIR	Dapl1
H2-K1	1.05E-140	1.306566917	0.252	0.116	2.57E-136	RIR	H2-K1
Cmss1	4.32E-135	0.414200403	0.85	0.8	1.05E-130	RIR	Cmss1
Gsta4	1.31E-130	-0.769495391	0.516	0.636	3.20E-126	RIR	Gsta4
B2m	2.53E-128	1.49116959	0.212	0.09	6.17E-124	RIR	B2m
Mmp3	2.14E-114	2.412542002	0.134	0.042	5.22E-110	RIR	Mmp3
Tmsb4x	8.70E-112	-0.308793418	0.884	0.919	2.12E-107	RIR	Tmsb4x
Krt5	5.10E-102	-0.517554383	0.599	0.708	1.24E-97	RIR	Krt5
Ctss	8.51E-102	2.361503441	0.114	0.034	2.07E-97	RIR	Ctss
Aldh3a1	3.10E-99	-0.769535896	0.559	0.653	7.56E-95	RIR	Aldh3a1
Krt12	7.99E-99	-0.630759373	0.686	0.732	1.95E-94	RIR	Krt12
Krt14	8.09E-99	1.445020387	0.291	0.172	1.97E-94	RIR	Krt14
Gphn	2.47E-92	0.566475196	0.878	0.822	6.02E-88	RIR	Gphn
Il31ra	3.01E-92	0.546324102	0.818	0.747	7.33E-88	RIR	Il31ra
Gm19951	3.35E-91	0.477822183	0.783	0.711	8.16E-87	RIR	Gm19951
Lars2	5.20E-90	0.464278032	0.923	0.887	1.27E-85	RIR	Lars2
Slurp1	2.48E-89	-0.798763969	0.298	0.406	6.04E-85	RIR	Slurp1
Saa3	4.09E-82	3.420971265	0.101	0.033	9.97E-78	RIR	Saa3
Camk1d	9.61E-81	0.535152461	0.838	0.765	2.34E-76	RIR	Camk1d
Krt16	4.81E-80	3.097407561	0.075	0.017	1.17E-75	RIR	Krt16
Chil1	1.05E-77	2.507015711	0.074	0.017	2.55E-73	RIR	Chil1
Il1b	2.41E-73	4.533280154	0.046	0.004	5.87E-69	RIR	Il1b
AY036118	3.88E-72	0.283764429	0.911	0.878	9.45E-68	RIR	AY036118
Calml3	4.27E-72	-0.375406764	0.628	0.708	1.04E-67	RIR	Calml3
Serpina3n	2.95E-68	1.553087214	0.127	0.056	7.19E-64	RIR	Serpina3n
Ctsb	3.22E-68	0.954219512	0.243	0.149	7.85E-64	RIR	Ctsb
Ctsl	5.61E-66	0.605543824	0.328	0.22	1.37E-61	RIR	Ctsl
Fam25c	2.04E-63	-1.894817501	0.043	0.099	4.97E-59	RIR	Fam25c
Cdk8	2.39E-62	0.65551343	0.921	0.877	5.82E-58	RIR	Cdk8
Apod	1.89E-59	0.833912834	0.317	0.224	4.61E-55	RIR	Apod
Adh6a	6.08E-59	1.036529394	0.156	0.083	1.48E-54	RIR	Adh6a
Isg15	4.91E-57	1.064931951	0.123	0.058	1.20E-52	RIR	Isg15
Cemip	1.72E-54	2.189456985	0.062	0.018	4.19E-50	RIR	Cemip
Vim	7.71E-54	0.809331306	0.233	0.149	1.88E-49	RIR	Vim
H2-D1	2.00E-52	0.630579289	0.177	0.102	4.88E-48	RIR	H2-D1
Ms4a6c	6.01E-52	2.906393878	0.041	0.007	1.47E-47	RIR	Ms4a6c
Fabp5	6.45E-51	0.522171403	0.347	0.256	1.57E-46	RIR	Fabp5
Ccl6	2.13E-50	2.590901435	0.051	0.013	5.20E-46	RIR	Ccl6
Fcer1g	3.24E-49	2.492891154	0.048	0.011	7.89E-45	RIR	Fcer1g
Tgfbi	2.64E-48	0.557969734	0.302	0.212	6.43E-44	RIR	Tgfbi
Rps24	7.97E-48	-0.479782089	0.536	0.595	1.94E-43	RIR	Rps24
Rpl41	1.83E-47	-0.29348411	0.665	0.712	4.47E-43	RIR	Rpl41
Cybb	1.84E-47	2.577426602	0.044	0.01	4.49E-43	RIR	Cybb
Rps17	7.32E-47	-0.584562015	0.434	0.501	1.78E-42	RIR	Rps17
Cd74	1.45E-46	1.345408639	0.09	0.039	3.54E-42	RIR	Cd74
Mpeg1	2.08E-46	2.048582741	0.046	0.011	5.06E-42	RIR	Mpeg1
Tmem56	3.32E-45	0.388299046	0.485	0.391	8.10E-41	RIR	Tmem56
Laptm5	2.14E-44	1.969686396	0.066	0.024	5.23E-40	RIR	Laptm5
S100a6	3.04E-44	-0.140013971	0.831	0.878	7.41E-40	RIR	S100a6
H2-Ab1	1.43E-43	2.089490101	0.054	0.017	3.49E-39	RIR	H2-Ab1
Ccr2	1.98E-43	2.996029163	0.036	0.006	4.83E-39	RIR	Ccr2
Lgmn	6.55E-43	1.077421528	0.1	0.049	1.60E-38	RIR	Lgmn
Cd52	8.95E-43	2.113828049	0.051	0.016	2.18E-38	RIR	Cd52
Lcp1	9.64E-43	2.155188753	0.044	0.011	2.35E-38	RIR	Lcp1
Spp1	1.46E-42	2.221163105	0.088	0.041	3.56E-38	RIR	Spp1
Wfdc18	1.52E-41	-1.461492688	0.011	0.037	3.71E-37	RIR	Wfdc18
Rpl14	7.36E-41	-0.628892049	0.343	0.41	1.79E-36	RIR	Rpl14
Rpl21	1.98E-40	-0.408055955	0.497	0.556	4.83E-36	RIR	Rpl21
Mmp12	3.72E-40	4.839165149	0.026	0.002	9.08E-36	RIR	Mmp12
Csf1r	8.31E-40	2.249647523	0.041	0.01	2.03E-35	RIR	Csf1r
Car3	1.35E-39	-1.458822561	0.098	0.152	3.29E-35	RIR	Car3
Coro1a	3.61E-39	2.587824367	0.035	0.008	8.81E-35	RIR	Coro1a
Steap4	3.90E-39	1.523685731	0.061	0.023	9.50E-35	RIR	Steap4
Ly6a	2.54E-38	0.769657224	0.168	0.106	6.19E-34	RIR	Ly6a
Gm48099	7.09E-38	0.439509354	0.378	0.292	1.73E-33	RIR	Gm48099
Lox	1.26E-37	1.99387119	0.048	0.015	3.08E-33	RIR	Lox
Sod3	1.45E-37	1.08730466	0.08	0.037	3.54E-33	RIR	Sod3
mt-Cytb	1.64E-37	-0.309617124	0.587	0.634	4.01E-33	RIR	mt-Cytb
Rps18	1.77E-37	-0.672762742	0.352	0.415	4.31E-33	RIR	Rps18
Fcgr3	1.80E-37	1.935750725	0.048	0.015	4.40E-33	RIR	Fcgr3
Cebpb	1.45E-36	1.669691056	0.057	0.022	3.54E-32	RIR	Cebpb
Thbs2	1.91E-36	1.098920177	0.092	0.046	4.65E-32	RIR	Thbs2
Ptgr1	2.42E-36	-0.918062489	0.145	0.204	5.90E-32	RIR	Ptgr1
S100a8	6.97E-36	3.01796679	0.028	0.005	1.70E-31	RIR	S100a8
9330185C12Rik	7.26E-36	0.559903024	0.196	0.13	1.77E-31	RIR	9330185C12Rik
Itga6	8.96E-36	0.692675322	0.183	0.12	2.18E-31	RIR	Itga6
Rps10	1.45E-35	-0.392962686	0.503	0.553	3.54E-31	RIR	Rps10
Zbp1	2.23E-35	2.344751457	0.028	0.005	5.44E-31	RIR	Zbp1
Rplp0	4.72E-35	-0.438740689	0.574	0.615	1.15E-30	RIR	Rplp0
Rpl37a	7.40E-35	-0.612789226	0.339	0.398	1.81E-30	RIR	Rpl37a
Rpl11	1.55E-34	-0.428866309	0.493	0.541	3.77E-30	RIR	Rpl11
Psmb8	1.56E-34	0.569892725	0.147	0.09	3.80E-30	RIR	Psmb8
Arg1	6.70E-34	0.762157716	0.127	0.075	1.63E-29	RIR	Arg1
C1qb	1.13E-33	1.796691455	0.047	0.017	2.76E-29	RIR	C1qb
Rpl17	3.64E-33	-0.525334898	0.456	0.508	8.87E-29	RIR	Rpl17
Crip1	9.51E-33	-0.957791541	0.043	0.081	2.32E-28	RIR	Crip1
Ugcg	9.72E-33	1.348854518	0.047	0.017	2.37E-28	RIR	Ugcg
Cebpd	9.80E-33	1.693368805	0.05	0.018	2.39E-28	RIR	Cebpd
Msn	1.65E-32	1.129162357	0.085	0.043	4.02E-28	RIR	Msn
Cfb	1.95E-32	2.201882222	0.035	0.009	4.76E-28	RIR	Cfb
Rps27	2.08E-32	-0.705883697	0.286	0.344	5.08E-28	RIR	Rps27
Ctsc	4.88E-32	1.025976041	0.09	0.048	1.19E-27	RIR	Ctsc
Grn	9.35E-32	0.71708914	0.137	0.085	2.28E-27	RIR	Grn
Ptprc	1.84E-31	2.326169801	0.028	0.006	4.49E-27	RIR	Ptprc
Rpl26	2.47E-31	-0.44987853	0.442	0.495	6.03E-27	RIR	Rpl26
Ptgds	2.77E-31	-0.825660537	0.111	0.161	6.77E-27	RIR	Ptgds
S100a10	5.83E-31	-0.21587369	0.536	0.592	1.42E-26	RIR	S100a10
mt-Nd1	7.91E-31	-0.352980835	0.473	0.521	1.93E-26	RIR	mt-Nd1
Ms4a6d	7.93E-31	3.154374114	0.023	0.003	1.93E-26	RIR	Ms4a6d
Rpl9	8.13E-31	-0.594964085	0.316	0.374	1.98E-26	RIR	Rpl9
Rpl35a	1.57E-30	-0.559095118	0.354	0.409	3.83E-26	RIR	Rpl35a
Itgam	2.68E-30	0.934612384	0.079	0.04	6.54E-26	RIR	Itgam
Rps14	3.85E-30	-0.476574647	0.454	0.499	9.38E-26	RIR	Rps14
Nqo1	4.31E-30	-1.977778647	0.009	0.029	1.05E-25	RIR	Nqo1
Srgn	4.56E-30	2.430908229	0.027	0.006	1.11E-25	RIR	Srgn
C1qa	5.38E-30	1.457614193	0.07	0.034	1.31E-25	RIR	C1qa
H2-Aa	1.08E-29	1.562965234	0.044	0.016	2.64E-25	RIR	H2-Aa
H2-Eb1	1.26E-29	1.682682632	0.043	0.015	3.07E-25	RIR	H2-Eb1
Arpc1b	1.54E-29	0.528118837	0.282	0.214	3.75E-25	RIR	Arpc1b
Timp3	1.90E-29	-0.811178086	0.143	0.195	4.64E-25	RIR	Timp3
Tyrobp	2.70E-29	2.183148875	0.033	0.009	6.59E-25	RIR	Tyrobp
Uba52	3.15E-29	-0.435621697	0.36	0.413	7.68E-25	RIR	Uba52
Socs3	5.75E-29	2.846746737	0.022	0.004	1.40E-24	RIR	Socs3
Csf3r	7.36E-29	2.807788614	0.023	0.004	1.79E-24	RIR	Csf3r
Samhd1	8.03E-29	0.751169556	0.088	0.048	1.96E-24	RIR	Samhd1
Rps21	8.37E-29	-0.341184899	0.435	0.485	2.04E-24	RIR	Rps21
Stom	1.80E-28	0.997203624	0.081	0.043	4.38E-24	RIR	Stom
Gpha2	2.51E-28	1.268824983	0.084	0.045	6.13E-24	RIR	Gpha2
Fxyd5	4.03E-28	2.117710791	0.034	0.01	9.83E-24	RIR	Fxyd5
Mgarp	4.64E-28	-0.546915452	0.403	0.448	1.13E-23	RIR	Mgarp
Rpl36	1.04E-27	-0.336393266	0.499	0.546	2.55E-23	RIR	Rpl36
Ccl2	1.07E-27	2.885227526	0.022	0.004	2.61E-23	RIR	Ccl2
C1qc	1.24E-27	1.308827959	0.057	0.026	3.03E-23	RIR	C1qc
Pirb	1.51E-27	3.100285623	0.022	0.004	3.68E-23	RIR	Pirb
Rps12	3.06E-27	-0.261780144	0.61	0.64	7.45E-23	RIR	Rps12
Perp	4.49E-27	-0.436181381	0.406	0.462	1.09E-22	RIR	Perp
1600010M07Rik	6.00E-27	0.455077717	0.23	0.169	1.46E-22	RIR	1600010M07Rik
Hspa8	1.19E-26	0.346926691	0.344	0.274	2.90E-22	RIR	Hspa8
Rpl32	1.48E-26	-0.396213014	0.379	0.429	3.60E-22	RIR	Rpl32
Rpl30	1.74E-26	-0.450155919	0.399	0.445	4.24E-22	RIR	Rpl30
Ifitm3	1.86E-26	1.011765096	0.104	0.063	4.53E-22	RIR	Ifitm3
Dsp	2.50E-26	-0.541837973	0.265	0.318	6.09E-22	RIR	Dsp
Zeb2	2.76E-26	1.110716082	0.083	0.046	6.73E-22	RIR	Zeb2
Hp	3.56E-26	2.655265541	0.025	0.006	8.69E-22	RIR	Hp
Rplp1	3.64E-26	-0.199202133	0.65	0.676	8.87E-22	RIR	Rplp1
Ifit1	1.58E-25	1.610787004	0.031	0.009	3.86E-21	RIR	Ifit1
Adh7	1.82E-25	-0.51507797	0.257	0.31	4.44E-21	RIR	Adh7
Pf4	2.01E-25	2.745348501	0.027	0.007	4.90E-21	RIR	Pf4
Slfn2	2.15E-25	1.428880183	0.042	0.017	5.25E-21	RIR	Slfn2
Itgb2	2.24E-25	2.740185908	0.019	0.003	5.45E-21	RIR	Itgb2
mt-Nd4	2.40E-25	-0.345149658	0.529	0.567	5.85E-21	RIR	mt-Nd4
Clec4d	2.48E-25	3.95107593	0.018	0.002	6.06E-21	RIR	Clec4d
Rpl37	2.61E-25	-0.470718242	0.424	0.467	6.36E-21	RIR	Rpl37
Adgre1	2.72E-25	2.497479951	0.023	0.005	6.64E-21	RIR	Adgre1
Hspb1	2.86E-25	-0.968940563	0.112	0.156	6.98E-21	RIR	Hspb1
Psap	2.98E-25	0.599452896	0.24	0.183	7.27E-21	RIR	Psap
Ccl9	3.66E-25	2.993383346	0.018	0.003	8.92E-21	RIR	Ccl9
Ms4a4c	4.49E-25	4.525587873	0.015	0.001	1.10E-20	RIR	Ms4a4c
Wfdc2	8.96E-25	0.796869668	0.097	0.058	2.18E-20	RIR	Wfdc2
Acod1	2.29E-24	4.456312095	0.015	0.001	5.58E-20	RIR	Acod1
Ly6e	2.41E-24	0.814021507	0.119	0.076	5.88E-20	RIR	Ly6e
Rps8	3.80E-24	-0.34599594	0.587	0.616	9.26E-20	RIR	Rps8
Thbs1	4.70E-24	0.847083755	0.107	0.067	1.15E-19	RIR	Thbs1
Rpl28	5.03E-24	-0.447164061	0.38	0.427	1.23E-19	RIR	Rpl28
Upk3bl	5.31E-24	-0.274866574	0.466	0.524	1.29E-19	RIR	Upk3bl
Ppp1r3c	8.27E-24	-1.228638225	0.052	0.085	2.02E-19	RIR	Ppp1r3c
Igfbp4	1.65E-23	0.779545181	0.13	0.087	4.02E-19	RIR	Igfbp4
Csf2rb	2.03E-23	2.892880312	0.019	0.004	4.96E-19	RIR	Csf2rb
Ms4a7	2.26E-23	1.783574652	0.025	0.007	5.52E-19	RIR	Ms4a7
Gda	3.13E-23	0.434148384	0.151	0.104	7.64E-19	RIR	Gda
Ccr5	3.93E-23	2.954278043	0.019	0.003	9.58E-19	RIR	Ccr5
Timp1	4.01E-23	4.05354484	0.018	0.003	9.77E-19	RIR	Timp1
Ifitm1	5.93E-23	0.62990431	0.299	0.237	1.45E-18	RIR	Ifitm1
Kcnip1	5.98E-23	0.376341499	0.231	0.173	1.46E-18	RIR	Kcnip1
Fcgr2b	6.46E-23	2.653347183	0.022	0.005	1.58E-18	RIR	Fcgr2b
Ptgs2	9.66E-23	2.91552613	0.02	0.004	2.36E-18	RIR	Ptgs2
Dsg1a	9.77E-23	-1.140601345	0.076	0.112	2.38E-18	RIR	Dsg1a
Cyba	1.01E-22	1.740785117	0.035	0.013	2.47E-18	RIR	Cyba
Rpl39	1.07E-22	-0.367724463	0.445	0.489	2.61E-18	RIR	Rpl39
Rps5	1.54E-22	-0.544418994	0.337	0.383	3.76E-18	RIR	Rps5
Hexb	1.73E-22	0.374332025	0.378	0.311	4.22E-18	RIR	Hexb
Rps20	1.80E-22	-0.256836166	0.619	0.646	4.39E-18	RIR	Rps20
Rps15a	1.80E-22	-0.301804831	0.539	0.573	4.39E-18	RIR	Rps15a
Alox5ap	1.81E-22	2.704673225	0.019	0.004	4.42E-18	RIR	Alox5ap
Bgn	3.10E-22	0.733846088	0.2	0.151	7.57E-18	RIR	Bgn
Rps28	3.22E-22	-0.419526015	0.379	0.421	7.84E-18	RIR	Rps28
Cd93	3.76E-22	1.903001028	0.021	0.005	9.16E-18	RIR	Cd93
Cxcl5	4.29E-22	1.925633058	0.026	0.008	1.05E-17	RIR	Cxcl5
Mmp14	4.42E-22	0.599224137	0.171	0.123	1.08E-17	RIR	Mmp14
Olfml3	5.40E-22	1.103725974	0.081	0.048	1.32E-17	RIR	Olfml3
Col12a1	1.45E-21	0.577920242	0.236	0.186	3.54E-17	RIR	Col12a1
Iigp1	1.97E-21	2.134952062	0.021	0.005	4.80E-17	RIR	Iigp1
Ifi27l2a	1.98E-21	1.314482636	0.037	0.015	4.82E-17	RIR	Ifi27l2a
Rps23	2.39E-21	-0.393056405	0.466	0.505	5.82E-17	RIR	Rps23
Lgals1	2.92E-21	1.19906621	0.079	0.046	7.12E-17	RIR	Lgals1
Scd2	3.29E-21	-0.530428332	0.236	0.281	8.01E-17	RIR	Scd2
Abca1	3.53E-21	1.05999216	0.046	0.022	8.60E-17	RIR	Abca1
Tkt	3.67E-21	-0.313795093	0.513	0.55	8.95E-17	RIR	Tkt
Stab1	4.50E-21	1.115526738	0.047	0.022	1.10E-16	RIR	Stab1
Ly6c2	5.52E-21	4.254658438	0.013	0.001	1.35E-16	RIR	Ly6c2
Rpl35	6.55E-21	-0.475111512	0.24	0.286	1.60E-16	RIR	Rpl35
Rpl12	7.61E-21	-0.289760523	0.523	0.556	1.86E-16	RIR	Rpl12
Ctsz	1.32E-20	0.931671437	0.079	0.047	3.23E-16	RIR	Ctsz
Mrc1	1.34E-20	1.504281714	0.037	0.015	3.26E-16	RIR	Mrc1
Slfn5	1.44E-20	1.940965494	0.025	0.008	3.52E-16	RIR	Slfn5
Plek	1.58E-20	1.200486858	0.021	0.005	3.86E-16	RIR	Plek
Ifi204	1.59E-20	1.360472899	0.042	0.019	3.89E-16	RIR	Ifi204
Rpl13	1.70E-20	-0.381109313	0.464	0.503	4.14E-16	RIR	Rpl13
Cxcl10	1.71E-20	4.572837012	0.013	0.001	4.17E-16	RIR	Cxcl10
Peak1	2.09E-20	0.17399674	0.676	0.614	5.09E-16	RIR	Peak1
Fcgr1	2.19E-20	1.710321155	0.016	0.003	5.34E-16	RIR	Fcgr1
Fyb	2.49E-20	1.693702302	0.028	0.01	6.08E-16	RIR	Fyb
Ifngr1	4.28E-20	0.954404877	0.072	0.042	1.04E-15	RIR	Ifngr1
Pmel	4.42E-20	-1.712881618	0.04	0.067	1.08E-15	RIR	Pmel
Ctsd	4.66E-20	0.45504359	0.331	0.269	1.14E-15	RIR	Ctsd
Myoc	5.54E-20	-1.590092295	0.028	0.051	1.35E-15	RIR	Myoc
Rpl10	6.73E-20	-0.691699694	0.126	0.166	1.64E-15	RIR	Rpl10
Slfn4	7.69E-20	4.013506567	0.012	0.001	1.88E-15	RIR	Slfn4
Gsta2	9.41E-20	-1.415957975	0.02	0.04	2.29E-15	RIR	Gsta2
Cfp	1.23E-19	2.310969651	0.021	0.006	2.99E-15	RIR	Cfp
Btg1	1.24E-19	0.822113684	0.081	0.049	3.02E-15	RIR	Btg1
Irf7	1.29E-19	0.959849055	0.04	0.018	3.15E-15	RIR	Irf7
Tnfrsf1b	2.29E-19	3.137550053	0.015	0.002	5.57E-15	RIR	Tnfrsf1b
Rps13	2.74E-19	-0.404082538	0.342	0.385	6.68E-15	RIR	Rps13
Ms4a6b	3.07E-19	2.353995728	0.017	0.003	7.50E-15	RIR	Ms4a6b
Cd44	3.63E-19	0.517481863	0.466	0.401	8.84E-15	RIR	Cd44
Rps19	5.22E-19	-0.354431817	0.486	0.521	1.27E-14	RIR	Rps19
Bst2	5.80E-19	0.918224237	0.048	0.024	1.41E-14	RIR	Bst2
Lrmda	5.86E-19	0.827093128	0.064	0.037	1.43E-14	RIR	Lrmda
Rplp2	7.03E-19	-0.430603245	0.329	0.371	1.71E-14	RIR	Rplp2
Rpl34	7.49E-19	-0.445757364	0.329	0.371	1.83E-14	RIR	Rpl34
Cd53	7.65E-19	2.292224323	0.018	0.004	1.87E-14	RIR	Cd53
Wfdc17	1.14E-18	2.418384228	0.019	0.005	2.79E-14	RIR	Wfdc17
Igsf6	1.25E-18	3.190036029	0.013	0.002	3.05E-14	RIR	Igsf6
Irf1	1.26E-18	0.768970912	0.1	0.066	3.07E-14	RIR	Irf1
S100a14	1.26E-18	-0.37970503	0.323	0.366	3.08E-14	RIR	S100a14
Rtp4	1.56E-18	1.525784559	0.022	0.007	3.79E-14	RIR	Rtp4
Ifi207	1.93E-18	2.567805435	0.014	0.002	4.71E-14	RIR	Ifi207
Lce3a	2.11E-18	-1.044247217	0.012	0.028	5.14E-14	RIR	Lce3a
Tyrp1	2.26E-18	-1.063498473	0.047	0.075	5.52E-14	RIR	Tyrp1
Trim29	2.60E-18	-0.471635157	0.197	0.24	6.34E-14	RIR	Trim29
Fgr	2.62E-18	3.011892729	0.014	0.003	6.39E-14	RIR	Fgr
Xdh	3.05E-18	0.756054574	0.053	0.029	7.44E-14	RIR	Xdh
Cyth4	3.50E-18	2.267135836	0.02	0.006	8.53E-14	RIR	Cyth4
Col23a1	4.50E-18	1.101484858	0.056	0.031	1.10E-13	RIR	Col23a1
Mgst3	4.54E-18	-1.380313855	0.031	0.053	1.11E-13	RIR	Mgst3
Selenop	5.81E-18	0.603302533	0.149	0.109	1.42E-13	RIR	Selenop
Ube2c	7.70E-18	-0.898116191	0.033	0.056	1.88E-13	RIR	Ube2c
Jup	9.10E-18	-0.396898667	0.252	0.296	2.22E-13	RIR	Jup
Msr1	1.23E-17	2.497250069	0.016	0.004	3.01E-13	RIR	Msr1
Col3a1	1.33E-17	0.920986885	0.184	0.143	3.24E-13	RIR	Col3a1
Cbr2	1.51E-17	-0.389793354	0.098	0.133	3.67E-13	RIR	Cbr2
Gusb	1.65E-17	1.428303671	0.033	0.014	4.02E-13	RIR	Gusb
Lilrb4a	2.02E-17	1.99434431	0.018	0.005	4.93E-13	RIR	Lilrb4a
Aif1	2.14E-17	1.640211491	0.028	0.011	5.21E-13	RIR	Aif1
Skap2	2.56E-17	1.057949297	0.044	0.022	6.23E-13	RIR	Skap2
Sbno2	2.72E-17	1.057797308	0.046	0.024	6.64E-13	RIR	Sbno2
Cdc20	2.74E-17	-1.468925785	0.007	0.02	6.69E-13	RIR	Cdc20
Tuba1b	2.99E-17	-0.396043704	0.317	0.359	7.29E-13	RIR	Tuba1b
Kcnh1	3.89E-17	1.079173882	0.034	0.015	9.48E-13	RIR	Kcnh1
H2-Q7	4.50E-17	2.176996292	0.013	0.002	1.10E-12	RIR	H2-Q7
Bcl3	5.84E-17	1.51544444	0.027	0.011	1.42E-12	RIR	Bcl3
Hmgn3	6.87E-17	-0.717332393	0.073	0.104	1.68E-12	RIR	Hmgn3
Rsad2	9.44E-17	2.976989632	0.014	0.003	2.30E-12	RIR	Rsad2
Ctsa	9.51E-17	0.559094982	0.089	0.058	2.32E-12	RIR	Ctsa
Filip1l	9.76E-17	0.440663364	0.469	0.406	2.38E-12	RIR	Filip1l
C3ar1	1.28E-16	1.722273649	0.021	0.007	3.11E-12	RIR	C3ar1
Arhgap30	1.28E-16	1.88844891	0.019	0.006	3.13E-12	RIR	Arhgap30
Il4ra	1.78E-16	1.50786253	0.022	0.008	4.33E-12	RIR	Il4ra
Aqp3	1.95E-16	-0.303581615	0.379	0.416	4.75E-12	RIR	Aqp3
mt-Nd2	1.98E-16	-0.314037379	0.346	0.385	4.82E-12	RIR	mt-Nd2
Oasl2	2.08E-16	0.697724827	0.051	0.028	5.06E-12	RIR	Oasl2
C3	2.45E-16	1.372218484	0.036	0.017	5.97E-12	RIR	C3
Rps29	2.45E-16	-0.410542213	0.386	0.42	5.98E-12	RIR	Rps29
Clec4a2	3.12E-16	3.039548609	0.011	0.002	7.61E-12	RIR	Clec4a2
Gbp2	4.25E-16	1.338366391	0.025	0.01	1.04E-11	RIR	Gbp2
Spata5	4.37E-16	0.532668927	0.097	0.065	1.06E-11	RIR	Spata5
Gyg	5.10E-16	-1.03074376	0.065	0.093	1.24E-11	RIR	Gyg
Ifit1bl1	5.10E-16	0.457294441	0.167	0.126	1.24E-11	RIR	Ifit1bl1
Rps2	5.31E-16	-0.580714971	0.123	0.159	1.29E-11	RIR	Rps2
Vsir	5.99E-16	1.245657757	0.024	0.009	1.46E-11	RIR	Vsir
Mcl1	7.02E-16	0.448173274	0.117	0.083	1.71E-11	RIR	Mcl1
Rab25	7.07E-16	-0.581660693	0.067	0.096	1.72E-11	RIR	Rab25
Lrp1	7.18E-16	0.328070687	0.218	0.173	1.75E-11	RIR	Lrp1
Ccr1	7.46E-16	3.434999098	0.011	0.002	1.82E-11	RIR	Ccr1
Cxcl14	7.55E-16	1.467191017	0.024	0.009	1.84E-11	RIR	Cxcl14
Cd14	7.64E-16	1.949319789	0.014	0.003	1.86E-11	RIR	Cd14
Hcls1	8.56E-16	2.453205367	0.015	0.003	2.09E-11	RIR	Hcls1
Smim3	9.63E-16	1.38195717	0.025	0.01	2.35E-11	RIR	Smim3
Id2	1.89E-15	-0.828663629	0.064	0.092	4.61E-11	RIR	Id2
Cd300lf	2.21E-15	3.052403926	0.012	0.002	5.38E-11	RIR	Cd300lf
Ccl8	2.41E-15	2.561205477	0.016	0.004	5.87E-11	RIR	Ccl8
Marcks	2.56E-15	0.432949659	0.149	0.112	6.23E-11	RIR	Marcks
Fau	2.90E-15	-0.409595855	0.387	0.417	7.08E-11	RIR	Fau
H2-DMb1	3.28E-15	1.438960425	0.027	0.011	8.00E-11	RIR	H2-DMb1
Mgp	3.50E-15	0.372221045	0.197	0.154	8.52E-11	RIR	Mgp
Rpl38	3.52E-15	-0.311072536	0.424	0.458	8.57E-11	RIR	Rpl38
Rpl13a	4.20E-15	-0.247764181	0.598	0.619	1.02E-10	RIR	Rpl13a
Cltc	4.20E-15	0.382337048	0.151	0.113	1.02E-10	RIR	Cltc
Dtx3l	4.74E-15	0.766466329	0.04	0.021	1.16E-10	RIR	Dtx3l
Nr1d1	5.33E-15	-0.66330997	0.014	0.029	1.30E-10	RIR	Nr1d1
Plbd1	5.44E-15	2.165823028	0.016	0.005	1.33E-10	RIR	Plbd1
Parp14	6.32E-15	0.762824472	0.039	0.02	1.54E-10	RIR	Parp14
Hexa	6.37E-15	0.61834352	0.095	0.065	1.55E-10	RIR	Hexa
Bcl2a1b	6.50E-15	3.042066701	0.01	0.001	1.58E-10	RIR	Bcl2a1b
Sdc1	8.14E-15	-0.512733732	0.209	0.246	1.99E-10	RIR	Sdc1
Ly6g6c	8.62E-15	-1.004129001	0.05	0.074	2.10E-10	RIR	Ly6g6c
Fth1	1.12E-14	0.320046445	0.587	0.535	2.73E-10	RIR	Fth1
Mest	1.13E-14	1.2292332	0.033	0.016	2.75E-10	RIR	Mest
Runx1	1.30E-14	0.574166561	0.046	0.025	3.17E-10	RIR	Runx1
Clec4a1	1.31E-14	1.939608567	0.018	0.006	3.20E-10	RIR	Clec4a1
Fam49b	1.36E-14	0.870047659	0.062	0.038	3.31E-10	RIR	Fam49b
Npy	1.53E-14	-1.856765161	0.013	0.027	3.72E-10	RIR	Npy
Lgals3bp	1.63E-14	0.766897232	0.037	0.019	3.98E-10	RIR	Lgals3bp
Stat1	1.65E-14	0.768743161	0.042	0.023	4.03E-10	RIR	Stat1
Fam162a	1.66E-14	-0.70463623	0.091	0.122	4.04E-10	RIR	Fam162a
Fmod	1.72E-14	-0.968912786	0.057	0.083	4.18E-10	RIR	Fmod
Ccl7	1.78E-14	2.485712305	0.012	0.003	4.35E-10	RIR	Ccl7
Sat1	1.83E-14	0.460582811	0.169	0.131	4.46E-10	RIR	Sat1
Tnc	1.89E-14	1.885021382	0.028	0.013	4.61E-10	RIR	Tnc
Aqp5	2.29E-14	-0.118554738	0.615	0.651	5.59E-10	RIR	Aqp5
Psca	2.48E-14	-0.268562555	0.304	0.345	6.04E-10	RIR	Psca
Aoah	2.97E-14	1.731621261	0.016	0.005	7.25E-10	RIR	Aoah
