	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
Pygm	7.90E-05	-0.935542035	0.016	0.032	1	RIR	Pygm
Ftl1	8.23E-05	0.627394571	0.335	0.283	1	RIR	Ftl1
Nfkbie	8.24E-05	1.133889426	0.013	0.002	1	RIR	Nfkbie
Pde1c	8.42E-05	-0.856339004	0.082	0.113	1	RIR	Pde1c
Scpep1	8.50E-05	0.802883715	0.063	0.038	1	RIR	Scpep1
Rp2	8.69E-05	0.632293902	0.026	0.01	1	RIR	Rp2
Bmpr2	8.71E-05	0.347516834	0.089	0.058	1	RIR	Bmpr2
Lrrfip1	8.73E-05	0.942019785	0.042	0.021	1	RIR	Lrrfip1
Mxd1	8.76E-05	1.427258867	0.027	0.011	1	RIR	Mxd1
Atp6v0c	8.77E-05	0.469156474	0.131	0.094	1	RIR	Atp6v0c
Gnaq	8.92E-05	0.443219319	0.079	0.05	1	RIR	Gnaq
D630033O11Rik	9.16E-05	-1.301807086	0.009	0.022	1	RIR	D630033O11Rik
Eif4b	9.23E-05	0.233591842	0.078	0.049	1	RIR	Eif4b
Akr1a1	9.32E-05	0.32583527	0.138	0.1	1	RIR	Akr1a1
Gm40645	9.53E-05	2.098028123	0.022	0.007	1	RIR	Gm40645
Ogn	9.66E-05	-1.353764071	0.057	0.083	1	RIR	Ogn
Ptprb	9.70E-05	1.527675773	0.024	0.009	1	RIR	Ptprb
Plekho1	9.74E-05	0.616485123	0.043	0.022	1	RIR	Plekho1
Dram2	9.90E-05	1.533798477	0.035	0.016	1	RIR	Dram2
Ifi47	9.91E-05	3.179046486	0.015	0.003	1	RIR	Ifi47
Sptbn1	0.000100152	-0.623505481	0.173	0.208	1	RIR	Sptbn1
Ubash3b	0.000100864	-0.573313712	0.028	0.011	1	RIR	Ubash3b
Ascc3	0.000101363	0.724352447	0.038	0.018	1	RIR	Ascc3
Rps7	0.000103334	-0.16805269	0.25	0.197	1	RIR	Rps7
Ran	0.000103404	0.54699505	0.095	0.063	1	RIR	Ran
Nav1	0.000103452	0.552829861	0.074	0.046	1	RIR	Nav1
Cd72	0.000105246	1.47636848	0.018	0.005	1	RIR	Cd72
Pdlim3	0.000107683	1.984378857	0.022	0.008	1	RIR	Pdlim3
Dync1h1	0.000108057	0.436787613	0.149	0.11	1	RIR	Dync1h1
Pgd	0.00010942	0.870048967	0.072	0.045	1	RIR	Pgd
Ampd3	0.000110782	3.746940683	0.011	0.001	1	RIR	Ampd3
Ggta1	0.000111738	1.656715775	0.024	0.009	1	RIR	Ggta1
Rilpl2	0.000113341	1.143620711	0.025	0.009	1	RIR	Rilpl2
Mcub	0.000117067	4.780439263	0.01	0.001	1	RIR	Mcub
AB124611	0.000117411	5.14025956	0.01	0.001	1	RIR	AB124611
Nlrc5	0.000118053	4.387767625	0.01	0.001	1	RIR	Nlrc5
Aldh3b1	0.000119927	1.879743199	0.015	0.003	1	RIR	Aldh3b1
Ckap4	0.000120133	1.140592464	0.036	0.017	1	RIR	Ckap4
Acsl3	0.000120644	-0.733716371	0.058	0.084	1	RIR	Acsl3
Socs6	0.00012365	0.953336704	0.03	0.013	1	RIR	Socs6
Gm26740	0.000124018	1.872499305	0.019	0.006	1	RIR	Gm26740
Emg1	0.000124454	1.293032186	0.037	0.018	1	RIR	Emg1
Csrp1	0.000124741	0.273695895	0.134	0.097	1	RIR	Csrp1
Gngt2	0.000125941	1.385081638	0.028	0.011	1	RIR	Gngt2
Icam1	0.000126251	1.829033777	0.022	0.008	1	RIR	Icam1
AU020206	0.000127483	0.687526637	0.033	0.015	1	RIR	AU020206
Dcun1d5	0.000128505	0.690186076	0.041	0.021	1	RIR	Dcun1d5
Ppp1r15b	0.0001302	0.95529892	0.033	0.015	1	RIR	Ppp1r15b
Csf2ra	0.00013063	1.298753567	0.023	0.008	1	RIR	Csf2ra
Cald1	0.000135154	0.566883104	0.109	0.076	1	RIR	Cald1
Prelid1	0.000135882	-0.207836241	0.077	0.049	1	RIR	Prelid1
Tgfbr2	0.000136238	0.738784285	0.058	0.034	1	RIR	Tgfbr2
Vmp1	0.000136265	0.520617799	0.139	0.103	1	RIR	Vmp1
Tmem164	0.00013787	0.231891983	0.053	0.03	1	RIR	Tmem164
Gng12	0.000138763	-0.153481124	0.053	0.03	1	RIR	Gng12
Stim1	0.000139453	-1.078659031	0.042	0.065	1	RIR	Stim1
Sh3bp1	0.000142165	1.79743398	0.021	0.007	1	RIR	Sh3bp1
Hhex	0.000142322	4.745154859	0.01	0.001	1	RIR	Hhex
Zc3h12a	0.000143331	0.591407676	0.018	0.005	1	RIR	Zc3h12a
Ifi205	0.000143399	3.604393284	0.01	0.001	1	RIR	Ifi205
Creg1	0.000146171	0.832259338	0.054	0.031	1	RIR	Creg1
Rassf2	0.000147668	1.544627382	0.029	0.012	1	RIR	Rassf2
Cept1	0.000147987	0.532421824	0.04	0.021	1	RIR	Cept1
Slc12a2	0.000148391	0.339977976	0.06	0.036	1	RIR	Slc12a2
Acp2	0.000150786	0.752197934	0.041	0.021	1	RIR	Acp2
Piezo2	0.000152382	1.119262157	0.031	0.014	1	RIR	Piezo2
Thra	0.000152507	-0.67079897	0.074	0.102	1	RIR	Thra
Tcp1	0.000152671	0.584401132	0.064	0.039	1	RIR	Tcp1
Schip1	0.000152964	1.296817745	0.062	0.037	1	RIR	Schip1
Myh4	0.000154528	0.802181216	0.06	0.036	1	RIR	Myh4
Sox6	0.000154721	-0.948342832	0.025	0.043	1	RIR	Sox6
Bak1	0.000155016	0.831709858	0.038	0.019	1	RIR	Bak1
Alcam	0.000160208	0.771750069	0.043	0.023	1	RIR	Alcam
Baz1b	0.000160297	0.267853952	0.061	0.036	1	RIR	Baz1b
Gnb1	0.000162348	0.514352821	0.277	0.226	1	RIR	Gnb1
Sv2a	0.000162826	-1.303942017	0.015	0.029	1	RIR	Sv2a
Med15	0.000164678	0.862982889	0.028	0.012	1	RIR	Med15
St3gal4	0.00016519	0.992104423	0.034	0.016	1	RIR	St3gal4
Hnrnpab	0.000166261	0.390330253	0.115	0.083	1	RIR	Hnrnpab
Zmiz1	0.000168276	0.295543689	0.074	0.048	1	RIR	Zmiz1
Themis2	0.000168779	1.267204575	0.015	0.004	1	RIR	Themis2
Slit2	0.000170444	-0.923598467	0.052	0.076	1	RIR	Slit2
Pam	0.000170768	0.221911777	0.097	0.066	1	RIR	Pam
Gbp5	0.000172545	2.832056261	0.014	0.003	1	RIR	Gbp5
Adam8	0.000173262	3.51091493	0.012	0.002	1	RIR	Adam8
Kcnn4	0.00017433	1.482739363	0.01	0.001	1	RIR	Kcnn4
Pfkfb3	0.000177035	2.450004614	0.02	0.006	1	RIR	Pfkfb3
Scp2	0.000178199	0.363121235	0.102	0.071	1	RIR	Scp2
Trim25	0.000178517	0.684385965	0.037	0.018	1	RIR	Trim25
Eef1g	0.000178621	0.250056929	0.25	0.201	1	RIR	Eef1g
Clec18a	0.000178711	-0.705994325	0.015	0.03	1	RIR	Clec18a
BC034090	0.000183173	-0.275229851	0.021	0.037	1	RIR	BC034090
Relb	0.000184831	1.337094694	0.025	0.01	1	RIR	Relb
Ppp2r5c	0.000185681	0.154641099	0.071	0.045	1	RIR	Ppp2r5c
Rab3il1	0.000186042	1.249035069	0.02	0.006	1	RIR	Rab3il1
Eif3h	0.000187648	0.297586046	0.139	0.103	1	RIR	Eif3h
Txn2	0.000188175	-1.086365812	0.04	0.062	1	RIR	Txn2
Iqgap2	0.000190954	-0.987854284	0.083	0.111	1	RIR	Iqgap2
Bcap29	0.000191159	-0.500980765	0.025	0.043	1	RIR	Bcap29
Eps15	0.000192754	0.44272062	0.046	0.025	1	RIR	Eps15
Nod1	0.000193804	0.663493333	0.018	0.005	1	RIR	Nod1
Tpr	0.000197607	0.331166199	0.078	0.051	1	RIR	Tpr
Ugcg	0.0001999	0.311797729	0.095	0.065	1	RIR	Ugcg
Cast	0.000206808	0.592137943	0.064	0.039	1	RIR	Cast
Nxn	0.000206851	-0.641068432	0.105	0.136	1	RIR	Nxn
Adar	0.000207099	1.182263444	0.032	0.015	1	RIR	Adar
Ror1	0.000209371	0.778731027	0.056	0.033	1	RIR	Ror1
Basp1	0.000211757	0.795706537	0.058	0.035	1	RIR	Basp1
Pik3r6	0.000212342	0.312048735	0.012	0.002	1	RIR	Pik3r6
Plcg2	0.000212924	1.982411402	0.014	0.003	1	RIR	Plcg2
Lims1	0.000213707	0.496873411	0.053	0.03	1	RIR	Lims1
Rpl26	0.000214281	-0.136465771	0.359	0.299	1	RIR	Rpl26
Plxnb1	0.000216095	-0.541425332	0.068	0.095	1	RIR	Plxnb1
Psma3	0.000217659	0.48906822	0.086	0.057	1	RIR	Psma3
Cadm2	0.000217944	-0.841323756	0.082	0.11	1	RIR	Cadm2
Ralgds	0.000220105	0.362953279	0.046	0.025	1	RIR	Ralgds
Capza1	0.000220417	0.132747684	0.054	0.032	1	RIR	Capza1
Acsl5	0.000220598	0.736225499	0.024	0.009	1	RIR	Acsl5
Mal	0.00022073	0.209826967	0.163	0.124	1	RIR	Mal
Mapk14	0.000220995	1.188791782	0.044	0.024	1	RIR	Mapk14
Coro1c	0.000222014	0.973154899	0.073	0.047	1	RIR	Coro1c
Lgi2	0.000222299	0.333487112	0.062	0.038	1	RIR	Lgi2
Rpl24	0.000225155	-0.133941328	0.289	0.233	1	RIR	Rpl24
Dusp6	0.000225588	1.182935446	0.041	0.022	1	RIR	Dusp6
Heatr1	0.000226521	2.67879982	0.016	0.004	1	RIR	Heatr1
Pla2g4a	0.000227264	0.743633156	0.028	0.012	1	RIR	Pla2g4a
Xpr1	0.000227362	-1.146882938	0.044	0.066	1	RIR	Xpr1
Sf3b1	0.000231421	0.122778285	0.097	0.066	1	RIR	Sf3b1
Bax	0.000232576	0.148179235	0.049	0.028	1	RIR	Bax
St3gal5	0.00023302	-1.123988708	0.062	0.088	1	RIR	St3gal5
Tceal6	0.000233149	-0.825782932	0.026	0.043	1	RIR	Tceal6
Rpl30	0.000234693	-0.121957873	0.302	0.248	1	RIR	Rpl30
Cerk	0.000234946	1.263084748	0.043	0.023	1	RIR	Cerk
Gadd45g	0.000236872	0.737760995	0.034	0.016	1	RIR	Gadd45g
Agrn	0.00023757	0.552520646	0.072	0.046	1	RIR	Agrn
Batf	0.000238315	3.441679744	0.01	0.001	1	RIR	Batf
Cyfip1	0.000242821	0.717405999	0.058	0.035	1	RIR	Cyfip1
Tns1	0.000243908	-0.622143152	0.076	0.104	1	RIR	Tns1
Sav1	0.000248297	0.834183817	0.035	0.018	1	RIR	Sav1
Crabp2	0.000251319	4.384700541	0.012	0.002	1	RIR	Crabp2
Furin	0.000253571	0.639353688	0.062	0.039	1	RIR	Furin
Csde1	0.000255412	0.249366982	0.161	0.123	1	RIR	Csde1
Dcp2	0.000256175	1.249888195	0.022	0.008	1	RIR	Dcp2
Nudcd3	0.000257377	0.189023901	0.17	0.131	1	RIR	Nudcd3
Tbc1d1	0.000261238	0.878784964	0.041	0.022	1	RIR	Tbc1d1
Atxn1	0.000269075	0.693738448	0.058	0.035	1	RIR	Atxn1
Sgta	0.000269433	1.314966127	0.05	0.029	1	RIR	Sgta
Csf1	0.000270029	0.585443041	0.032	0.015	1	RIR	Csf1
Serinc5	0.000270371	0.223892061	0.024	0.009	1	RIR	Serinc5
Rarres2	0.000270538	-1.34140952	0.058	0.082	1	RIR	Rarres2
Ube2s	0.000273115	0.551291908	0.057	0.034	1	RIR	Ube2s
Cntn1	0.000274237	-0.829349602	0.048	0.071	1	RIR	Cntn1
Serpinb8	0.000274675	0.844776246	0.016	0.004	1	RIR	Serpinb8
Etf1	0.000280256	0.202424032	0.052	0.03	1	RIR	Etf1
Chd9	0.000282919	0.677090878	0.065	0.04	1	RIR	Chd9
Ptges3	0.000283507	0.332282838	0.106	0.075	1	RIR	Ptges3
Gsap	0.000288948	1.48038911	0.018	0.006	1	RIR	Gsap
Psd4	0.000289705	3.685238559	0.01	0.001	1	RIR	Psd4
Sh3bgrl3	0.000292474	0.174059696	0.042	0.022	1	RIR	Sh3bgrl3
Chst11	0.000293351	0.458181872	0.039	0.021	1	RIR	Chst11
P2rx7	0.000295044	1.270874896	0.015	0.004	1	RIR	P2rx7
Uckl1	0.000295635	2.637135284	0.019	0.006	1	RIR	Uckl1
Uhrf1bp1l	0.00029855	0.584944533	0.033	0.016	1	RIR	Uhrf1bp1l
Ddb1	0.000299402	0.379143603	0.108	0.077	1	RIR	Ddb1
Plp1	0.000301278	0.673750789	0.065	0.041	1	RIR	Plp1
Zic1	0.000303986	-0.693830688	0.068	0.094	1	RIR	Zic1
Hip1	0.000304297	0.936508491	0.031	0.015	1	RIR	Hip1
Midn	0.000304931	0.889849268	0.063	0.039	1	RIR	Midn
Tank	0.000306917	1.006740911	0.026	0.011	1	RIR	Tank
Rtn4rl1	0.000308676	-0.966372216	0.027	0.044	1	RIR	Rtn4rl1
Ncln	0.000310824	0.16856021	0.025	0.011	1	RIR	Ncln
Gar1	0.000317017	1.850001132	0.012	0.002	1	RIR	Gar1
S1pr2	0.000318164	1.033137723	0.017	0.005	1	RIR	S1pr2
Capn2	0.000318452	0.721243522	0.058	0.035	1	RIR	Capn2
Sec63	0.000328123	0.437597312	0.065	0.04	1	RIR	Sec63
Myadm	0.000329313	1.505731085	0.032	0.015	1	RIR	Myadm
Rcc2	0.00032958	0.763065657	0.041	0.022	1	RIR	Rcc2
Ptprz1	0.000330874	-1.260954232	0.025	0.042	1	RIR	Ptprz1
Tcf4	0.00033109	-0.354642387	0.158	0.119	1	RIR	Tcf4
Col27a1	0.000331706	1.491464285	0.015	0.004	1	RIR	Col27a1
Rps27	0.000332061	-0.716831177	0.237	0.268	1	RIR	Rps27
Atad2	0.000332574	2.252650804	0.015	0.004	1	RIR	Atad2
Ddx23	0.00033581	1.359899152	0.015	0.004	1	RIR	Ddx23
Nfe2l2	0.000341697	0.281950671	0.052	0.03	1	RIR	Nfe2l2
Bloc1s1	0.000347963	-0.356963343	0.029	0.048	1	RIR	Bloc1s1
Calml4	0.00034888	-1.152827154	0.024	0.041	1	RIR	Calml4
Crygn	0.000350592	-0.876487583	0.013	0.026	1	RIR	Crygn
Gbp2	0.000351142	1.520321537	0.018	0.006	1	RIR	Gbp2
Anxa4	0.000351439	1.570850275	0.031	0.015	1	RIR	Anxa4
Il6ra	0.000351506	2.10349744	0.014	0.004	1	RIR	Il6ra
Kif23	0.000354024	3.279671684	0.01	0.001	1	RIR	Kif23
Gab2	0.000356714	0.39248009	0.051	0.03	1	RIR	Gab2
Glud1	0.000357958	0.789803903	0.069	0.045	1	RIR	Glud1
Ezr	0.000358461	0.880534028	0.059	0.036	1	RIR	Ezr
Gstm2	0.000358995	-0.889656171	0.018	0.033	1	RIR	Gstm2
Med13l	0.000359837	0.564629233	0.064	0.04	1	RIR	Med13l
Srsf10	0.00035993	1.061756198	0.049	0.028	1	RIR	Srsf10
Aco2	0.000363897	-0.981137841	0.056	0.08	1	RIR	Aco2
Atp1b1	0.000366235	-0.483978444	0.113	0.144	1	RIR	Atp1b1
Cd300a	0.00036981	3.587548473	0.011	0.002	1	RIR	Cd300a
Rgs10	0.000369952	1.700613872	0.028	0.012	1	RIR	Rgs10
Neat1	0.000375259	0.260020903	0.249	0.204	1	RIR	Neat1
Ahnak2	0.000377458	0.598316502	0.038	0.02	1	RIR	Ahnak2
Ccnl1	0.000378738	0.18411457	0.038	0.02	1	RIR	Ccnl1
Vsx2	0.000382078	-0.118572016	0.033	0.052	1	RIR	Vsx2
Ism2	0.000384908	-0.779825652	0.008	0.018	1	RIR	Ism2
Snx3	0.000386569	0.818102544	0.047	0.027	1	RIR	Snx3
Trappc10	0.00038769	0.67426896	0.032	0.016	1	RIR	Trappc10
Smarca5	0.000388775	0.261170342	0.041	0.022	1	RIR	Smarca5
Mafg	0.000398014	0.97263915	0.022	0.008	1	RIR	Mafg
Dcn	0.000399924	-0.265706335	0.302	0.251	1	RIR	Dcn
Gas7	0.000405173	0.244188469	0.048	0.028	1	RIR	Gas7
Rnd3	0.000408048	0.695402087	0.04	0.021	1	RIR	Rnd3
Tmem64	0.000408613	-1.461125809	0.021	0.036	1	RIR	Tmem64
Sdc1	0.000412557	1.297575645	0.04	0.022	1	RIR	Sdc1
Rps13	0.000417527	0.219926606	0.235	0.191	1	RIR	Rps13
Vps37a	0.000417621	1.034438671	0.03	0.014	1	RIR	Vps37a
Snx8	0.000420338	1.371651513	0.029	0.013	1	RIR	Snx8
Txndc17	0.00042234	0.899967888	0.048	0.028	1	RIR	Txndc17
Metrnl	0.000427854	0.313754383	0.016	0.005	1	RIR	Metrnl
Mgat2	0.000430516	2.364433903	0.021	0.008	1	RIR	Mgat2
Otx2os1	0.000434521	-1.009272428	0.021	0.037	1	RIR	Otx2os1
Ywhab	0.00043593	0.115578279	0.135	0.1	1	RIR	Ywhab
Sumo2	0.00043762	0.284571584	0.096	0.067	1	RIR	Sumo2
Slc35f3	0.000440276	-0.945848355	0.024	0.04	1	RIR	Slc35f3
Cysltr1	0.000442262	2.404380397	0.013	0.003	1	RIR	Cysltr1
Rgs19	0.000446585	1.952688792	0.013	0.003	1	RIR	Rgs19
Slc11a1	0.00044722	1.746174946	0.021	0.008	1	RIR	Slc11a1
Hnrnpm	0.000448592	0.229170639	0.108	0.078	1	RIR	Hnrnpm
Fkbp7	0.000450495	0.248854419	0.02	0.007	1	RIR	Fkbp7
Slc31a2	0.000450583	1.523556701	0.05	0.03	1	RIR	Slc31a2
Npc1	0.000451206	1.160451892	0.031	0.015	1	RIR	Npc1
Eif4g3	0.000452942	0.582252355	0.093	0.066	1	RIR	Eif4g3
Cyp4v3	0.000453106	1.407386134	0.013	0.003	1	RIR	Cyp4v3
Atp6ap1	0.00045324	0.213650412	0.259	0.213	1	RIR	Atp6ap1
Col7a1	0.000453945	1.874027021	0.015	0.004	1	RIR	Col7a1
Gpr141	0.000454441	1.612400893	0.011	0.002	1	RIR	Gpr141
Smc2	0.000455185	2.916943073	0.011	0.002	1	RIR	Smc2
Pakap	0.000457203	0.233538258	0.086	0.059	1	RIR	Pakap
Slfn9	0.000460098	1.851118549	0.017	0.005	1	RIR	Slfn9
Tep1	0.000465516	1.654947697	0.021	0.008	1	RIR	Tep1
Arvcf	0.00046596	-0.677275585	0.013	0.026	1	RIR	Arvcf
Zfp800	0.000468992	1.822038146	0.015	0.004	1	RIR	Zfp800
Fgf2	0.000472033	0.493052829	0.022	0.009	1	RIR	Fgf2
Plekho2	0.000473764	0.365385517	0.021	0.008	1	RIR	Plekho2
Slc39a11	0.000485568	1.55615387	0.023	0.009	1	RIR	Slc39a11
Pkp3	0.000485662	1.252037012	0.021	0.008	1	RIR	Pkp3
Rin3	0.000487764	2.67458852	0.014	0.004	1	RIR	Rin3
Acsl6	0.000495656	-0.971279638	0.015	0.028	1	RIR	Acsl6
Cd24a	0.000495768	0.294784039	0.07	0.046	1	RIR	Cd24a
Abi1	0.000496958	0.231371736	0.068	0.044	1	RIR	Abi1
St8sia4	0.000499269	1.923395693	0.016	0.005	1	RIR	St8sia4
Dll1	0.000499508	-1.345964153	0.018	0.032	1	RIR	Dll1
Gng2	0.000504686	1.681632309	0.03	0.015	1	RIR	Gng2
Rnf138	0.000508029	1.745674889	0.019	0.006	1	RIR	Rnf138
Necab2	0.000510369	-0.934860355	0.026	0.043	1	RIR	Necab2
Utrn	0.000513602	-0.888276458	0.087	0.114	1	RIR	Utrn
Stac	0.00051404	-0.760085865	0.032	0.051	1	RIR	Stac
Stxbp5l	0.000516714	-1.046741341	0.014	0.027	1	RIR	Stxbp5l
Rab5c	0.000518298	0.579842043	0.104	0.075	1	RIR	Rab5c
Lat2	0.000519889	2.11435267	0.013	0.003	1	RIR	Lat2
Prcp	0.000522213	1.39016783	0.025	0.011	1	RIR	Prcp
Rac2	0.000524092	1.964184633	0.013	0.003	1	RIR	Rac2
Gm47283	0.000527843	1.105492368	0.036	0.019	1	RIR	Gm47283
Bcl10	0.000528404	1.894889677	0.017	0.005	1	RIR	Bcl10
Col4a1	0.0005321	0.269009538	0.074	0.049	1	RIR	Col4a1
Slc17a7	0.000534791	1.147017922	0.044	0.025	1	RIR	Slc17a7
U2surp	0.000536425	0.947756661	0.046	0.027	1	RIR	U2surp
Tmed5	0.000541299	0.414897634	0.034	0.018	1	RIR	Tmed5
Kcnj3	0.000546348	-1.476082081	0.011	0.023	1	RIR	Kcnj3
Wsb1	0.000549134	1.376385392	0.025	0.011	1	RIR	Wsb1
Alg5	0.00055689	0.883818172	0.017	0.005	1	RIR	Alg5
Tbxas1	0.000557132	0.858943747	0.023	0.009	1	RIR	Tbxas1
Prr16	0.000560971	0.17918782	0.022	0.009	1	RIR	Prr16
Abcc1	0.000561381	-0.461026476	0.022	0.009	1	RIR	Abcc1
Laptm4b	0.000562164	-1.071541639	0.113	0.141	1	RIR	Laptm4b
Usp18	0.000563965	1.750562962	0.018	0.006	1	RIR	Usp18
Klhdc7a	0.000566127	-0.327275018	0.011	0.022	1	RIR	Klhdc7a
Cldn1	0.00056842	-1.215516014	0.028	0.045	1	RIR	Cldn1
0610012G03Rik	0.000577243	-0.924193386	0.041	0.062	1	RIR	0610012G03Rik
Lnpep	0.00058003	-0.130495255	0.07	0.046	1	RIR	Lnpep
Npr3	0.000580044	-1.51670432	0.019	0.033	1	RIR	Npr3
Setd2	0.000581362	0.316628734	0.037	0.019	1	RIR	Setd2
Sorl1	0.000584963	1.025943235	0.039	0.021	1	RIR	Sorl1
Ankrd44	0.000594384	-0.367875308	0.098	0.126	1	RIR	Ankrd44
Synm	0.00059493	1.438856316	0.029	0.014	1	RIR	Synm
Herc6	0.000602057	2.084992991	0.02	0.008	1	RIR	Herc6
Hnrnpa3	0.000604487	0.302446751	0.179	0.141	1	RIR	Hnrnpa3
Esm1	0.000612633	1.702766796	0.022	0.009	1	RIR	Esm1
Diaph1	0.000620647	0.698693493	0.039	0.021	1	RIR	Diaph1
Ogfr	0.000620682	0.976848244	0.032	0.016	1	RIR	Ogfr
Nsf	0.000627379	0.71018362	0.042	0.023	1	RIR	Nsf
Crlf2	0.000629956	1.106238821	0.03	0.015	1	RIR	Crlf2
Pde6h	0.000631724	1.208218006	0.016	0.005	1	RIR	Pde6h
Zfand5	0.000632262	0.448745291	0.07	0.046	1	RIR	Zfand5
Sept9	0.000632968	0.564707387	0.064	0.041	1	RIR	Sept9
Ctsf	0.000638668	-0.913783732	0.043	0.063	1	RIR	Ctsf
Rock2	0.000640404	0.492884733	0.053	0.032	1	RIR	Rock2
Naa50	0.00064045	0.339844032	0.049	0.029	1	RIR	Naa50
Myo5a	0.000645677	-0.159422434	0.083	0.057	1	RIR	Myo5a
Gap43	0.00064596	3.238853586	0.01	0.002	1	RIR	Gap43
Pdlim7	0.000650987	0.819948381	0.024	0.011	1	RIR	Pdlim7
Tln1	0.000652652	-0.382006507	0.088	0.061	1	RIR	Tln1
Setd7	0.000653123	-0.772235406	0.062	0.085	1	RIR	Setd7
Stmn1	0.000654044	0.521346844	0.05	0.03	1	RIR	Stmn1
Tnip2	0.000658867	2.407551805	0.012	0.002	1	RIR	Tnip2
Heph	0.0006617	0.456782123	0.086	0.059	1	RIR	Heph
Bmp4	0.000666271	-0.855649213	0.06	0.083	1	RIR	Bmp4
Mtdh	0.000673854	0.353354992	0.068	0.045	1	RIR	Mtdh
Usp25	0.000677779	0.325749027	0.056	0.035	1	RIR	Usp25
Rpl37	0.000685183	-0.123535819	0.336	0.28	1	RIR	Rpl37
Fndc3a	0.000694888	0.504402988	0.05	0.03	1	RIR	Fndc3a
Msi2	0.000695669	-1.014027578	0.151	0.179	1	RIR	Msi2
Fes	0.000698743	2.34689736	0.013	0.004	1	RIR	Fes
Lmnb1	0.00070317	1.25874517	0.044	0.026	1	RIR	Lmnb1
Il21r	0.000708932	1.399356686	0.015	0.005	1	RIR	Il21r
Srgap1	0.000711192	1.382195098	0.018	0.006	1	RIR	Srgap1
Vdac2	0.000715995	0.557611474	0.111	0.081	1	RIR	Vdac2
Prpf38b	0.000726999	0.537774806	0.05	0.03	1	RIR	Prpf38b
Flvcr1	0.000727674	2.012941415	0.022	0.009	1	RIR	Flvcr1
Man2b1	0.000731961	1.226687198	0.028	0.013	1	RIR	Man2b1
Xdh	0.000735497	1.689547607	0.021	0.008	1	RIR	Xdh
Tmem181a	0.000738294	1.846477118	0.023	0.01	1	RIR	Tmem181a
Kmt2e	0.000739901	0.173130049	0.09	0.063	1	RIR	Kmt2e
Raph1	0.000746021	1.313866685	0.016	0.005	1	RIR	Raph1
Pikfyve	0.000747684	1.531343198	0.025	0.011	1	RIR	Pikfyve
Rap2c	0.000748449	0.936672976	0.02	0.008	1	RIR	Rap2c
Rnf167	0.000756378	-1.108818663	0.026	0.042	1	RIR	Rnf167
Lacc1	0.000766667	2.512918289	0.012	0.003	1	RIR	Lacc1
Tmem258	0.000770811	0.1499137	0.038	0.021	1	RIR	Tmem258
Nfkb1	0.000771915	0.527492193	0.038	0.021	1	RIR	Nfkb1
Dnajc13	0.000779014	0.804865023	0.047	0.028	1	RIR	Dnajc13
Uggt1	0.00078094	0.612371374	0.04	0.022	1	RIR	Uggt1
Psmd13	0.000783208	0.14518085	0.055	0.034	1	RIR	Psmd13
Oas1a	0.000791095	3.316565803	0.01	0.002	1	RIR	Oas1a
Phc2	0.000807402	0.606018687	0.071	0.047	1	RIR	Phc2
Il1r1	0.000827564	0.732131515	0.025	0.011	1	RIR	Il1r1
Smim4	0.000827657	-0.529257228	0.047	0.069	1	RIR	Smim4
Guca1a	0.000833586	0.465891068	0.063	0.041	1	RIR	Guca1a
Birc6	0.000837096	0.765576234	0.06	0.039	1	RIR	Birc6
Trim30d	0.000838242	1.371865512	0.015	0.005	1	RIR	Trim30d
Cd274	0.000840867	1.675930967	0.021	0.009	1	RIR	Cd274
Sept2	0.000841078	0.150137243	0.087	0.06	1	RIR	Sept2
Hnrnpu	0.000843212	0.264699423	0.164	0.13	1	RIR	Hnrnpu
Jmjd1c	0.000845575	0.191878647	0.068	0.045	1	RIR	Jmjd1c
Irgm1	0.000853369	1.421915104	0.033	0.017	1	RIR	Irgm1
Plcl2	0.000854678	2.358465189	0.016	0.005	1	RIR	Plcl2
Tmod3	0.000855866	0.716943988	0.034	0.018	1	RIR	Tmod3
Snd1	0.000861651	0.844070082	0.044	0.026	1	RIR	Snd1
Sec61b	0.000865996	0.164232815	0.082	0.056	1	RIR	Sec61b
Gfpt1	0.000870305	0.383639753	0.045	0.026	1	RIR	Gfpt1
Nrp2	0.00087388	0.4013516	0.073	0.049	1	RIR	Nrp2
Nelfb	0.000877599	-0.224659433	0.037	0.02	1	RIR	Nelfb
Atxn7l1	0.000883151	1.219010996	0.027	0.013	1	RIR	Atxn7l1
Plcb3	0.000883783	0.743010535	0.024	0.011	1	RIR	Plcb3
Klf7	0.000885977	0.658132488	0.03	0.015	1	RIR	Klf7
Psma4	0.000890066	0.178714703	0.104	0.075	1	RIR	Psma4
Atp5g3	0.000890482	-0.713042124	0.199	0.228	1	RIR	Atp5g3
Adamts6	0.000893477	0.345857651	0.016	0.005	1	RIR	Adamts6
Tlr4	0.000896374	-0.323198395	0.022	0.009	1	RIR	Tlr4
Kdelr1	0.000897953	0.142915804	0.107	0.078	1	RIR	Kdelr1
Eif5a	0.000906082	-0.122243108	0.15	0.114	1	RIR	Eif5a
Tmed2	0.000912245	0.554902079	0.074	0.05	1	RIR	Tmed2
Ebp	0.00091821	0.43511387	0.049	0.03	1	RIR	Ebp
Atp2b4	0.00091933	0.445839404	0.057	0.036	1	RIR	Atp2b4
Cox5a	0.000923574	0.2574412	0.075	0.051	1	RIR	Cox5a
